Time (s),Scaled Tension (kN),Wind Factor,Wave Factor,Wind Reference,Wave Reference
47.2,187.72022507915,0.25,0.3,wind01,wave01
47.300000000000004,182.32724565353433,0.25,0.3,wind01,wave01
47.400000000000006,180.48961518992706,0.25,0.3,wind01,wave01
47.5,230.85577697909747,0.25,0.3,wind01,wave01
47.6,203.0268518351677,0.25,0.3,wind01,wave01
47.7,202.2855909470889,0.25,0.3,wind01,wave01
47.800000000000004,226.4271119921037,0.25,0.3,wind01,wave01
47.900000000000006,211.5279356921424,0.25,0.3,wind01,wave01
48.0,214.96992042614693,0.25,0.3,wind01,wave01
48.1,181.58521352354444,0.25,0.3,wind01,wave01
48.2,182.99090602485646,0.25,0.3,wind01,wave01
48.300000000000004,186.20613389727853,0.25,0.3,wind01,wave01
48.400000000000006,192.68641724889073,0.25,0.3,wind01,wave01
48.5,206.44067818605663,0.25,0.3,wind01,wave01
48.6,183.58904958772828,0.25,0.3,wind01,wave01
48.7,157.45583018902988,0.25,0.3,wind01,wave01
48.800000000000004,174.97448870406677,0.25,0.3,wind01,wave01
48.900000000000006,189.72678561315223,0.25,0.3,wind01,wave01
49.0,164.62991262375726,0.25,0.3,wind01,wave01
49.1,148.43736398332027,0.25,0.3,wind01,wave01
49.2,175.47842740277702,0.25,0.3,wind01,wave01
49.300000000000004,180.18165495094115,0.25,0.3,wind01,wave01
49.400000000000006,152.78707363791588,0.25,0.3,wind01,wave01
49.5,178.56329967812133,0.25,0.3,wind01,wave01
49.6,188.710492722438,0.25,0.3,wind01,wave01
49.7,216.43883276799608,0.25,0.3,wind01,wave01
49.800000000000004,157.18589369291197,0.25,0.3,wind01,wave01
49.900000000000006,175.95161234739214,0.25,0.3,wind01,wave01
50.0,210.59156593103575,0.25,0.3,wind01,wave01
50.1,162.10375234071,0.25,0.3,wind01,wave01
50.2,183.80952611159472,0.25,0.3,wind01,wave01
50.300000000000004,150.09317922633068,0.25,0.3,wind01,wave01
50.400000000000006,168.19982314089842,0.25,0.3,wind01,wave01
50.5,132.3112618005065,0.25,0.3,wind01,wave01
50.6,168.9478930983433,0.25,0.3,wind01,wave01
50.7,147.01799558376447,0.25,0.3,wind01,wave01
50.800000000000004,123.35094035001873,0.25,0.3,wind01,wave01
50.900000000000006,158.68538484933453,0.25,0.3,wind01,wave01
51.0,181.54315307036865,0.25,0.3,wind01,wave01
51.1,181.63480532487833,0.25,0.3,wind01,wave01
51.2,145.09116352569427,0.25,0.3,wind01,wave01
51.300000000000004,149.1610779614637,0.25,0.3,wind01,wave01
51.400000000000006,153.29353620400306,0.25,0.3,wind01,wave01
51.5,162.32153043088908,0.25,0.3,wind01,wave01
51.6,208.41687988548233,0.25,0.3,wind01,wave01
51.7,174.21052326834422,0.25,0.3,wind01,wave01
51.800000000000004,121.6591841842853,0.25,0.3,wind01,wave01
51.900000000000006,188.01473879887072,0.25,0.3,wind01,wave01
52.0,181.76816991040386,0.25,0.3,wind01,wave01
52.1,160.30082596801864,0.25,0.3,wind01,wave01
52.2,169.74918600596183,0.25,0.3,wind01,wave01
52.300000000000004,183.53259193087047,0.25,0.3,wind01,wave01
52.400000000000006,179.11942381303862,0.25,0.3,wind01,wave01
52.5,158.83793318666753,0.25,0.3,wind01,wave01
52.6,164.62968783020392,0.25,0.3,wind01,wave01
52.7,153.94482147648407,0.25,0.3,wind01,wave01
52.800000000000004,144.66831035356392,0.25,0.3,wind01,wave01
52.900000000000006,130.5010318808553,0.25,0.3,wind01,wave01
53.0,180.2501125717095,0.25,0.3,wind01,wave01
53.1,177.02893064137857,0.25,0.3,wind01,wave01
53.2,190.95170593932008,0.25,0.3,wind01,wave01
53.300000000000004,188.55737698807226,0.25,0.3,wind01,wave01
53.400000000000006,169.7305771711326,0.25,0.3,wind01,wave01
53.5,189.71501609601216,0.25,0.3,wind01,wave01
53.6,178.85056968923536,0.25,0.3,wind01,wave01
53.7,188.7250201510173,0.25,0.3,wind01,wave01
53.800000000000004,189.22726598416114,0.25,0.3,wind01,wave01
53.900000000000006,188.47369787876318,0.25,0.3,wind01,wave01
54.0,213.33054859808652,0.25,0.3,wind01,wave01
54.1,169.470267564788,0.25,0.3,wind01,wave01
54.2,186.33999146900715,0.25,0.3,wind01,wave01
54.300000000000004,208.05228004907315,0.25,0.3,wind01,wave01
54.400000000000006,205.4080633616352,0.25,0.3,wind01,wave01
54.5,191.32027539120796,0.25,0.3,wind01,wave01
54.6,169.47408747511201,0.25,0.3,wind01,wave01
54.7,168.4050587299979,0.25,0.3,wind01,wave01
54.800000000000004,198.56877270919585,0.25,0.3,wind01,wave01
54.900000000000006,210.3458156555639,0.25,0.3,wind01,wave01
55.0,193.15676636721741,0.25,0.3,wind01,wave01
55.1,225.58159614801858,0.25,0.3,wind01,wave01
55.2,189.69078970639848,0.25,0.3,wind01,wave01
55.300000000000004,183.94925863001802,0.25,0.3,wind01,wave01
55.400000000000006,213.30191773348741,0.25,0.3,wind01,wave01
55.5,199.12871077005485,0.25,0.3,wind01,wave01
55.6,229.2308007398301,0.25,0.3,wind01,wave01
55.7,235.90621740298423,0.25,0.3,wind01,wave01
55.800000000000004,224.9101353748515,0.25,0.3,wind01,wave01
55.900000000000006,240.23435389196263,0.25,0.3,wind01,wave01
56.0,205.97094413378835,0.25,0.3,wind01,wave01
56.1,227.7062450864525,0.25,0.3,wind01,wave01
56.2,223.679552749771,0.25,0.3,wind01,wave01
56.300000000000004,239.08074285621325,0.25,0.3,wind01,wave01
56.400000000000006,210.9230954767366,0.25,0.3,wind01,wave01
56.5,196.44964551529176,0.25,0.3,wind01,wave01
56.6,213.99687504515123,0.25,0.3,wind01,wave01
56.7,181.92464978979947,0.25,0.3,wind01,wave01
56.800000000000004,206.45666248848573,0.25,0.3,wind01,wave01
56.900000000000006,203.1149495199371,0.25,0.3,wind01,wave01
57.0,181.31419108627023,0.25,0.3,wind01,wave01
57.1,178.24699327179397,0.25,0.3,wind01,wave01
57.2,218.25762764548335,0.25,0.3,wind01,wave01
57.300000000000004,208.09816180955715,0.25,0.3,wind01,wave01
57.400000000000006,199.5898602597099,0.25,0.3,wind01,wave01
57.5,209.44032210491497,0.25,0.3,wind01,wave01
57.6,183.2899619041834,0.25,0.3,wind01,wave01
57.7,199.0326183126857,0.25,0.3,wind01,wave01
57.800000000000004,210.3243545743212,0.25,0.3,wind01,wave01
57.900000000000006,175.74972581729668,0.25,0.3,wind01,wave01
58.0,215.43835340587782,0.25,0.3,wind01,wave01
58.1,213.339763825923,0.25,0.3,wind01,wave01
58.2,195.46721186130128,0.25,0.3,wind01,wave01
58.300000000000004,186.15782294159249,0.25,0.3,wind01,wave01
58.400000000000006,212.82754938430014,0.25,0.3,wind01,wave01
58.5,174.74560756007406,0.25,0.3,wind01,wave01
58.6,183.9158322171497,0.25,0.3,wind01,wave01
58.7,175.00472694749098,0.25,0.3,wind01,wave01
58.800000000000004,160.25763648719243,0.25,0.3,wind01,wave01
58.900000000000006,170.82969059680775,0.25,0.3,wind01,wave01
59.0,155.343119305422,0.25,0.3,wind01,wave01
59.1,157.48781504108493,0.25,0.3,wind01,wave01
59.2,180.49993516244564,0.25,0.3,wind01,wave01
59.300000000000004,163.1750296722511,0.25,0.3,wind01,wave01
59.400000000000006,165.1651570732556,0.25,0.3,wind01,wave01
59.5,188.9523961603972,0.25,0.3,wind01,wave01
59.6,160.4290943922315,0.25,0.3,wind01,wave01
59.7,165.47347778302242,0.25,0.3,wind01,wave01
59.800000000000004,169.86218494599942,0.25,0.3,wind01,wave01
59.900000000000006,206.09853173616858,0.25,0.3,wind01,wave01
60.0,162.4409952713673,0.25,0.3,wind01,wave01
60.1,172.28293271179533,0.25,0.3,wind01,wave01
60.2,187.32252091402643,0.25,0.3,wind01,wave01
60.300000000000004,163.94959323611516,0.25,0.3,wind01,wave01
60.400000000000006,162.89393138648256,0.25,0.3,wind01,wave01
60.5,127.86195980831681,0.25,0.3,wind01,wave01
60.6,133.04100655485695,0.25,0.3,wind01,wave01
60.7,144.46591288284827,0.25,0.3,wind01,wave01
60.800000000000004,132.62586898808752,0.25,0.3,wind01,wave01
60.900000000000006,147.4709482287623,0.25,0.3,wind01,wave01
61.0,157.08972934659997,0.25,0.3,wind01,wave01
61.1,127.79868473674742,0.25,0.3,wind01,wave01
61.2,130.06004340851206,0.25,0.3,wind01,wave01
61.300000000000004,181.10310329716953,0.25,0.3,wind01,wave01
61.400000000000006,185.2097838978932,0.25,0.3,wind01,wave01
61.5,157.15959857231502,0.25,0.3,wind01,wave01
61.6,186.30077418046326,0.25,0.3,wind01,wave01
61.7,217.6553757926173,0.25,0.3,wind01,wave01
61.800000000000004,147.06128110716998,0.25,0.3,wind01,wave01
61.900000000000006,178.472338094716,0.25,0.3,wind01,wave01
62.0,140.30069771374266,0.25,0.3,wind01,wave01
62.1,173.37645916046904,0.25,0.3,wind01,wave01
62.2,170.10800094380124,0.25,0.3,wind01,wave01
62.300000000000004,162.30723535928442,0.25,0.3,wind01,wave01
62.400000000000006,182.09683199288125,0.25,0.3,wind01,wave01
62.5,144.39787832649378,0.25,0.3,wind01,wave01
62.6,174.3124544560818,0.25,0.3,wind01,wave01
62.7,180.71282668078683,0.25,0.3,wind01,wave01
62.800000000000004,135.9459488183574,0.25,0.3,wind01,wave01
62.900000000000006,168.03204859589195,0.25,0.3,wind01,wave01
63.0,151.72042139739065,0.25,0.3,wind01,wave01
63.1,163.7629938346871,0.25,0.3,wind01,wave01
63.2,174.67508980059117,0.25,0.3,wind01,wave01
63.300000000000004,173.63677797227348,0.25,0.3,wind01,wave01
63.400000000000006,190.22631425695886,0.25,0.3,wind01,wave01
63.5,180.4627243625895,0.25,0.3,wind01,wave01
63.6,189.5225053846301,0.25,0.3,wind01,wave01
63.7,179.44996082604143,0.25,0.3,wind01,wave01
63.800000000000004,210.26571364375354,0.25,0.3,wind01,wave01
63.900000000000006,187.08875066555078,0.25,0.3,wind01,wave01
64.0,171.9876896441276,0.25,0.3,wind01,wave01
64.10000000000001,226.5245673683972,0.25,0.3,wind01,wave01
64.2,186.4208809884582,0.25,0.3,wind01,wave01
64.3,189.8303022683935,0.25,0.3,wind01,wave01
64.4,191.13296700262464,0.25,0.3,wind01,wave01
64.5,209.210048365935,0.25,0.3,wind01,wave01
64.60000000000001,179.16453997557264,0.25,0.3,wind01,wave01
64.7,194.1487327692054,0.25,0.3,wind01,wave01
64.8,191.87199955511517,0.25,0.3,wind01,wave01
64.9,180.9332166632177,0.25,0.3,wind01,wave01
65.0,203.42974886771003,0.25,0.3,wind01,wave01
65.10000000000001,186.09947435044222,0.25,0.3,wind01,wave01
65.2,188.5152637804324,0.25,0.3,wind01,wave01
65.3,212.2471121222365,0.25,0.3,wind01,wave01
65.4,212.05003738444344,0.25,0.3,wind01,wave01
65.5,233.99422497482672,0.25,0.3,wind01,wave01
65.60000000000001,216.57192776826687,0.25,0.3,wind01,wave01
65.7,222.1239654513317,0.25,0.3,wind01,wave01
65.8,229.6023876413245,0.25,0.3,wind01,wave01
65.9,220.81440015092386,0.25,0.3,wind01,wave01
66.0,246.3160793519292,0.25,0.3,wind01,wave01
66.10000000000001,214.43759783481698,0.25,0.3,wind01,wave01
66.2,222.09081641975683,0.25,0.3,wind01,wave01
66.3,184.95211423879346,0.25,0.3,wind01,wave01
66.4,206.96809221609936,0.25,0.3,wind01,wave01
66.5,197.3252130453469,0.25,0.3,wind01,wave01
66.60000000000001,173.84751135954934,0.25,0.3,wind01,wave01
66.7,188.3244045564193,0.25,0.3,wind01,wave01
66.8,197.9232199282721,0.25,0.3,wind01,wave01
66.9,200.6695690143125,0.25,0.3,wind01,wave01
67.0,202.5071287763803,0.25,0.3,wind01,wave01
67.10000000000001,168.0347019132996,0.25,0.3,wind01,wave01
67.2,204.8530785384793,0.25,0.3,wind01,wave01
67.3,199.56026141764366,0.25,0.3,wind01,wave01
67.4,208.37290425254304,0.25,0.3,wind01,wave01
67.5,210.6126208565148,0.25,0.3,wind01,wave01
67.60000000000001,208.7224735359875,0.25,0.3,wind01,wave01
67.7,168.28261723253178,0.25,0.3,wind01,wave01
67.8,197.73652630433207,0.25,0.3,wind01,wave01
67.9,196.268621832515,0.25,0.3,wind01,wave01
68.0,209.18836092537515,0.25,0.3,wind01,wave01
68.10000000000001,200.37246439739414,0.25,0.3,wind01,wave01
68.2,206.09922715711716,0.25,0.3,wind01,wave01
68.3,206.41352952013693,0.25,0.3,wind01,wave01
68.4,196.0882241582571,0.25,0.3,wind01,wave01
68.5,190.7688551613663,0.25,0.3,wind01,wave01
68.60000000000001,164.43174393319268,0.25,0.3,wind01,wave01
68.7,164.2132334677317,0.25,0.3,wind01,wave01
68.8,143.64242972965485,0.25,0.3,wind01,wave01
68.9,155.48299330982897,0.25,0.3,wind01,wave01
69.0,175.26042486991105,0.25,0.3,wind01,wave01
69.10000000000001,152.57896989164203,0.25,0.3,wind01,wave01
69.2,179.39156184797218,0.25,0.3,wind01,wave01
69.3,176.26050718604154,0.25,0.3,wind01,wave01
69.4,187.2198533673374,0.25,0.3,wind01,wave01
69.5,177.90407226946212,0.25,0.3,wind01,wave01
69.60000000000001,202.63784883039204,0.25,0.3,wind01,wave01
69.7,183.95580536027737,0.25,0.3,wind01,wave01
69.8,172.86178018354238,0.25,0.3,wind01,wave01
69.9,179.40269659691575,0.25,0.3,wind01,wave01
70.0,202.63479975846127,0.25,0.3,wind01,wave01
70.10000000000001,164.27883592805554,0.25,0.3,wind01,wave01
70.2,137.88598623798845,0.25,0.3,wind01,wave01
70.3,157.77508054500493,0.25,0.3,wind01,wave01
70.4,150.91565651780172,0.25,0.3,wind01,wave01
70.5,138.4787765176901,0.25,0.3,wind01,wave01
70.60000000000001,160.25658662198526,0.25,0.3,wind01,wave01
70.7,147.83055498832346,0.25,0.3,wind01,wave01
70.8,157.58142719121028,0.25,0.3,wind01,wave01
70.9,133.8391933375675,0.25,0.3,wind01,wave01
71.0,162.8500810413369,0.25,0.3,wind01,wave01
71.10000000000001,154.82385623626723,0.25,0.3,wind01,wave01
71.2,168.35898759272476,0.25,0.3,wind01,wave01
71.3,163.72766463836638,0.25,0.3,wind01,wave01
71.4,149.22196778043354,0.25,0.3,wind01,wave01
71.5,178.66929250949585,0.25,0.3,wind01,wave01
71.60000000000001,177.8948098649358,0.25,0.3,wind01,wave01
71.7,184.22494089512585,0.25,0.3,wind01,wave01
71.8,195.97366217791955,0.25,0.3,wind01,wave01
71.9,177.36893641297684,0.25,0.3,wind01,wave01
72.0,182.80658494859046,0.25,0.3,wind01,wave01
72.10000000000001,202.03330038335605,0.25,0.3,wind01,wave01
72.2,178.42285401666203,0.25,0.3,wind01,wave01
72.3,138.33604311458828,0.25,0.3,wind01,wave01
72.4,174.27696020814813,0.25,0.3,wind01,wave01
72.5,164.49911364731108,0.25,0.3,wind01,wave01
72.60000000000001,138.06235887965494,0.25,0.3,wind01,wave01
72.7,140.75592969615374,0.25,0.3,wind01,wave01
72.8,148.08337036517497,0.25,0.3,wind01,wave01
72.9,182.7741483342511,0.25,0.3,wind01,wave01
73.0,196.56914180781834,0.25,0.3,wind01,wave01
73.10000000000001,156.87134030985501,0.25,0.3,wind01,wave01
73.2,169.10823908749913,0.25,0.3,wind01,wave01
73.3,168.33795472497508,0.25,0.3,wind01,wave01
73.4,191.8086741228784,0.25,0.3,wind01,wave01
73.5,180.46810325620038,0.25,0.3,wind01,wave01
73.60000000000001,229.1598922231354,0.25,0.3,wind01,wave01
73.7,207.93447358460412,0.25,0.3,wind01,wave01
73.8,240.8921687019382,0.25,0.3,wind01,wave01
73.9,196.75022961399077,0.25,0.3,wind01,wave01
74.0,189.34321828447813,0.25,0.3,wind01,wave01
74.10000000000001,197.08308595878475,0.25,0.3,wind01,wave01
74.2,175.79185457852265,0.25,0.3,wind01,wave01
74.3,184.8679904520513,0.25,0.3,wind01,wave01
74.4,185.80897482159145,0.25,0.3,wind01,wave01
74.5,172.8857991820781,0.25,0.3,wind01,wave01
74.60000000000001,189.94887132438453,0.25,0.3,wind01,wave01
74.7,196.57370403992587,0.25,0.3,wind01,wave01
74.8,187.2601706531565,0.25,0.3,wind01,wave01
74.9,198.23917288592884,0.25,0.3,wind01,wave01
75.0,201.65551005205802,0.25,0.3,wind01,wave01
75.10000000000001,187.1393780523108,0.25,0.3,wind01,wave01
75.2,202.43689369845362,0.25,0.3,wind01,wave01
75.3,201.72817483947216,0.25,0.3,wind01,wave01
75.4,185.32824728925968,0.25,0.3,wind01,wave01
75.5,185.60454426175164,0.25,0.3,wind01,wave01
75.60000000000001,214.48043817539804,0.25,0.3,wind01,wave01
75.7,249.15311403440933,0.25,0.3,wind01,wave01
75.8,237.29289881294275,0.25,0.3,wind01,wave01
75.9,214.92482731296965,0.25,0.3,wind01,wave01
76.0,245.62595106664787,0.25,0.3,wind01,wave01
76.10000000000001,225.01330192524168,0.25,0.3,wind01,wave01
76.2,211.82551651159497,0.25,0.3,wind01,wave01
76.3,239.13715425164818,0.25,0.3,wind01,wave01
76.4,194.59001003491358,0.25,0.3,wind01,wave01
76.5,207.99678673265552,0.25,0.3,wind01,wave01
76.60000000000001,248.86784289753214,0.25,0.3,wind01,wave01
76.7,183.37636558730938,0.25,0.3,wind01,wave01
76.80000000000001,220.01457398523615,0.25,0.3,wind01,wave01
76.9,194.89125906379275,0.25,0.3,wind01,wave01
77.0,200.36996146983083,0.25,0.3,wind01,wave01
77.10000000000001,193.06983855707472,0.25,0.3,wind01,wave01
77.2,166.8975677445983,0.25,0.3,wind01,wave01
77.30000000000001,190.011606113596,0.25,0.3,wind01,wave01
77.4,197.8495595883669,0.25,0.3,wind01,wave01
77.5,223.2813799717452,0.25,0.3,wind01,wave01
77.60000000000001,230.53479218083228,0.25,0.3,wind01,wave01
77.7,206.78867166991404,0.25,0.3,wind01,wave01
77.80000000000001,220.4613567879407,0.25,0.3,wind01,wave01
77.9,200.5113112016711,0.25,0.3,wind01,wave01
78.0,219.88327209989387,0.25,0.3,wind01,wave01
78.10000000000001,213.5184177543465,0.25,0.3,wind01,wave01
78.2,200.79072736141265,0.25,0.3,wind01,wave01
78.30000000000001,213.31384808644393,0.25,0.3,wind01,wave01
78.4,197.23378890632515,0.25,0.3,wind01,wave01
78.5,176.12932546693173,0.25,0.3,wind01,wave01
78.60000000000001,188.54045071098233,0.25,0.3,wind01,wave01
78.7,151.00120367997224,0.25,0.3,wind01,wave01
78.80000000000001,153.43350095462003,0.25,0.3,wind01,wave01
78.9,184.68012586496843,0.25,0.3,wind01,wave01
79.0,165.57787194120726,0.25,0.3,wind01,wave01
79.10000000000001,153.9235248920597,0.25,0.3,wind01,wave01
79.2,171.7270819474432,0.25,0.3,wind01,wave01
79.30000000000001,160.22870264870068,0.25,0.3,wind01,wave01
79.4,173.30824479666046,0.25,0.3,wind01,wave01
79.5,206.53045680339784,0.25,0.3,wind01,wave01
79.60000000000001,188.06460445388024,0.25,0.3,wind01,wave01
79.7,199.32074229492886,0.25,0.3,wind01,wave01
79.80000000000001,180.75305830692722,0.25,0.3,wind01,wave01
79.9,180.92461732092534,0.25,0.3,wind01,wave01
80.0,160.35510412588098,0.25,0.3,wind01,wave01
80.10000000000001,158.6788756591273,0.25,0.3,wind01,wave01
80.2,135.00209619183346,0.25,0.3,wind01,wave01
80.30000000000001,188.95793366141424,0.25,0.3,wind01,wave01
80.4,148.64383556963475,0.25,0.3,wind01,wave01
80.5,149.1348419859788,0.25,0.3,wind01,wave01
80.60000000000001,143.71411083429314,0.25,0.3,wind01,wave01
80.7,172.053033633685,0.25,0.3,wind01,wave01
80.80000000000001,155.90209977298957,0.25,0.3,wind01,wave01
80.9,111.7532664232082,0.25,0.3,wind01,wave01
81.0,157.16326628725255,0.25,0.3,wind01,wave01
81.10000000000001,129.43885136640014,0.25,0.3,wind01,wave01
81.2,143.5849669202362,0.25,0.3,wind01,wave01
81.30000000000001,127.24849617142775,0.25,0.3,wind01,wave01
81.4,145.32955501000612,0.25,0.3,wind01,wave01
81.5,170.49533015477135,0.25,0.3,wind01,wave01
81.60000000000001,141.44913103667932,0.25,0.3,wind01,wave01
81.7,148.05087636679707,0.25,0.3,wind01,wave01
81.80000000000001,172.79412654467097,0.25,0.3,wind01,wave01
81.9,173.05559127202608,0.25,0.3,wind01,wave01
82.0,207.5429649922198,0.25,0.3,wind01,wave01
82.10000000000001,206.1138663043377,0.25,0.3,wind01,wave01
82.2,157.47182943332498,0.25,0.3,wind01,wave01
82.30000000000001,178.90229891382955,0.25,0.3,wind01,wave01
82.4,183.80984758777436,0.25,0.3,wind01,wave01
82.5,165.43857526119518,0.25,0.3,wind01,wave01
82.60000000000001,140.50387776394757,0.25,0.3,wind01,wave01
82.7,155.9498381095097,0.25,0.3,wind01,wave01
82.80000000000001,157.34953777999397,0.25,0.3,wind01,wave01
82.9,143.1822542819835,0.25,0.3,wind01,wave01
83.0,165.45233403731172,0.25,0.3,wind01,wave01
83.10000000000001,163.04558330357116,0.25,0.3,wind01,wave01
83.2,162.28198333820302,0.25,0.3,wind01,wave01
83.30000000000001,175.7591051562217,0.25,0.3,wind01,wave01
83.4,189.84658933573309,0.25,0.3,wind01,wave01
83.5,167.01300138925797,0.25,0.3,wind01,wave01
83.60000000000001,212.55314975036902,0.25,0.3,wind01,wave01
83.7,176.27524667790894,0.25,0.3,wind01,wave01
83.80000000000001,192.59953505066852,0.25,0.3,wind01,wave01
83.9,197.58217959080716,0.25,0.3,wind01,wave01
84.0,195.82222017940722,0.25,0.3,wind01,wave01
84.10000000000001,192.16754011329758,0.25,0.3,wind01,wave01
84.2,230.38459647706705,0.25,0.3,wind01,wave01
84.30000000000001,183.93510960509883,0.25,0.3,wind01,wave01
84.4,239.70595882942823,0.25,0.3,wind01,wave01
84.5,210.35315066974863,0.25,0.3,wind01,wave01
84.60000000000001,182.2370749041639,0.25,0.3,wind01,wave01
84.7,194.03614167466088,0.25,0.3,wind01,wave01
84.80000000000001,212.78734692993817,0.25,0.3,wind01,wave01
84.9,172.59607646487495,0.25,0.3,wind01,wave01
85.0,194.29722420241126,0.25,0.3,wind01,wave01
85.10000000000001,181.66187133803044,0.25,0.3,wind01,wave01
85.2,202.09729595646186,0.25,0.3,wind01,wave01
85.30000000000001,186.9796773534291,0.25,0.3,wind01,wave01
85.4,200.38495597053156,0.25,0.3,wind01,wave01
85.5,227.7594057417617,0.25,0.3,wind01,wave01
85.60000000000001,209.79688957071374,0.25,0.3,wind01,wave01
85.7,210.51189958698728,0.25,0.3,wind01,wave01
85.80000000000001,190.7785115263194,0.25,0.3,wind01,wave01
85.9,240.76421441185622,0.25,0.3,wind01,wave01
86.0,231.71600032541846,0.25,0.3,wind01,wave01
86.10000000000001,245.44764937171675,0.25,0.3,wind01,wave01
86.2,228.76443671147234,0.25,0.3,wind01,wave01
86.30000000000001,210.2552401310361,0.25,0.3,wind01,wave01
86.4,203.65543605032556,0.25,0.3,wind01,wave01
86.5,206.82393563948182,0.25,0.3,wind01,wave01
86.60000000000001,220.21022769429175,0.25,0.3,wind01,wave01
86.7,192.58493790614017,0.25,0.3,wind01,wave01
86.80000000000001,176.15699555152585,0.25,0.3,wind01,wave01
86.9,182.25404237340808,0.25,0.3,wind01,wave01
87.0,211.6030857338011,0.25,0.3,wind01,wave01
87.10000000000001,219.94585370730545,0.25,0.3,wind01,wave01
87.2,206.1442673091911,0.25,0.3,wind01,wave01
87.30000000000001,186.80860226674793,0.25,0.3,wind01,wave01
87.4,212.79601756858855,0.25,0.3,wind01,wave01
87.5,193.16043794516997,0.25,0.3,wind01,wave01
87.60000000000001,211.82788149704524,0.25,0.3,wind01,wave01
87.7,205.68317129010515,0.25,0.3,wind01,wave01
87.80000000000001,203.21113293211624,0.25,0.3,wind01,wave01
87.9,194.27332291628431,0.25,0.3,wind01,wave01
88.0,198.7908241473476,0.25,0.3,wind01,wave01
88.10000000000001,201.56938427848806,0.25,0.3,wind01,wave01
88.2,201.55382096589162,0.25,0.3,wind01,wave01
88.30000000000001,190.29579318996474,0.25,0.3,wind01,wave01
88.4,190.46554871811423,0.25,0.3,wind01,wave01
88.5,174.94855933046404,0.25,0.3,wind01,wave01
88.60000000000001,167.4620850848815,0.25,0.3,wind01,wave01
88.7,178.56600417354218,0.25,0.3,wind01,wave01
88.80000000000001,165.0352913077793,0.25,0.3,wind01,wave01
88.9,162.31444563887032,0.25,0.3,wind01,wave01
89.0,179.79417635590536,0.25,0.3,wind01,wave01
89.10000000000001,220.39104653541727,0.25,0.3,wind01,wave01
89.2,142.62336138948996,0.25,0.3,wind01,wave01
89.30000000000001,168.38032754836303,0.25,0.3,wind01,wave01
89.4,148.8827163621167,0.25,0.3,wind01,wave01
89.5,166.62051932513918,0.25,0.3,wind01,wave01
89.60000000000001,183.86096374036924,0.25,0.3,wind01,wave01
89.7,167.3882293737799,0.25,0.3,wind01,wave01
89.80000000000001,170.40357426048405,0.25,0.3,wind01,wave01
89.9,159.24179062800602,0.25,0.3,wind01,wave01
90.0,178.16373826966984,0.25,0.3,wind01,wave01
90.10000000000001,166.69502023561512,0.25,0.3,wind01,wave01
90.2,180.32633506793417,0.25,0.3,wind01,wave01
90.30000000000001,149.9278576464061,0.25,0.3,wind01,wave01
90.4,166.31227973778465,0.25,0.3,wind01,wave01
90.5,158.66854035334487,0.25,0.3,wind01,wave01
90.60000000000001,137.4612208998508,0.25,0.3,wind01,wave01
90.7,140.87555843210401,0.25,0.3,wind01,wave01
90.80000000000001,142.05467350469343,0.25,0.3,wind01,wave01
90.9,141.28475235978644,0.25,0.3,wind01,wave01
91.0,123.09134573979964,0.25,0.3,wind01,wave01
91.10000000000001,170.78737060877143,0.25,0.3,wind01,wave01
91.2,142.16559895718578,0.25,0.3,wind01,wave01
91.30000000000001,176.59118515786258,0.25,0.3,wind01,wave01
91.4,172.38973778165584,0.25,0.3,wind01,wave01
91.5,150.84613723662272,0.25,0.3,wind01,wave01
91.60000000000001,155.13946313889903,0.25,0.3,wind01,wave01
91.7,202.52382599306844,0.25,0.3,wind01,wave01
91.80000000000001,192.54656723449952,0.25,0.3,wind01,wave01
91.9,181.557573611207,0.25,0.3,wind01,wave01
92.0,192.26415701310805,0.25,0.3,wind01,wave01
92.10000000000001,178.16435639115784,0.25,0.3,wind01,wave01
92.2,166.86389132931188,0.25,0.3,wind01,wave01
92.30000000000001,172.02153128169232,0.25,0.3,wind01,wave01
92.4,137.5134437309111,0.25,0.3,wind01,wave01
92.5,151.30385673512515,0.25,0.3,wind01,wave01
92.60000000000001,151.83536401706618,0.25,0.3,wind01,wave01
92.7,145.23143303140057,0.25,0.3,wind01,wave01
92.80000000000001,159.77253094529578,0.25,0.3,wind01,wave01
92.9,132.18197163000525,0.25,0.3,wind01,wave01
93.0,157.36083925039785,0.25,0.3,wind01,wave01
93.10000000000001,188.50640720559278,0.25,0.3,wind01,wave01
93.2,172.42610385231572,0.25,0.3,wind01,wave01
93.30000000000001,188.94868437715917,0.25,0.3,wind01,wave01
93.4,192.34230759114917,0.25,0.3,wind01,wave01
93.5,202.79678444688636,0.25,0.3,wind01,wave01
93.60000000000001,192.73549922603752,0.25,0.3,wind01,wave01
93.7,215.1274130602201,0.25,0.3,wind01,wave01
93.80000000000001,210.39820332547208,0.25,0.3,wind01,wave01
93.9,185.23730544994282,0.25,0.3,wind01,wave01
94.0,181.2300011827054,0.25,0.3,wind01,wave01
94.10000000000001,217.913573830605,0.25,0.3,wind01,wave01
94.2,204.32739035380533,0.25,0.3,wind01,wave01
94.30000000000001,214.13620908933135,0.25,0.3,wind01,wave01
94.4,176.13070357489337,0.25,0.3,wind01,wave01
94.5,196.7688580290189,0.25,0.3,wind01,wave01
94.60000000000001,176.21749751808363,0.25,0.3,wind01,wave01
