 Variables = "X", "Y", "Z"
Zone i=   31 j=   41 f=point
-0.43522E+00   0.32646E-02  -0.44263E-01
-0.43178E+00   0.33577E-02  -0.44362E-01
-0.42821E+00   0.34586E-02  -0.44472E-01
-0.42448E+00   0.35695E-02  -0.44594E-01
-0.42061E+00   0.36942E-02  -0.44726E-01
-0.41659E+00   0.38304E-02  -0.44871E-01
-0.41241E+00   0.39680E-02  -0.45027E-01
-0.40805E+00   0.41017E-02  -0.45190E-01
-0.40353E+00   0.42321E-02  -0.45358E-01
-0.39882E+00   0.43535E-02  -0.45521E-01
-0.39392E+00   0.44689E-02  -0.45672E-01
-0.38883E+00   0.45774E-02  -0.45810E-01
-0.38353E+00   0.46812E-02  -0.45930E-01
-0.37802E+00   0.47818E-02  -0.46034E-01
-0.37228E+00   0.48773E-02  -0.46120E-01
-0.36632E+00   0.49718E-02  -0.46196E-01
-0.36012E+00   0.50635E-02  -0.46259E-01
-0.35367E+00   0.51543E-02  -0.46327E-01
-0.34697E+00   0.52453E-02  -0.46411E-01
-0.33999E+00   0.53365E-02  -0.46516E-01
-0.33274E+00   0.54290E-02  -0.46634E-01
-0.32519E+00   0.55212E-02  -0.46760E-01
-0.31735E+00   0.56099E-02  -0.46855E-01
-0.30919E+00   0.56984E-02  -0.46908E-01
-0.30070E+00   0.57869E-02  -0.46943E-01
-0.29187E+00   0.58771E-02  -0.46956E-01
-0.28269E+00   0.59688E-02  -0.46957E-01
-0.27315E+00   0.60613E-02  -0.46957E-01
-0.26322E+00   0.61539E-02  -0.46957E-01
-0.25289E+00   0.62461E-02  -0.46957E-01
-0.24215E+00   0.63376E-02  -0.46957E-01
-0.23098E+00   0.64277E-02  -0.46957E-01
-0.21937E+00   0.65169E-02  -0.46957E-01
-0.20729E+00   0.66057E-02  -0.46957E-01
-0.19472E+00   0.66931E-02  -0.46957E-01
-0.18166E+00   0.67778E-02  -0.46957E-01
-0.16807E+00   0.68606E-02  -0.46957E-01
-0.15394E+00   0.69424E-02  -0.46957E-01
-0.13924E+00   0.70258E-02  -0.46957E-01
-0.12395E+00   0.71099E-02  -0.46957E-01
-0.10806E+00   0.71938E-02  -0.46957E-01
-0.91525E-01   0.72737E-02  -0.46957E-01
-0.74331E-01   0.73477E-02  -0.46957E-01
-0.56449E-01   0.74131E-02  -0.46957E-01
-0.37851E-01   0.74630E-02  -0.46957E-01
-0.18510E-01   0.74920E-02  -0.46957E-01
 0.16050E-02   0.75030E-02  -0.46957E-01
-0.49764E+00   0.35683E-02  -0.40985E-01
-0.49670E+00   0.35397E-02  -0.41077E-01
-0.49572E+00   0.35097E-02  -0.41173E-01
-0.49471E+00   0.34782E-02  -0.41270E-01
-0.49365E+00   0.34448E-02  -0.41369E-01
-0.49255E+00   0.34096E-02  -0.41469E-01
-0.49141E+00   0.33731E-02  -0.41569E-01
-0.49022E+00   0.33359E-02  -0.41668E-01
-0.48898E+00   0.32988E-02  -0.41765E-01
-0.48769E+00   0.32621E-02  -0.41860E-01
-0.48635E+00   0.32267E-02  -0.41954E-01
-0.48496E+00   0.31934E-02  -0.42045E-01
-0.48351E+00   0.31631E-02  -0.42132E-01
-0.48200E+00   0.31367E-02  -0.42215E-01
-0.48043E+00   0.31149E-02  -0.42291E-01
-0.47880E+00   0.30969E-02  -0.42362E-01
-0.47710E+00   0.30805E-02  -0.42434E-01
-0.47533E+00   0.30727E-02  -0.42499E-01
-0.47349E+00   0.30866E-02  -0.42534E-01
-0.47158E+00   0.31146E-02  -0.42551E-01
-0.46959E+00   0.31411E-02  -0.42576E-01
-0.46752E+00   0.31692E-02  -0.42608E-01
-0.46537E+00   0.32026E-02  -0.42642E-01
-0.46314E+00   0.32391E-02  -0.42681E-01
-0.46081E+00   0.32789E-02  -0.42724E-01
-0.45839E+00   0.33238E-02  -0.42771E-01
-0.45588E+00   0.33751E-02  -0.42823E-01
-0.45326E+00   0.34314E-02  -0.42878E-01
-0.45054E+00   0.34936E-02  -0.42939E-01
-0.44771E+00   0.35630E-02  -0.43005E-01
-0.44477E+00   0.36390E-02  -0.43076E-01
-0.44171E+00   0.37207E-02  -0.43152E-01
-0.43853E+00   0.38100E-02  -0.43237E-01
-0.43522E+00   0.39075E-02  -0.43329E-01
-0.43178E+00   0.40112E-02  -0.43428E-01
-0.42820E+00   0.41262E-02  -0.43540E-01
-0.42448E+00   0.42561E-02  -0.43668E-01
-0.42061E+00   0.44091E-02  -0.43811E-01
-0.41659E+00   0.45765E-02  -0.43971E-01
-0.41241E+00   0.47502E-02  -0.44147E-01
-0.40806E+00   0.49280E-02  -0.44337E-01
-0.40353E+00   0.51016E-02  -0.44535E-01
-0.39883E+00   0.52725E-02  -0.44736E-01
-0.39393E+00   0.54377E-02  -0.44929E-01
-0.38884E+00   0.55954E-02  -0.45112E-01
-0.38354E+00   0.57487E-02  -0.45281E-01
-0.37803E+00   0.58987E-02  -0.45441E-01
-0.37230E+00   0.60389E-02  -0.45580E-01
-0.36634E+00   0.61738E-02  -0.45704E-01
-0.36014E+00   0.63056E-02  -0.45821E-01
-0.35369E+00   0.64320E-02  -0.45937E-01
-0.34699E+00   0.65553E-02  -0.46064E-01
-0.34001E+00   0.66773E-02  -0.46209E-01
-0.33276E+00   0.68000E-02  -0.46372E-01
-0.32522E+00   0.69200E-02  -0.46536E-01
-0.31737E+00   0.70373E-02  -0.46681E-01
-0.30921E+00   0.71531E-02  -0.46784E-01
-0.30072E+00   0.72675E-02  -0.46866E-01
-0.29190E+00   0.73824E-02  -0.46922E-01
-0.28272E+00   0.74981E-02  -0.46951E-01
-0.27317E+00   0.76144E-02  -0.46956E-01
-0.26324E+00   0.77307E-02  -0.46957E-01
-0.25291E+00   0.78467E-02  -0.46957E-01
-0.24217E+00   0.79615E-02  -0.46957E-01
-0.23100E+00   0.80748E-02  -0.46957E-01
-0.21939E+00   0.81869E-02  -0.46957E-01
-0.20730E+00   0.82985E-02  -0.46957E-01
-0.19474E+00   0.84082E-02  -0.46957E-01
-0.18167E+00   0.85148E-02  -0.46957E-01
-0.16808E+00   0.86188E-02  -0.46957E-01
-0.15395E+00   0.87216E-02  -0.46957E-01
-0.13925E+00   0.88263E-02  -0.46957E-01
-0.12397E+00   0.89320E-02  -0.46957E-01
-0.10807E+00   0.90374E-02  -0.46957E-01
-0.91533E-01   0.91378E-02  -0.46957E-01
-0.74337E-01   0.92308E-02  -0.46957E-01
-0.56454E-01   0.93129E-02  -0.46957E-01
-0.37855E-01   0.93757E-02  -0.46957E-01
-0.18512E-01   0.94120E-02  -0.46957E-01
 0.16050E-02   0.94259E-02  -0.46957E-01
-0.49764E+00   0.41494E-02  -0.40034E-01
-0.49670E+00   0.41198E-02  -0.40127E-01
-0.49572E+00   0.40888E-02  -0.40222E-01
-0.49471E+00   0.40563E-02  -0.40319E-01
-0.49365E+00   0.40219E-02  -0.40418E-01
-0.49255E+00   0.39861E-02  -0.40518E-01
-0.49141E+00   0.39494E-02  -0.40618E-01
-0.49022E+00   0.39129E-02  -0.40717E-01
-0.48898E+00   0.38768E-02  -0.40814E-01
-0.48769E+00   0.38406E-02  -0.40909E-01
-0.48635E+00   0.38043E-02  -0.41002E-01
-0.48496E+00   0.37698E-02  -0.41092E-01
-0.48351E+00   0.37392E-02  -0.41179E-01
-0.48200E+00   0.37134E-02  -0.41261E-01
-0.48043E+00   0.36916E-02  -0.41336E-01
-0.47879E+00   0.36728E-02  -0.41406E-01
-0.47710E+00   0.36565E-02  -0.41477E-01
-0.47533E+00   0.36492E-02  -0.41540E-01
-0.47349E+00   0.36626E-02  -0.41574E-01
-0.47158E+00   0.36899E-02  -0.41590E-01
-0.46959E+00   0.37170E-02  -0.41616E-01
-0.46752E+00   0.37452E-02  -0.41647E-01
-0.46537E+00   0.37775E-02  -0.41680E-01
-0.46313E+00   0.38135E-02  -0.41718E-01
-0.46081E+00   0.38526E-02  -0.41760E-01
-0.45839E+00   0.38960E-02  -0.41805E-01
-0.45587E+00   0.39461E-02  -0.41854E-01
-0.45326E+00   0.40046E-02  -0.41910E-01
-0.45054E+00   0.40692E-02  -0.41970E-01
-0.44771E+00   0.41426E-02  -0.42035E-01
-0.44476E+00   0.42271E-02  -0.42107E-01
-0.44170E+00   0.43203E-02  -0.42187E-01
-0.43852E+00   0.44236E-02  -0.42275E-01
-0.43521E+00   0.45371E-02  -0.42371E-01
-0.43177E+00   0.46584E-02  -0.42476E-01
-0.42820E+00   0.47909E-02  -0.42592E-01
-0.42448E+00   0.49403E-02  -0.42725E-01
-0.42061E+00   0.51102E-02  -0.42872E-01
-0.41659E+00   0.52985E-02  -0.43037E-01
-0.41241E+00   0.55039E-02  -0.43227E-01
-0.40806E+00   0.57182E-02  -0.43435E-01
-0.40354E+00   0.59361E-02  -0.43659E-01
-0.39883E+00   0.61527E-02  -0.43890E-01
-0.39394E+00   0.63681E-02  -0.44119E-01
-0.38885E+00   0.65797E-02  -0.44346E-01
-0.38356E+00   0.67850E-02  -0.44562E-01
-0.37805E+00   0.69855E-02  -0.44769E-01
-0.37232E+00   0.71762E-02  -0.44962E-01
-0.36636E+00   0.73607E-02  -0.45145E-01
-0.36016E+00   0.75351E-02  -0.45314E-01
-0.35372E+00   0.77011E-02  -0.45479E-01
-0.34701E+00   0.78613E-02  -0.45653E-01
-0.34004E+00   0.80182E-02  -0.45847E-01
-0.33279E+00   0.81703E-02  -0.46041E-01
-0.32524E+00   0.83202E-02  -0.46242E-01
-0.31740E+00   0.84667E-02  -0.46424E-01
-0.30924E+00   0.86138E-02  -0.46582E-01
-0.30075E+00   0.87573E-02  -0.46717E-01
-0.29192E+00   0.88998E-02  -0.46823E-01
-0.28274E+00   0.90416E-02  -0.46901E-01
-0.27320E+00   0.91828E-02  -0.46949E-01
-0.26327E+00   0.93232E-02  -0.46957E-01
-0.25294E+00   0.94631E-02  -0.46957E-01
-0.24220E+00   0.96016E-02  -0.46957E-01
-0.23103E+00   0.97382E-02  -0.46957E-01
-0.21941E+00   0.98735E-02  -0.46957E-01
-0.20733E+00   0.10008E-01  -0.46957E-01
-0.19476E+00   0.10140E-01  -0.46957E-01
-0.18169E+00   0.10269E-01  -0.46957E-01
-0.16810E+00   0.10394E-01  -0.46957E-01
-0.15397E+00   0.10518E-01  -0.46957E-01
-0.13927E+00   0.10645E-01  -0.46957E-01
-0.12398E+00   0.10772E-01  -0.46957E-01
-0.10808E+00   0.10899E-01  -0.46957E-01
-0.91543E-01   0.11020E-01  -0.46957E-01
-0.74346E-01   0.11133E-01  -0.46957E-01
-0.56460E-01   0.11232E-01  -0.46957E-01
-0.37859E-01   0.11307E-01  -0.46957E-01
-0.18514E-01   0.11351E-01  -0.46957E-01
 0.16050E-02   0.11368E-01  -0.46957E-01
-0.49764E+00   0.47210E-02  -0.39065E-01
-0.49670E+00   0.46891E-02  -0.39156E-01
-0.49572E+00   0.46561E-02  -0.39251E-01
-0.49471E+00   0.46221E-02  -0.39348E-01
-0.49365E+00   0.45872E-02  -0.39447E-01
-0.49255E+00   0.45517E-02  -0.39547E-01
-0.49141E+00   0.45155E-02  -0.39647E-01
-0.49022E+00   0.44788E-02  -0.39746E-01
-0.48898E+00   0.44424E-02  -0.39843E-01
-0.48769E+00   0.44072E-02  -0.39939E-01
-0.48635E+00   0.43743E-02  -0.40033E-01
-0.48496E+00   0.43432E-02  -0.40124E-01
-0.48350E+00   0.43136E-02  -0.40211E-01
-0.48200E+00   0.42865E-02  -0.40292E-01
-0.48043E+00   0.42642E-02  -0.40366E-01
-0.47879E+00   0.42462E-02  -0.40435E-01
-0.47709E+00   0.42299E-02  -0.40505E-01
-0.47533E+00   0.42215E-02  -0.40566E-01
-0.47349E+00   0.42341E-02  -0.40598E-01
-0.47157E+00   0.42609E-02  -0.40614E-01
-0.46959E+00   0.42868E-02  -0.40638E-01
-0.46752E+00   0.43132E-02  -0.40668E-01
-0.46537E+00   0.43431E-02  -0.40699E-01
-0.46313E+00   0.43761E-02  -0.40734E-01
-0.46080E+00   0.44134E-02  -0.40775E-01
-0.45838E+00   0.44572E-02  -0.40820E-01
-0.45587E+00   0.45090E-02  -0.40868E-01
-0.45325E+00   0.45683E-02  -0.40923E-01
-0.45053E+00   0.46366E-02  -0.40983E-01
-0.44770E+00   0.47152E-02  -0.41048E-01
-0.44476E+00   0.48082E-02  -0.41121E-01
-0.44170E+00   0.49143E-02  -0.41204E-01
-0.43852E+00   0.50303E-02  -0.41295E-01
-0.43521E+00   0.51615E-02  -0.41397E-01
-0.43177E+00   0.53038E-02  -0.41509E-01
-0.42819E+00   0.54581E-02  -0.41632E-01
-0.42447E+00   0.56283E-02  -0.41771E-01
-0.42060E+00   0.58196E-02  -0.41924E-01
-0.41658E+00   0.60266E-02  -0.42093E-01
-0.41240E+00   0.62555E-02  -0.42289E-01
-0.40806E+00   0.64973E-02  -0.42508E-01
-0.40354E+00   0.67504E-02  -0.42748E-01
-0.39884E+00   0.70091E-02  -0.43002E-01
-0.39395E+00   0.72745E-02  -0.43264E-01
-0.38886E+00   0.75395E-02  -0.43530E-01
-0.38357E+00   0.78039E-02  -0.43796E-01
-0.37807E+00   0.80613E-02  -0.44057E-01
-0.37234E+00   0.83058E-02  -0.44304E-01
-0.36639E+00   0.85389E-02  -0.44539E-01
-0.36019E+00   0.87603E-02  -0.44763E-01
-0.35375E+00   0.89680E-02  -0.44977E-01
-0.34704E+00   0.91643E-02  -0.45192E-01
-0.34007E+00   0.93541E-02  -0.45419E-01
-0.33282E+00   0.95399E-02  -0.45653E-01
-0.32528E+00   0.97197E-02  -0.45883E-01
-0.31743E+00   0.98990E-02  -0.46108E-01
-0.30927E+00   0.10080E-01  -0.46321E-01
-0.30079E+00   0.10254E-01  -0.46503E-01
-0.29196E+00   0.10426E-01  -0.46652E-01
-0.28278E+00   0.10597E-01  -0.46780E-01
-0.27323E+00   0.10765E-01  -0.46879E-01
-0.26330E+00   0.10931E-01  -0.46931E-01
-0.25297E+00   0.11095E-01  -0.46956E-01
-0.24223E+00   0.11258E-01  -0.46957E-01
-0.23106E+00   0.11418E-01  -0.46957E-01
-0.21944E+00   0.11577E-01  -0.46957E-01
-0.20735E+00   0.11735E-01  -0.46957E-01
-0.19479E+00   0.11890E-01  -0.46957E-01
-0.18172E+00   0.12041E-01  -0.46957E-01
-0.16812E+00   0.12188E-01  -0.46957E-01
-0.15399E+00   0.12333E-01  -0.46957E-01
-0.13929E+00   0.12481E-01  -0.46957E-01
-0.12400E+00   0.12631E-01  -0.46957E-01
-0.10809E+00   0.12780E-01  -0.46957E-01
-0.91555E-01   0.12922E-01  -0.46957E-01
-0.74356E-01   0.13053E-01  -0.46957E-01
-0.56468E-01   0.13170E-01  -0.46957E-01
-0.37865E-01   0.13258E-01  -0.46957E-01
-0.18517E-01   0.13310E-01  -0.46957E-01
 0.16050E-02   0.13330E-01  -0.46957E-01
-0.49764E+00   0.52877E-02  -0.38080E-01
-0.49670E+00   0.52564E-02  -0.38172E-01
-0.49572E+00   0.52239E-02  -0.38267E-01
-0.49471E+00   0.51900E-02  -0.38365E-01
-0.49365E+00   0.51548E-02  -0.38464E-01
-0.49255E+00   0.51184E-02  -0.38564E-01
-0.49141E+00   0.50814E-02  -0.38664E-01
-0.49022E+00   0.50444E-02  -0.38763E-01
-0.48898E+00   0.50082E-02  -0.38859E-01
-0.48769E+00   0.49733E-02  -0.38954E-01
-0.48635E+00   0.49406E-02  -0.39048E-01
-0.48495E+00   0.49103E-02  -0.39140E-01
-0.48350E+00   0.48825E-02  -0.39227E-01
-0.48199E+00   0.48578E-02  -0.39309E-01
-0.48042E+00   0.48370E-02  -0.39383E-01
-0.47879E+00   0.48196E-02  -0.39452E-01
-0.47709E+00   0.48041E-02  -0.39521E-01
-0.47532E+00   0.47963E-02  -0.39581E-01
-0.47348E+00   0.48073E-02  -0.39611E-01
-0.47157E+00   0.48305E-02  -0.39624E-01
-0.46958E+00   0.48526E-02  -0.39646E-01
-0.46751E+00   0.48762E-02  -0.39673E-01
-0.46536E+00   0.49047E-02  -0.39702E-01
-0.46312E+00   0.49369E-02  -0.39737E-01
-0.46080E+00   0.49742E-02  -0.39777E-01
-0.45838E+00   0.50182E-02  -0.39821E-01
-0.45586E+00   0.50706E-02  -0.39869E-01
-0.45324E+00   0.51331E-02  -0.39923E-01
-0.45052E+00   0.52048E-02  -0.39983E-01
-0.44769E+00   0.52912E-02  -0.40049E-01
-0.44475E+00   0.53929E-02  -0.40124E-01
-0.44169E+00   0.55073E-02  -0.40208E-01
-0.43851E+00   0.56382E-02  -0.40303E-01
-0.43520E+00   0.57830E-02  -0.40407E-01
-0.43176E+00   0.59437E-02  -0.40524E-01
-0.42818E+00   0.61221E-02  -0.40655E-01
-0.42447E+00   0.63144E-02  -0.40801E-01
-0.42060E+00   0.65286E-02  -0.40961E-01
-0.41658E+00   0.67604E-02  -0.41138E-01
-0.41240E+00   0.70123E-02  -0.41341E-01
-0.40805E+00   0.72789E-02  -0.41567E-01
-0.40354E+00   0.75610E-02  -0.41817E-01
-0.39884E+00   0.78577E-02  -0.42090E-01
-0.39395E+00   0.81643E-02  -0.42374E-01
-0.38887E+00   0.84774E-02  -0.42671E-01
-0.38358E+00   0.87931E-02  -0.42973E-01
-0.37809E+00   0.91073E-02  -0.43280E-01
-0.37236E+00   0.94078E-02  -0.43578E-01
-0.36641E+00   0.96965E-02  -0.43869E-01
-0.36022E+00   0.99692E-02  -0.44147E-01
-0.35378E+00   0.10225E-01  -0.44416E-01
-0.34708E+00   0.10462E-01  -0.44678E-01
-0.34010E+00   0.10688E-01  -0.44941E-01
-0.33285E+00   0.10905E-01  -0.45204E-01
-0.32531E+00   0.11120E-01  -0.45475E-01
-0.31747E+00   0.11333E-01  -0.45735E-01
-0.30931E+00   0.11547E-01  -0.45993E-01
-0.30082E+00   0.11756E-01  -0.46227E-01
-0.29200E+00   0.11960E-01  -0.46426E-01
-0.28282E+00   0.12161E-01  -0.46597E-01
-0.27327E+00   0.12359E-01  -0.46746E-01
-0.26334E+00   0.12553E-01  -0.46846E-01
-0.25301E+00   0.12743E-01  -0.46925E-01
-0.24226E+00   0.12931E-01  -0.46953E-01
-0.23109E+00   0.13115E-01  -0.46957E-01
-0.21947E+00   0.13297E-01  -0.46957E-01
-0.20738E+00   0.13478E-01  -0.46957E-01
-0.19482E+00   0.13657E-01  -0.46957E-01
-0.18174E+00   0.13830E-01  -0.46957E-01
-0.16815E+00   0.13999E-01  -0.46957E-01
-0.15401E+00   0.14166E-01  -0.46957E-01
-0.13931E+00   0.14336E-01  -0.46957E-01
-0.12401E+00   0.14508E-01  -0.46957E-01
-0.10811E+00   0.14679E-01  -0.46957E-01
-0.91570E-01   0.14842E-01  -0.46957E-01
-0.74367E-01   0.14993E-01  -0.46957E-01
-0.56477E-01   0.15127E-01  -0.46957E-01
-0.37871E-01   0.15229E-01  -0.46957E-01
-0.18520E-01   0.15288E-01  -0.46957E-01
 0.16050E-02   0.15311E-01  -0.46957E-01
-0.49764E+00   0.58492E-02  -0.37078E-01
-0.49670E+00   0.58201E-02  -0.37172E-01
-0.49572E+00   0.57897E-02  -0.37269E-01
-0.49471E+00   0.57578E-02  -0.37369E-01
-0.49365E+00   0.57241E-02  -0.37469E-01
-0.49255E+00   0.56889E-02  -0.37570E-01
-0.49141E+00   0.56526E-02  -0.37671E-01
-0.49021E+00   0.56159E-02  -0.37769E-01
-0.48898E+00   0.55797E-02  -0.37865E-01
-0.48769E+00   0.55451E-02  -0.37960E-01
-0.48635E+00   0.55132E-02  -0.38054E-01
-0.48495E+00   0.54833E-02  -0.38146E-01
-0.48350E+00   0.54548E-02  -0.38233E-01
-0.48199E+00   0.54291E-02  -0.38313E-01
-0.48042E+00   0.54093E-02  -0.38387E-01
-0.47879E+00   0.53944E-02  -0.38456E-01
-0.47709E+00   0.53801E-02  -0.38524E-01
-0.47532E+00   0.53717E-02  -0.38582E-01
-0.47348E+00   0.53820E-02  -0.38611E-01
-0.47157E+00   0.54047E-02  -0.38624E-01
-0.46958E+00   0.54261E-02  -0.38644E-01
-0.46751E+00   0.54497E-02  -0.38671E-01
-0.46535E+00   0.54786E-02  -0.38700E-01
-0.46312E+00   0.55103E-02  -0.38734E-01
-0.46079E+00   0.55467E-02  -0.38772E-01
-0.45837E+00   0.55905E-02  -0.38815E-01
-0.45585E+00   0.56431E-02  -0.38862E-01
-0.45323E+00   0.57062E-02  -0.38915E-01
-0.45051E+00   0.57834E-02  -0.38975E-01
-0.44768E+00   0.58750E-02  -0.39042E-01
-0.44474E+00   0.59818E-02  -0.39116E-01
-0.44168E+00   0.61054E-02  -0.39201E-01
-0.43850E+00   0.62455E-02  -0.39296E-01
-0.43519E+00   0.64054E-02  -0.39404E-01
-0.43175E+00   0.65838E-02  -0.39525E-01
-0.42818E+00   0.67794E-02  -0.39660E-01
-0.42446E+00   0.69939E-02  -0.39812E-01
-0.42059E+00   0.72327E-02  -0.39979E-01
-0.41657E+00   0.74867E-02  -0.40162E-01
-0.41240E+00   0.77627E-02  -0.40372E-01
-0.40805E+00   0.80549E-02  -0.40605E-01
-0.40353E+00   0.83670E-02  -0.40866E-01
-0.39884E+00   0.86937E-02  -0.41150E-01
-0.39395E+00   0.90375E-02  -0.41451E-01
-0.38888E+00   0.93917E-02  -0.41768E-01
-0.38359E+00   0.97528E-02  -0.42096E-01
-0.37810E+00   0.10117E-01  -0.42436E-01
-0.37238E+00   0.10478E-01  -0.42783E-01
-0.36644E+00   0.10826E-01  -0.43127E-01
-0.36025E+00   0.11155E-01  -0.43461E-01
-0.35381E+00   0.11464E-01  -0.43787E-01
-0.34711E+00   0.11747E-01  -0.44097E-01
-0.34014E+00   0.12012E-01  -0.44400E-01
-0.33289E+00   0.12268E-01  -0.44703E-01
-0.32535E+00   0.12517E-01  -0.45005E-01
-0.31751E+00   0.12766E-01  -0.45309E-01
-0.30935E+00   0.13015E-01  -0.45603E-01
-0.30087E+00   0.13259E-01  -0.45885E-01
-0.29204E+00   0.13498E-01  -0.46132E-01
-0.28286E+00   0.13732E-01  -0.46349E-01
-0.27331E+00   0.13961E-01  -0.46545E-01
-0.26338E+00   0.14186E-01  -0.46700E-01
-0.25305E+00   0.14406E-01  -0.46835E-01
-0.24230E+00   0.14619E-01  -0.46929E-01
-0.23113E+00   0.14828E-01  -0.46954E-01
-0.21951E+00   0.15034E-01  -0.46957E-01
-0.20742E+00   0.15239E-01  -0.46957E-01
-0.19485E+00   0.15441E-01  -0.46957E-01
-0.18177E+00   0.15637E-01  -0.46957E-01
-0.16818E+00   0.15828E-01  -0.46957E-01
-0.15404E+00   0.16017E-01  -0.46957E-01
-0.13933E+00   0.16209E-01  -0.46957E-01
-0.12404E+00   0.16404E-01  -0.46957E-01
-0.10813E+00   0.16597E-01  -0.46957E-01
-0.91586E-01   0.16782E-01  -0.46957E-01
-0.74381E-01   0.16953E-01  -0.46957E-01
-0.56487E-01   0.17104E-01  -0.46957E-01
-0.37878E-01   0.17219E-01  -0.46957E-01
-0.18524E-01   0.17286E-01  -0.46957E-01
 0.16050E-02   0.17312E-01  -0.46957E-01
-0.49764E+00   0.63925E-02  -0.36054E-01
-0.49670E+00   0.63662E-02  -0.36150E-01
-0.49572E+00   0.63388E-02  -0.36249E-01
-0.49471E+00   0.63099E-02  -0.36351E-01
-0.49365E+00   0.62794E-02  -0.36453E-01
-0.49255E+00   0.62472E-02  -0.36556E-01
-0.49140E+00   0.62138E-02  -0.36658E-01
-0.49021E+00   0.61796E-02  -0.36758E-01
-0.48897E+00   0.61454E-02  -0.36855E-01
-0.48769E+00   0.61116E-02  -0.36950E-01
-0.48634E+00   0.60791E-02  -0.37043E-01
-0.48495E+00   0.60486E-02  -0.37134E-01
-0.48350E+00   0.60207E-02  -0.37221E-01
-0.48199E+00   0.59960E-02  -0.37301E-01
-0.48042E+00   0.59751E-02  -0.37374E-01
-0.47878E+00   0.59577E-02  -0.37440E-01
-0.47708E+00   0.59431E-02  -0.37507E-01
-0.47531E+00   0.59368E-02  -0.37565E-01
-0.47347E+00   0.59482E-02  -0.37593E-01
-0.47156E+00   0.59710E-02  -0.37605E-01
-0.46957E+00   0.59929E-02  -0.37626E-01
-0.46750E+00   0.60170E-02  -0.37652E-01
-0.46535E+00   0.60463E-02  -0.37681E-01
-0.46311E+00   0.60792E-02  -0.37715E-01
-0.46078E+00   0.61167E-02  -0.37753E-01
-0.45836E+00   0.61627E-02  -0.37796E-01
-0.45584E+00   0.62199E-02  -0.37844E-01
-0.45323E+00   0.62852E-02  -0.37897E-01
-0.45050E+00   0.63653E-02  -0.37957E-01
-0.44767E+00   0.64628E-02  -0.38024E-01
-0.44473E+00   0.65759E-02  -0.38097E-01
-0.44167E+00   0.67053E-02  -0.38181E-01
-0.43849E+00   0.68549E-02  -0.38277E-01
-0.43518E+00   0.70254E-02  -0.38385E-01
-0.43174E+00   0.72155E-02  -0.38507E-01
-0.42817E+00   0.74286E-02  -0.38645E-01
-0.42445E+00   0.76603E-02  -0.38800E-01
-0.42058E+00   0.79173E-02  -0.38970E-01
-0.41657E+00   0.81964E-02  -0.39160E-01
-0.41239E+00   0.84939E-02  -0.39373E-01
-0.40805E+00   0.88149E-02  -0.39615E-01
-0.40353E+00   0.91536E-02  -0.39884E-01
-0.39884E+00   0.95126E-02  -0.40178E-01
-0.39396E+00   0.98897E-02  -0.40491E-01
-0.38888E+00   0.10282E-01  -0.40824E-01
-0.38360E+00   0.10685E-01  -0.41171E-01
-0.37811E+00   0.11098E-01  -0.41539E-01
-0.37240E+00   0.11509E-01  -0.41917E-01
-0.36646E+00   0.11914E-01  -0.42304E-01
-0.36027E+00   0.12304E-01  -0.42690E-01
-0.35384E+00   0.12670E-01  -0.43070E-01
-0.34714E+00   0.13010E-01  -0.43440E-01
-0.34018E+00   0.13324E-01  -0.43796E-01
-0.33293E+00   0.13622E-01  -0.44141E-01
-0.32539E+00   0.13911E-01  -0.44484E-01
-0.31755E+00   0.14197E-01  -0.44822E-01
-0.30939E+00   0.14483E-01  -0.45158E-01
-0.30091E+00   0.14765E-01  -0.45487E-01
-0.29208E+00   0.15040E-01  -0.45780E-01
-0.28290E+00   0.15309E-01  -0.46045E-01
-0.27335E+00   0.15572E-01  -0.46284E-01
-0.26342E+00   0.15830E-01  -0.46498E-01
-0.25309E+00   0.16081E-01  -0.46693E-01
-0.24235E+00   0.16324E-01  -0.46853E-01
-0.23117E+00   0.16558E-01  -0.46935E-01
-0.21955E+00   0.16788E-01  -0.46954E-01
-0.20746E+00   0.17017E-01  -0.46957E-01
-0.19489E+00   0.17243E-01  -0.46957E-01
-0.18181E+00   0.17462E-01  -0.46957E-01
-0.16821E+00   0.17675E-01  -0.46957E-01
-0.15407E+00   0.17886E-01  -0.46957E-01
-0.13936E+00   0.18101E-01  -0.46957E-01
-0.12406E+00   0.18318E-01  -0.46957E-01
-0.10815E+00   0.18535E-01  -0.46957E-01
-0.91604E-01   0.18741E-01  -0.46957E-01
-0.74396E-01   0.18932E-01  -0.46957E-01
-0.56499E-01   0.19100E-01  -0.46957E-01
-0.37886E-01   0.19229E-01  -0.46957E-01
-0.18528E-01   0.19304E-01  -0.46957E-01
 0.16050E-02   0.19333E-01  -0.46957E-01
-0.49764E+00   0.69120E-02  -0.35005E-01
-0.49670E+00   0.68896E-02  -0.35103E-01
-0.49572E+00   0.68660E-02  -0.35205E-01
-0.49471E+00   0.68407E-02  -0.35308E-01
-0.49365E+00   0.68131E-02  -0.35413E-01
-0.49255E+00   0.67834E-02  -0.35518E-01
-0.49140E+00   0.67523E-02  -0.35621E-01
-0.49021E+00   0.67207E-02  -0.35722E-01
-0.48897E+00   0.66892E-02  -0.35820E-01
-0.48768E+00   0.66579E-02  -0.35916E-01
