contractor,record_id,rig_descriptor,year_built,upgrade_year,build_location,classification,max_water_depth_ft,contract_expiration,area_of_operation,spec_notes
ENSCO PLC,13,"ENSCO 109 KFELS MOD V Super ""B "" class",2008,,Singapore N/A,ABS,350.0,,,"25' 50' 486' Y 52.4' 35,000' 1Q18 Angola 12,250 4 to 5 120 246' 218' 16' S92 Y Y 5,221 7,984 –– 70' 70' x 30' 4 50 2"" IWRC 2,000' N 7.5 50 50 55 N/A N/A Y 2,000 NOV 36' x 36' 4,600 NOV 2.0'' 49.5'' 500 N NOV Hydratong NOV HPS-1000 NOV Bridge Racker NOV SDI /Cyberbase 10,000' –– 15,000' –– –– –– 3 National 14P-220 7,500 4,835 Incl. 1,015 15,890 5 0 0 0 0 0 15 3.06"" 4 NOV / Shaffer 1 Shaffer 207 BX 164 49.5'' 16'' CAD4801037OU2 CAD Y 350'"
ENSCO PLC,13,ENSCO 110 KFELS MOD V - Super B Class,2015,,Singapore N/A,ABS,400.0,,,"80' 18' 517' N 52.4' 30,000' 2Q18 Middle East 8,069 5 140 –– –– 16' S92 –– –– –– 7,984 –– –– –– 4 –– 1.5"" –– –– N 5 50 50 50 N/A N/A –– 1,500 –– 36' x 36' 3,000 NOV –– –– –– –– NOV AR3200M/ST-120 NOV TDS-8SA NOV Bridge Racker –– –– –– –– –– –– –– 3 NOV 14-P-220 7,500 –– –– –– –– 5 –– –– –– –– –– 15 3.06"" 4 NOV / Shaffer 1 –– –– –– 49.5"" –– –– NOV –– 400'"
ENSCO PLC,11,"ENSCO 120 KFELS MOD V Super ""A"" class",2013,,Singapore N/A,ABS,400.0,,,"100' 25' 540' N 59.7' 40,000' 2Q16 UK 12,900 4 150 246' 250' 20.4' S92 N Y 4,048 7,148 –– 80' 60' x 32' 4 49 2"" IWRc 2,000' N 7 70 70 70 N/A N/A Y 2,500 NOV 40' x 40' 6,000 NOV 2.0"" 60.5"" 600 N NOV ST-160 NOV TDX-1250 NOV PRS-6is NOV Amphion –– 21,390' –– –– –– 4,960' 3 NOV 14-P-220 7,500 7,500 Incl. –– 17,640 4 –– 1 1 –– 0 15 3.06"" 4 NOV / Shaffer 1 GE-Hydril –– Vetco NT2 49.5"" 16"" –– Koomey Y 400'"
ENSCO PLC,11,"ENSCO 121 KFELS MOD V Super ""A"" class",2014,,Singapore N/A,ABS,400.0,,,"100' 25' 540' N 59.7' 40,000' 2Q16 Netherlands 12,900 4 150 246' 250' 20.4' S92 N Y 4,048 7,148 –– 80' 60' x 32' 4 49 2"" IWRC 2,000' N 7 70 70 70 N/A N/A Y 2,500 NOV 40' x 40' 6,000 NOV 2.0"" 60.5"" 600 N NOV ST-160 NOV TDX-1250 NOV PRS-6is NOV Amphion 10,000' 21,390' –– –– –– 10,000' 3 NOV 14-P-220 7,500 7,500 Incl. –– 17,640 4 –– 1 1 –– 0 15 3.06"" 4 NOV / Shaffer 1 GE-Hydril –– Vetco NT2 49.5"" 16"" –– Koomey Y 400'"
ENSCO PLC,11,"ENSCO 122 KFELS Ultra-Enhanced Super ""A"" class",2014,,Singapore N/A,ABS,400.0,,,"100' 25' 540' N 59' 40,000' 4Q16 Netherlands 12,900 4 150 246' 250' 20.4' S92 N Y 4,048 7,148 –– 80' 60' x 32' 4 49 2"" IWRC 2,000' N 7 70 70 70 N/A N/A Y 2,500 NOV 40' x 40' 6,000 NOV 2.0"" 60.5"" 600 N NOV ST-160 NOV TDX-1250 NOV PRS-6is NOV Amphion 18,000' 17,000' –– –– –– 8,500' 3 NOV 14-P-220 7,500 7,500 Incl. –– 17,640 4 –– 1 1 –– 0 15 3.06"" 4 NOV / Shaffer 1 GE-Hydril –– Vetco NT2 49.5"" 16"" –– Koomey Y 400'"
EURASIA DRILLING,5,LeTourneau Super 116E,2013,,UAE,ABS,350.0,,,"–– 20' 477' –– 58.5' 30,000' –– Caspian 10,750 –– 105 243' 206' 16.5' S-92, S61-N or MI-8 –– –– 2,470 3,748 –– –– –– 4 –– 1.5"" –– 2,400' –– 4 x 5 55 42 –– –– –– –– 1,500 Woolslayer 35' x 32' 3,000 Lewco –– 49.5"" 750 –– –– NOV TDS-8SA ––– –– –– –– –– –– –– –– 3 Lewco W-2214 7,500 3,510 –– –– 6,125 5 –– –– –– 1 –– 10 –– 2 Shaffer 1 Shaffer –– Shaffer 49.5"" 27.5"" Hydraulic Shaffer ––"
EURASIA DRILLING,12,Saturn KFELS Mod V,2000,,Azerbaijan,ABS,350.0,,,"n/a 20' 496' N 58.5' 26,000' –– Caspian 11,200 3.5 100 228' 221' 17.7' S61N or MI-8 Y Y 6,068 4,106 –– 45' 12' x 12' 4 114 1.5"" –– 2,625' N 4 x 4 55 55 55 –– –– N 1,300 Loadmaster 40' x 40' 3,000 National 1.75"" 37.5"" 650 –– MH-1899 Canrig 1275 E MH BC01 Sedco Forex 22,000' –– –– –– –– 1,000' 3 National 14-P-200 7,500 4,000 –– 2,000 5,800 5 2 2 2 1 N 15 3.06"" 2 Shaffer 1 Shaffer 180.7 Shaffer 30"" 27.5"" Hydraulic Shaffer Y 350'"
EURASIA DRILLING,5,Mercury LeTourneau Super 116E,2014,,UAE,ABS,350.0,,,"–– 20' 477' –– 58.5' 30,000' –– –– 10,750 –– 105 243' 206' 16.5' S-92, S61-N or MI-8 –– –– 2,470 3,748 –– –– –– 4 –– 1.5"" –– 2,400' –– 4 x 5 55 55 –– –– –– –– 1,500 Woolslayer 35' x 32' 3,000 Lewco –– 37.5"" 750 –– –– NOV TDS-8SA –– –– –– 22,000' –– –– –– –– 3 Lewco W-2214 7,500 3,510 –– –– 7,000 5 –– –– –– 1 –– 15 –– 2 Shaffer 1 Shaffer –– Shaffer 49.5"" 27.5"" Hydraulic Shaffer –– 350'"
GREATSHIP GLOBAL ENERGY SERVICES,5,Greatdrill Chaaya LeTourneau Super 116E,2013,,UAE,ABS,350.0,,,"–– 20' 477' –– 58.5' 30,000' Drilling India 10,750 –– 106 243' 206' 16.5' S61 –– –– 2,470 3,748 –– –– –– 4 120 1.5"" –– 2,400' –– 4 x 5 55 55 –– –– –– –– 1,500 LeTourneau 35' x 32' 1,500 Lewco –– 49.5'' 750 –– –– NOV TDS-8SA –– –– –– 22,000' –– –– –– –– 3 Lewco W-2214 7,500 3,510 –– –– 7,000 5 –– –– –– 1 –– 15 –– 2 Cameron 1 Cameron –– Shaffer 49.5"" 27.5"" Hydraulic Cameron –– 350'"
GREATSHIP GLOBAL ENERGY SERVICES,5,Greatdrill Chaaru LeTourneau Super 116E,2015,,"UAE Maltese Cross A-1 350' 20' 477' 58.5' 30,000' Drilling India 10,750 120 243' 206' 16.5' S61 2,470 3,748 4 120 1.5"" 2,400' 4 x 5 45 45 45 1,500 LeTourneau 35' x 32' 1,150 LeTourneau 49.5"" 750 NOV TDS-8SA 22,000' 3 NOV 14-P-220 7,500 7,000 5 1 15 2 Cameron 1 Cameron Shaffer 49.5"" 27.5"" Hydraulic Cameron 350'",,,,,
GREATSHIP GLOBAL ENERGY SERVICES,12,Greatdrill Chetna KFELS MOD V ‘B’ class,2009,,Singapore,ABS,350.0,,,"–– –– –– –– –– 30,000' Drilling India 9,000 –– 112 234' 208' 20' S61 –– –– 2,310 –– –– –– –– 4 120 1.5"" –– 2,500' –– 4 x 5 50 50 50 –– –– –– 1,500 Woolslayer 35' x 32' 3,000 Varco –– 49.5"" –– –– –– –– –– –– –– 20,000' –– –– –– 11,400' 3 National 14-P-220 7,500 4,000 Incl. 2,438 11,100 4 4 1 1 1 0 10 3.06"" 4 Cameron 1 Shaffer 210 –– 49.5"" 14"" –– –– Y 350'"
GREATSHIP GLOBAL ENERGY SERVICES,12,Greatdrill Chitra KFELS MOD V ‘B’ class,2009,,Singapore,ABS,350.0,,,"–– –– –– –– –– 30,000' Drilling India 9,000 –– 112 234' 208' 20' S61 –– –– 2,310 –– –– –– –– 4 120 1.5"" –– 2,500' –– 4 x 5 50 50 50 –– –– –– 1,500 Woolslayer 35' x 32' 3,000 Varco –– 49.5"" –– –– –– –– –– –– –– 20,000' –– –– –– 11,400' 3 National 14-P-220 7,500 4,000 Incl. 2,438 11,100 4 4 1 1 1 0 10 3.06"" 4 Cameron 1 Shaffer 210 –– 49.5"" 14"" –– –– Y"
HERCULES OFFSHORE,3,Hercules 350 LeTourneau 116-C,1982,,Canada Aug-10,ABS,350.0,Aug-15,GOM,"6,000 4.2 83 243' 200' 16' S61/S92 60' Y/N 3,704 5,204 –– 60' –– N/A N/A N/A N/A N/A N/A N/A 50 50 50 N/A N/A Y 1,250 Brown 30' x 30' 3,000 National 1625 1.5"" 37.5"" N/A Y CanRig TM-80 Varco TDS-3 N/A MD Totco 15,000' N/A N/A N/A N/A N/A 2 National 12-P-160 3,980 851 916 1,200 4,200 3 N/A 1 1 1 N/A 3 3"" 4 Cameron 1 Hydril 50 Flange 21.25"" 12"" Electrohydraulic CAD N 350'"
JAPAN DRILLING CO. Ltd.,16,Hakuryu 10 Baker Marine Pacific Class 375,2008,,Singapore,ABS,375.0,,,"30' 30' 506' N 55' 30,000' Drilling South East Asia 12,000 4 to 5 120 236' 224' 17' S61 N & S92 N Y 2,500 3,000 –– 70' 55' x 30' 4 32 1.7"" IWRC 3,000' –– 6 55 @ 25' 45 @ 25' 25 @ 20' –– –– Y 1,500 NOV 35' x 35' 3,000 NOV 1.63"" 49.5"" –– N MPT200 NOV HPS-750E-AC Bridge Racker NOV BR6-SD NOV cyberbase –– 308 stds –– 10 stds –– –– 3 National 14-P-220 7,500 2,000 2,000 1,200 11,750 4 –– –– 1 –– –– 15 3"" 4 Cameron 1 SHAFFER 265 15K flanged 49.5"" 12"" mod. 2QD00 Shaffer Y 375'"
JAPAN DRILLING CO. Ltd.,13,Hakuryu 11 KFELS Super ‘B’ class,2013,,Singapore,ABS,425.0,,,"10' –– 531' –– 47' 35,000' Drilling South East Asia –– –– 150 246' 218' –– S61 N & S92 –– –– 2,268 3,400 –– 70' –– 4 –– –– –– –– –– –– 57 @ 25' 57 @ 25' 70 @ 25' –– –– Y 2,000 –– –– 1,150 NOV 2"" 49.5"" –– –– NOV ST-120 NOV TDS-1000A –– NOV Amphion –– –– 366 stds –– –– –– 3 National 14-P-220 7,500 –– –– –– 15,050 5 –– –– 1 –– –– 15 –– 4 Cameron 1 Shaffer –– 18 3/4"" –– –– –– Cameron ––"
JAPAN DRILLING CO. Ltd.,17,Hakuryu 12 PPL Pacific Class 400,2015,,Singapore,ABS,400.0,,,"10' 30' 532' –– –– 30,000' 4/1/18 Suriname 12,000 –– 150 236' 224' –– S61 N & S92 N –– 2,500 3,000 –– 70' 75' x 30' 4 32 –– –– –– N/A 6 50 @ 40' 50 @ 40' 50 @ 40' –– –– –– 1,500 NOV 35' x 35' 3,000 NOV 1.63"" 49.5"" –– –– NOV ST-120 NOV TDS-8SA –– NOV cyberbase –– –– –– –– –– –– 3 National 14-P-220 7,500 –– –– –– 11,654 4 –– 1 1 –– –– 15 3"" 4 Cameron 1 Cameron –– –– 49.5"" –– CAD Cameron ––"
JINDAL DRILLING & INDUSTRIES LTD.,5,Jindal Star LeTourneau Super 116E,2013,,"UAE 350' 477' 30,000' Drilling India 1,500 32' x 35'",,,,,
JINDAL DRILLING & INDUSTRIES LTD.,1,Ben Rinnes LeTourneau 53,1973,,USA 2007,ABS,350.0,,,"–– 18' 478' –– 48' 30,000' 5/1/16 West Africa 8,880 –– 100 284' 233' –– S61 –– –– 2,250 4,077 –– –– –– –– –– –– –– –– –– –– 45 39 39 –– –– –– 1,500 Pyramid 30 x 40 3,000 National –– 37.5"" –– –– –– Varco TDS-8SA –– –– –– 300 stds –– –– –– –– 3 National 12-P-160 7,500 1,436 –– –– 12,240 3 –– –– –– 1 –– 10 –– 2 Cameron 1 Cameron –– –– 21.25"" –– –– Shaffer –– 350'"
MAERSK DRILLING,21,Maersk Gallant MSC CJ62-120S,1993,,"Singapore Lloyds 394' 16.4' 30' 575' Y 64' 25,000' 3Q/’16 North Sea 8,075 4 100 257' 296' 19.4' S61 N Y Y 2,959 5,000 64' 54' x 30' 4 53 2"" BS302 2,620' N 8 50 34 50 Y 2,000 Emsco 40' x 40' 3,000 Continental Emsco 1.75"" 49.5"" 4 x 60 Varco AR3200 Varco TDS-6S PHM-3 HiTEC 15,000' 5,000' 3 Cont'l Emsco FC-2200 7,500 3,150 1,890 1,700 14,700 4 1 2 15 3.06"" 3 Shaffer 1 Shaffer 185 Flange 49.5"" 14"" TX 448 Koomey Y 394'",,,,,
MAERSK DRILLING,26,Maersk Giant Hitachi Zosen,1986,,"Japan 2012 Lloyds 350' 16.4' 30' 525' Y 56' 25,000' 4Q/’15 North Sea 8,253 4 100 277' 295' 15.7' S61 N & S92 Y Y 3,050 5,000 55' 45' x 26' 3 55 2"" BS302 2,460' N 8 27 45 65 Y 1,000 National 30' x 30' 2,000 National 1.50"" 49.5"" 4 x 100 Varco AR4497 Varco TDS-4S PRS 8i Varco 17,000' 3 National 12-P-160 5,000 2,900 1,450 13,500 4 15 2.5"" 3 Shaffer 1 Shaffer 143 NT-2 49.5"" 12"" T-3000 NL Shaffer Y 350'",,,,,
MAERSK DRILLING,26,Maersk Guardian Hitachi Zosen,1986,,"Japan 2011 Lloyds 350' 16.4' 30' 515' Y 56' 25,000' 4Q/’15 North Sea 8,253 4 100 277' 295' 15.7' S61 N & S92 N Y 3,050 5,000 55' 45' x 26' 4 55 2"" BS302 2,620' N 8 68 27 45 Y 1,000 National 30' x 30' 2,000 National 1.50"" 49.5"" 4 x 75 Varco AR4498 Varco TDS-4S PRS 8i Varco 16,000' 6,200' 3 National 12-P-160 5,000 2,500 2,830 1,448 13,500 4 15 2.5"" 4 Shaffer 1 Shaffer 183 Flange 49.5"" 12"" T-3000 NL Shaffer Y 350'",,,,,
MAERSK DRILLING,22,Mærsk Innovator MSC CJ70-150MC,2003,,"Korea DnV 492' 9.8' 30' 673' Y 72' 30,000' 1Q/’17 North Sea 14,420 4 120 291' 336' 26.2' GKN Westland 101 & S61 N N Y 4,680 10,000 90' 86' x 66' 4 80 2.25"" BS302 3,400' N 8 100 100 100 Y 2,000 WCI 46' x 52.5' 4,600 Varco 1.75"" 49.5"" 4 x 100 Varco AR4500 Varco TDS-8SA PRS 6is Varco 25,100' 4 Wirth TPK 7,500 6,400 3,030 4,760 15,883 6 2 2 15 3.06"" 4 Shaffer 1 Shaffer 200 NT-2 49.5"" 14"" MUX 4rd Generation Shaffer Y",,,,,
MAERSK DRILLING,22,Mærsk Inspirer MSC CJ70-150MC,2004,,"Korea DnV 492' 9.8' 30' 673' Y 72' 30,000' 4Q/’16 North Sea 14,420 4 120 291' 336' 26.2' GKN Westland 101 or S61 N N Y 4,680 10,000 90' 86' x 66' 4 80 2.25"" BS302 3,400' N 8 100 100 100 Y 2,000 WCI 46' x 52.5' 4,600 Varco 1.75"" 49.5"" 4 x 100 Varco AR4500 Varco TDS-8SA PRS 6is Varco 25,100' 4 Wirth TPK 7,500 6,400 3,030 4,760 15,883 6 2 2 15 3.06"" 4 Shaffer 1 Shaffer 200 NT-2 49.5"" 14"" MUX 4rd Generation Shaffer Y",,,,,
MAERSK DRILLING,22,Mærsk Intrepid MSC CJ70-X150MD,2013,,"Singapore DnV 492' 9.8' 30' 678' Y 72' 40,000' 3Q/'18 North Sea 15,260 150 291' 336' 13,000 5,750 Varco 49.5"" 4 x 100 NOV HPS-03 4 NOV 14-P-220 15,573 492'",,,,,
MAERSK DRILLING,22,Mærsk Interceptor MSC CJ70-X150MD,2013,,"Singapore DnV 492' 9.8' 30' 678' Y 72' 40,000' 4Q/'19 North Sea 15,260 150 291' 336' EH101 N 13,000 100 100 100 2,000 5,750 Varco 49.5"" 4 x 100 Varco ARN200 NOV HPS-03 HR-IV NOV SDI 4 NOV 14-P-220 7,500 15,573 5 2 15 4 1 H4 49.5"" 492'",,,,,
MAERSK DRILLING,22,Mærsk Integrator MSC CJ70-X150MD,2015,,"Singapore DnV 492' 9.8' 30' 678' Y 72' 40,000' 2Q/'19 North Sea 15,260 150 291' 336' EH101 N 13,000 100 100 100 2,000 5,750 Varco 49.5"" 4 x 100 Varco ARN200 NOV HPS-03 HR-IV NOV SDI 4 NOV 14-P-220 7,500 15,573 5 2 15 4 1 H4 49.5"" 492'",,,,,
MAERSK DRILLING,20,Mærsk Resolute MSC CJ50,2008,,Singapore N/A,ABS,350.0,,,"15' 30' 479' Y 52' 30,000' 2Q/’16 North Sea 9,920 –– 120 230' 223' –– EH101 & S61 N N Y 3,400 4,950 –– 70' 70' x 44' 2 50 1 5/8"" EEIPS 2,624' N –– 80 80 12 –– –– Y 1,500 MH 46' x 46' 4,500 Wirth 1.75"" 49.5"" 4 x 75 N MH Torquemaster MH - DDM750 MH AKMH –– 6,500' 20,000' –– –– –– 3 Wirth TPK 7,500 2,278 2,383 3,145 10,550 4 –– –– –– –– –– 15 3.06"" 4 Hydril 1 Hydril 86 18.75"" studded 49.5"" 14"" Hydraulic Hydril Y 350'"
MAERSK DRILLING,20,Mærsk Resolve MSC CJ50,2009,,Singapore N/A,ABS,350.0,,,"15' 30' 479' Y 52' 30,000' 1Q/’17 North Sea 9,920 –– 120 230' 223' –– EH101 & S61 N N Y 3,400 4,950 –– 70' 70' x 44' 2 50 1 5/8"" EEIPS 2,624' N –– 80 80 12 –– –– Y 1,500 MH 46' x 46' 4,500 Wirth 1.75"" 49.5"" 4 x 75 N MH Torquemaster MH - DDM750 MH AKMH –– 6,500' 20,000' –– –– –– 3 Wirth TPK 7,500 2,278 2,383 3,145 10,550 4 –– –– –– –– –– 15 3.06"" 4 Hydril 1 Hydril 86 18.75"" studded 49.5"" 14"" Hydraulic Hydril Y 350'"
MAERSK DRILLING,20,Maersk Reacher MSC CJ50,2008,,Singapore 2011,ABS,350.0,,,"15' 30' 479' Y 69' 30,000' 3Q/’16 North Sea 9,920 –– 110 230' 223' –– EH101 & S61 N N Y 3,400 4,950 –– 70' 70' x 44' 4 50 1 5/8"" EEIPS 2,624' N –– 80 80 12 –– –– Y 1,500 MH 46' x 46' 4,500 Wirth 1.75"" 49.5"" 4 x 75 N MH Torquemaster MH - DDM750 MH AKMH –– 6,500' 20,000' –– –– –– 3 Wirth TPK 7,500 2,278 2,383 3,145 10,550 4 –– –– –– –– –– 15 3.06"" 4 Hydril 1 Hydril 86 18.75"" studded 49.5"" 14"" Hydraulic Hydril Y 350'"
MAERSK DRILLING,16,Maersk Completer Baker Marine Pacific Class 375,2007,,Singapore N/A,ABS,375.0,,,"15' 30' 507' Y 55' 30,000' 4Q/’18 Brunei 11,765 –– 118 236.5' 224.4' 18' S-92A N Y 2,268 3,400 –– 70' 70' x 30' 4 31.7 1.5"" EIPS 3,000' N 7 50 40 22.7 –– –– Y 1,500 National 35' x 35' 3,000 National 1.63"" 49.5"" 4 x 115 N NOV Hydratong National HPS750 NOV NOV CyberBase –– 20,000' –– –– –– –– 3 National 14-P-220 7,500 1,025 3,075 1,200 11,658 4 –– 1 1 –– –– 15 3.06"" 4 Hydril 1 Hydril 86 18.75"" studded 49.5"" 14"" Hydraulic Hydril Y 375'"
MAERSK DRILLING,16,Maersk Convincer Baker Marine Pacific Class 375,2008,,Singapore N/A,ABS,375.0,,,"15' 30' 507' Y 55' 30,000' 4Q/’15 Malaysia 11,765 –– 120 236.5' 224.4' 18' S61 N Y 2,268 3,750 –– 70' 70' x 30' 4 31.7 1.5"" EIPS 3,000' N 7 15 40 34 –– –– Y 1,500 National 35' x 35' 3,000 National 1.63"" 49.5"" 4 x 115 N National LPT National HPS750 NOV NOV CyberBase –– 20,000' –– –– –– –– 3 National 14-P-220 7,500 1,025 3,075 1,200 11,645 4 –– 1 1 –– –– 15 3.06"" 4 Hydril 1 Hydril 86 18.75"" studded 49.5"" 14"" Hydraulic Hydril Y 375'"
MAERSK DRILLING,2,Noble Bill Jennings MLT Class 84 ERC,1975,,USA 1997,ABS,390.0,,,"8' 25' 500' N 46' 25,000' 1Q/15 Mexico 5,850 6 102 248' 201' 16' S76 N Y 1,784 3,000 –– 70' 50' x 30' –– –– –– –– –– N –– 50 50 65 –– –– Y 1,300 Dreco 30' x 30' 3,000 Continental Emsco 1.50"" 49.5"" –– Y National ST-100 National PS2-750A –– TOTCO –– –– –– as req. –– –– 3 Continental Emsco FB 1600 5,000 1,230 467 1,400 8,640 3 2 1 1 1 –– 10 3.06"" 4 Cameron 1 Hydril 62 Flange 29.5"" 10"" 80 Koomey N 390'"
MAERSK DRILLING,2,Noble Eddie Paul MLT Class 84 ERC,1975,,USA 1995,ABS,350.0,,,"8' 21' 500' N 46' 25,000' 1Q/16 Mexico 4,200 6 100 247' 200' 15' S61 N Y 1,886 3,000 –– 70' 50' x 30' –– –– –– –– –– N –– 50 50 65 –– –– Y 1,671 Dreco 30' x 30' 2,000 National 1.50"" 37.5"" –– Y NOV AR3200 NOV PS2-750A –– TOTCO –– –– –– as req. –– –– 3 National 12-P-160 5,000 1,450 490 1,400 6,240 4 2 1 1 1 –– 10 3.06"" 3 Cameron 1 Hydril 62 Flange 21.25"" 10"" 80 Koomey N 350'"
MAERSK DRILLING,1,Noble Leonard Jones MLT Class 53 ERC,1972,,USA 1998,ABS,350.0,,,"8' 25' 500' N 46' 25,000' 2Q/15 Mexico 4,200 6 104 247' 201' 17' S61 N Y 2,457 3,559 –– 65' 54' x 30' –– –– –– –– –– N –– 50 50 50 –– –– Y 1,671 Dreco 30' x 14' 3,000 National 1.50"" 37.5"" –– Y NOV AR3200 Varco TDS-4S –– TOTCO –– –– –– as req. –– –– 3 National 12-P-160 5,000 1,480 490 1,400 6,240 4 2 1 1 1 –– 10 3.06"" 3 Cameron 1 Hydril 62 Flange 29.5"" 10"" 80 Koomey N 350'"
MAERSK DRILLING,24,Noble Roger Lewis F&G JU2000E,2007,,China,ABS,400.0,,,"+ A1 10' 30' 547' N 59' 30,000' 1Q/17 Persian Gulf 17,750 6 130 231' 249' 21' S61 N Y Y 3,750 7,300 –– 75' 75' x 30' 4 44 2"" EIPS 3,000' N 8.3 50 50 50 –– –– Y 2,000 NOV 40' x 40' 4,600 National 1.75"" 49.5"" –– Y MPT-200 NOV HPS-750-E-AC-1S-KT NOV Hydraracker HR-III-X-Y-SB TOTCO –– –– –– as req. –– –– 3 National 14-P-220 7,500 3,960 –– –– 18,000 5 2 1 1 1 1 15 3.06"" 4 Cameron 1 Shaffer 100 Flange 49.5"" 12"" UET60-VT460 Vetco Gray N 400'"
MAERSK DRILLING,24,Noble Hans Duel F&G JU2000E,2008,,China,ABS,400.0,,,"+ A1 10' 30' 549' N 59' 30,000' 3Q/16 North Sea 17,750 6 120 231' 249' 22' S76 Y Y 4,150 7,202 –– 75' 75' x 30' 4 44 2"" EIPS 3,000' N 8.3 50 50 50 –– –– Y 1,500 NOV 40' x 40' 4,600 National 1.75"" 49.5"" –– Y MPT-200 NOV HPS-750-E-AC-1S-KT NOV Column Racker TOTCO –– –– –– as req. –– –– 3 National 14-P-220 2,200 3,960 –– –– 11,020 5 2 1 1 1 –– 15 3.06"" 4 Cameron 1 Cameron 100 Flange 49.5"" 12"" 80 Vetco Gray N"
MAERSK DRILLING,24,Noble Scott Marks F&G JU2000E,2009,,China,ABS,400.0,,,"+ A1 10' 30' 548' N 59' 30,000' 3Q/17 Persian Gulf 17,750 6 120 231' 249' 22' S76 Y Y 4,150 7,270 –– 75' 75' x 30' 4 44 2"" EIPS 3,000' N 8.3 50 50 50 –– –– Y 2,000 NOV 40' x 40' 4,600 National 1.75"" 49.5"" –– Y MPT-200 NOV HPS-750-E-AC-1S-KT NOV Hydraracker HR-III-X-Y-SB TOTCO –– –– –– as req. –– –– 3 National 14-P-220 7,500 3,960 –– –– 18,000 6 2 1 1 1 –– 15 3.06"" 4 Cameron 1 Shaffer 100 Flange 49.5"" 12"" 80 Vetco Gray N"
MAERSK DRILLING,25,Noble Houston Colbert F&G JU3000N,2014,,Singapore,ABS,400.0,,,"10' –– 547' –– 59' 35,000' 3Q/15 South Amercia/Argentina 12,600 –– 150 231' 277' 21' S76 –– –– 3,751 7,150 –– 75' 75' x 30' 4 –– 2"" –– 3,000' N –– 75 75 75 –– –– –– 2,500 NOV 40' x 45' 4,600 National –– 49.5"" 408 –– ST-160 NOV TDX-1000 NOV Column Racker –– –– –– –– –– –– 3 National 14-P-220 2,200 –– –– –– 18,000 5 –– 1 1 –– –– 15 –– 4 Cameron 1 Shaffer –– Flange 49.5"" –– –– Cameron ––"
MAERSK DRILLING,25,Noble Sam Turner F&G JU3000N,2014,,Singapore,ABS,400.0,,,"10' –– 547' –– 59' 35,000' 3Q/16 North Sea 12,600 –– 150 231' 277' 27' S76 –– –– 3,751 7,150 –– 75' 75' x 30' 4 –– 2"" –– 3,000' N –– 75 75 75 –– –– –– 2,500 NOV 40' x 45' 4,600 National –– 49.5"" 408 –– ST-160 NOV TDX-1000 NOV Column Racker –– –– –– –– –– –– –– 3 National 14-P-220 2,200 –– –– –– 18,000 5 –– 1 1 –– –– 15 –– 4 Cameron 1 Shaffer –– Flange 49.5"" –– –– Cameron –– 400'"
MAERSK DRILLING,25,Noble Regina Allen F&G JU3000N,2013,,Singapore,ABS,400.0,,,"10' –– 547' –– 59' 35,000' 3Q/15 North Sea 12,600 –– 150 231' 277' 27' S76 –– –– 3,751 7,150 –– 75' 75' x 30' 4 –– 2"" –– 3,000' N –– 75 75 75 –– –– –– 2,500 NOV 40' x 45' 4,600 National –– 49.5"" 408 –– ST-160 NOV TDX-1000 NOV Column Racker –– –– –– –– –– –– –– 3 National 14-P-220 2,200 –– –– –– 18,000 5 –– 1 1 –– –– 15 –– 4 Cameron 1 Shaffer –– Flange 49.5"" –– –– Cameron –– 400'"
MAERSK DRILLING,25,Noble Mick O'Brien F&G JU3000N,2013,,Singapore,ABS,400.0,,,"10' –– 547' –– 59' 35,000' 3Q/17 Middle East 12,600 –– 150 231' 277' 27' S76 –– –– 3,751 7,150 –– 75' 75' x 30' 4 –– 2"" –– 3,000' N –– 75 75 75 –– –– –– 2,500 NOV 40' x 45' 4,600 National –– 49.5"" 408 –– ST-160 NOV TDX-1000 NOV Column Racker –– –– –– –– –– –– –– 3 National 14-P-220 2,200 –– –– –– 18,000 5 –– 1 1 –– –– 15 –– 4 Cameron 1 Shaffer –– Flange 49.5"" –– –– Cameron –– 400'"
MAERSK DRILLING,22,Noble Lloyd Noble Gusto MSC CJ70,2016,,500' 3Q/20 North Sea 500',,,,,
MAERSK DRILLING,25,Noble Tom Prosser F&G JU3000N,2014,,Singapore,ABS,400.0,,,"10' –– 547' –– 59' 35,000' 1Q/17 Asia - SouthEast 12,600 –– 150 231' 277' 27' S76 –– –– 3,751 7,150 –– 75' 75' x 30' 4 –– 2"" –– 3,000' N –– 75 75 75 –– –– –– 2,500 NOV 40' x 45' 4,600 National –– 49.5"" 408 –– ST-160 NOV TDX-1000 NOV Column Racker –– –– –– –– –– –– –– 3 National 14-P-220 2,200 –– –– –– 18,000 5 –– 1 1 –– –– 15 –– 4 Cameron 1 Shaffer –– Flange 49.5"" –– –– Cameron –– 400'"
OPERADORA CISCA,24,Independencia 1 F&G JU2000E,2013,,Mexico,ABS,400.0,,,"–– –– 548' –– 59' 30,000' –– N.America-Mexico –– –– 120 321' 250' –– S61 N 1,102 4,151 75' 75' x 30' –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– –– 400'"
