filename,config,fc_number,strut_number,metadata_id,data_points
fsts_l095_125km3_l000_pb_FC007_Strut8_tension.csv,fsts_l095_125km3_l000_pb,7,8,3,1000
fsts_l095_125km3_l000_pb_FC008_Strut1_tension.csv,fsts_l095_125km3_l000_pb,8,1,4,1000
fsts_l095_125km3_l000_pb_FC008_Strut2_tension.csv,fsts_l095_125km3_l000_pb,8,2,4,1000
fsts_l095_125km3_l000_pb_FC008_Strut3_tension.csv,fsts_l095_125km3_l000_pb,8,3,4,1000
fsts_l095_125km3_l000_pb_FC008_Strut4_tension.csv,fsts_l095_125km3_l000_pb,8,4,4,1000
fsts_l095_125km3_l000_pb_FC008_Strut5_tension.csv,fsts_l095_125km3_l000_pb,8,5,4,1000
fsts_l095_125km3_l000_pb_FC008_Strut6_tension.csv,fsts_l095_125km3_l000_pb,8,6,4,1000
fsts_l095_125km3_l000_pb_FC008_Strut7_tension.csv,fsts_l095_125km3_l000_pb,8,7,4,1000
fsts_l095_125km3_l000_pb_FC008_Strut8_tension.csv,fsts_l095_125km3_l000_pb,8,8,4,1000
fsts_l095_125km3_l000_pb_FC009_Strut1_tension.csv,fsts_l095_125km3_l000_pb,9,1,5,1000
fsts_l095_125km3_l000_pb_FC009_Strut2_tension.csv,fsts_l095_125km3_l000_pb,9,2,5,1000
fsts_l095_125km3_l000_pb_FC009_Strut3_tension.csv,fsts_l095_125km3_l000_pb,9,3,5,1000
fsts_l095_125km3_l000_pb_FC009_Strut4_tension.csv,fsts_l095_125km3_l000_pb,9,4,5,1000
fsts_l095_125km3_l000_pb_FC009_Strut5_tension.csv,fsts_l095_125km3_l000_pb,9,5,5,1000
fsts_l095_125km3_l000_pb_FC009_Strut6_tension.csv,fsts_l095_125km3_l000_pb,9,6,5,1000
fsts_l095_125km3_l000_pb_FC009_Strut7_tension.csv,fsts_l095_125km3_l000_pb,9,7,5,1000
fsts_l095_125km3_l000_pb_FC009_Strut8_tension.csv,fsts_l095_125km3_l000_pb,9,8,5,1000
fsts_l095_125km3_l000_pb_FC010_Strut1_tension.csv,fsts_l095_125km3_l000_pb,10,1,6,1000
fsts_l095_125km3_l000_pb_FC010_Strut2_tension.csv,fsts_l095_125km3_l000_pb,10,2,6,1000
fsts_l095_125km3_l000_pb_FC010_Strut3_tension.csv,fsts_l095_125km3_l000_pb,10,3,6,1000
fsts_l095_125km3_l000_pb_FC010_Strut4_tension.csv,fsts_l095_125km3_l000_pb,10,4,6,1000
fsts_l095_125km3_l000_pb_FC010_Strut5_tension.csv,fsts_l095_125km3_l000_pb,10,5,6,1000
fsts_l095_125km3_l000_pb_FC010_Strut6_tension.csv,fsts_l095_125km3_l000_pb,10,6,6,1000
fsts_l095_125km3_l000_pb_FC010_Strut7_tension.csv,fsts_l095_125km3_l000_pb,10,7,6,1000
fsts_l095_125km3_l000_pb_FC010_Strut8_tension.csv,fsts_l095_125km3_l000_pb,10,8,6,1000
