# provenance: previous project reference
# extraction_date: 2026-07-29
# schema: source_catalog,source_identifier,source_row,manufacturer_key,model_key,geometry_code,gearbox_rating_raw,beam_rating_raw,max_stroke_length_raw,dimensional_a_raw,dimensional_c_raw,dimensional_i_raw,dimensional_k_raw,dimensional_p_raw,stroke_length_pin_1_raw,stroke_length_pin_2_raw,stroke_length_pin_3_raw,stroke_length_pin_4_raw,stroke_length_pin_5_raw,stroke_length_pin_6_raw,stroke_length_pin_7_raw,stroke_length_pin_8_raw,radius_pin_1_raw,radius_pin_2_raw,radius_pin_3_raw,radius_pin_4_raw,radius_pin_5_raw,radius_pin_6_raw,radius_pin_7_raw,radius_pin_8_raw,structural_imbalance_raw,phase_angle_raw,counterbalance_effect_raw,air_balance_raw,air_balance_dimensional_d_raw,air_balance_dimensional_f_raw,air_balance_dimensional_h_raw
# units: explicit in unit-suffixed fields; surface values unverified_source_unit
source_catalog,source_identifier,source_row,manufacturer_key,model_key,geometry_code,gearbox_rating_raw,beam_rating_raw,max_stroke_length_raw,dimensional_a_raw,dimensional_c_raw,dimensional_i_raw,dimensional_k_raw,dimensional_p_raw,stroke_length_pin_1_raw,stroke_length_pin_2_raw,stroke_length_pin_3_raw,stroke_length_pin_4_raw,stroke_length_pin_5_raw,stroke_length_pin_6_raw,stroke_length_pin_7_raw,stroke_length_pin_8_raw,radius_pin_1_raw,radius_pin_2_raw,radius_pin_3_raw,radius_pin_4_raw,radius_pin_5_raw,radius_pin_6_raw,radius_pin_7_raw,radius_pin_8_raw,structural_imbalance_raw,phase_angle_raw,counterbalance_effect_raw,air_balance_raw,air_balance_dimensional_d_raw,air_balance_dimensional_f_raw,air_balance_dimensional_h_raw
surface_unit_catalog,,652,B,"BEAM BALANCE, GBR=28.9X1",CBB,25,67,30,45,36,48,67,84.5,30,,,,,,,,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0
surface_unit_catalog,,653,B,"BEAM BALANCE, GBR=28.9X1",CBB,25,67,36,48,32,48,85.29,67,36,,,,,,,,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0
surface_unit_catalog,,654,B,"BEAM BALANCE, GBR=29.2X1",CBB,40,76,42,56,46,61,104.22,81,42,,,,,,,,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0
surface_unit_catalog,,655,B,"BEAM BALANCE, GBR=29.1X1",CBB,40,89,36,48,46,69,104.22,81,36,,,,,,,,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0
surface_unit_catalog,,656,B,"BEAM BALANCE, GBR=29.32X1",CBB,57,109,42,56,46,69,111.04,83.5,42,,,,,,,,21,16,0,0,0,0,0,0,0,0,0,0,0,0,0
surface_unit_catalog,,657,B,"GBR=29.4X1, CRANKS=6468-B",CBG,114,143,74,77,83.25,84,132.14,81.5,74,,,,,,,,37,30,24,18.5,0,0,0,0,1170,0,0,0,0,0,0
surface_unit_catalog,,658,B,"GBR=29.4X1, CRANKS=6468-B",CBG,114,173,74,77,83.25,84,132.14,81.5,74,,,,,,,,37,30,24,18.5,0,0,0,0,1170,0,0,0,0,0,0
surface_unit_catalog,,659,B,"GBR=28.67X1, CRANKS=6468-B",CBG,160,173,74,89,83.25,84,132.14,81.5,74,,,,,,,,37,30,24,18.5,0,0,0,0,1170,0,0,0,0,0,0
surface_unit_catalog,,660,B,"GBR=28.67X1, CRANKS=7478-B",CBG,160,173,86,103,95,96,150.38,97.25,86,,,,,,,,43,36,29.5,24.5,0,0,0,0,1240,0,0,0,0,0,0
surface_unit_catalog,,661,B,"GBR=28.67X1, CRANKS=7478-B",CBG,160,200,74,89,95,96,150.38,97.25,74,,,,,,,,37,31,25.5,21,0,0,0,0,1730,0,0,0,0,0,0
surface_unit_catalog,,662,B,"GBR=28.67X1, CRANKS=7478-B",CBG,160,212,86,103,95,96,150.38,97.25,86,,,,,,,,43,36,29.5,24.5,0,0,0,0,1730,0,0,0,0,0,0
surface_unit_catalog,,663,B,"GBR=28.45X1, CRANKS=6468-B",CBG,228,173,74,89,83.25,96,133.69,81.5,74,,,,,,,,37,30,24,18.5,0,0,0,0,1170,0,0,0,0,0,0
surface_unit_catalog,,664,B,"GBR=28.45X1, CRANKS=7478-B",CBG,228,173,86,103,95,96,151.93,97.25,86,,,,,,,,43,36,29.5,24.5,0,0,0,0,1240,0,0,0,0,0,0
surface_unit_catalog,,665,B,"GBR=28.45X1, CRANKS=7478-B",CBG,228,200,74,89,95,96,151.93,97.25,74,,,,,,,,37,31,25.5,21,0,0,0,0,1730,0,0,0,0,0,0
surface_unit_catalog,,666,B,"GBR=28.45X1, CRANKS=7478-B",CBG,228,212,86,103,95,96,151.93,97.25,86,,,,,,,,43,36,29.5,24.5,0,0,0,0,1240,0,0,0,0,0,0
surface_unit_catalog,,667,B,"GBR=28.45X1, CRANKS=8495-B",CBG,228,212,100,119,108.25,111,175.94,118,100,,,,,,,,50,42.5,34,27,0,0,0,0,2240,0,0,0,0,0,0
surface_unit_catalog,,668,B,"GBR=28.45X1, CRANKS=7478-B",CBG,228,246,74,89,95,96,151.93,97.25,74,,,,,,,,37,31,25.5,21,0,0,0,0,1730,0,0,0,0,0,0
surface_unit_catalog,,669,B,"GBR=28.45X1, CRANKS=7478-B",CBG,228,246,86,103,95,96,151.93,97.25,86,,,,,,,,43,36,29.5,24.5,0,0,0,0,1240,0,0,0,0,0,0
surface_unit_catalog,,670,B,"GBR=28.45X1, CRANKS=8495-B",CBG,228,256,100,119,108.25,111,175.94,118,100,,,,,,,,50,42.5,34,27,0,0,0,0,2240,0,0,0,0,0,0
surface_unit_catalog,,671,B,"GBR=30.12X1, CRANKS=8495-B",CBG,320,213,144,171,108,111,175.94,118,144,,,,,,,,72,60,48.5,38,0,0,0,0,420,0,0,0,0,0,0
surface_unit_catalog,,672,B,"GBR=30.12X1, CRANKS=8495-B",CBG,320,256,100,119,108.25,111,175.94,118,100,,,,,,,,50,42.5,34,27,0,0,0,0,2240,0,0,0,0,0,0
surface_unit_catalog,,673,B,"GBR=30.12X1, CRANKS=8495-B",CBG,320,256,120,143,108,111,175.94,118,120,,,,,,,,60,50,40.5,32,0,0,0,0,2050,0,0,0,0,0,0
surface_unit_catalog,,674,B,"GBR=29.04X1, CRANKS=8495-B",CBG,456,256,120,143,108,111,175.94,118,120,,,,,,,,60,50,40.5,32,0,0,0,0,2050,0,0,0,0,0,0
surface_unit_catalog,,675,B,"GBR=29.04X1, CRANKS=94110-B",CBG,456,304,144,171,105,120,196.42,141,144,,,,,,,,72,61,49,0,0,0,0,0,760,0,0,0,0,0,0
surface_unit_catalog,,676,B,"GBR=29.04, TF@90=68.45",CBG,456,305,144,180,120,120,192.88,144.5,144,,,,,,,,47,41,35,0,0,0,0,0,-520,0,0,0,0,0,0
surface_unit_catalog,,677,B,"GBR=28.6X1, CRANKS=94110-B",CBG,640,304,144,171,105,120,196.42,141,144,,,,,,,,72,61,49,0,0,0,0,0,-290,0,0,0,0,0,0
surface_unit_catalog,,678,B,"GBR=28.6, TF@90=80.29",CBG,640,305,168,210,120,120,192.88,148.5,168,,,,,,,,47,41,35,0,0,0,0,0,-1500,0,0,0,0,0,0
surface_unit_catalog,,679,B,"GBR=28.6, TF@90=68.82",CBG,640,365,144,180,120,120,192.88,148.5,144,,,,,,,,47,41,35,0,0,0,0,0,-650,0,0,0,0,0,0
surface_unit_catalog,,680,B-L,"GBR=28.9X1, CRANKS=2436-B",C,25,43,30,45,36,36,67.21,53.3,30,,,,,,,,15,10,0,0,0,0,0,0,200,0,0,0,0,0,0
surface_unit_catalog,,681,B-L,"GBR=28.9X1, CRANKS=2436-B",C,25,53,24,36,36,36,67.21,53.3,24,,,,,,,,12,8,0,0,0,0,0,0,200,0,0,0,0,0,0
surface_unit_catalog,,682,B-L,"GBR=28.9X1, CRANKS=2436-B",C,25,53,30,45,36,36,67.21,53.3,30,,,,,,,,15,10,0,0,0,0,0,0,150,0,0,0,0,0,0
surface_unit_catalog,,683,B-L,"GBR=28.9X1, CRANKS=3644-B",C,25,56,36,48,48,48,80.6,61.25,36,,,,,,,,18,14,10,0,0,0,0,0,275,0,0,0,0,0,0
surface_unit_catalog,,684,B-L,"GBR=28.9X1, CRANKS=2436-B",C,25,67,30,45,36,36,67.21,61.25,30,,,,,,,,15,10,0,0,0,0,0,0,150,0,0,0,0,0,0
surface_unit_catalog,,685,B-L,"GBR=28.9X1, CRANKS=3644-B",C,25,67,36,48,48,48,80.6,61.25,36,,,,,,,,18,14,10,0,0,0,0,0,275,0,0,0,0,0,0
surface_unit_catalog,,686,B-L,"GRB=29.2X1, CRANKS=3644-B",C,40,56,36,48,48,48,80.6,61.25,36,,,,,,,,18,14,10,0,0,0,0,0,275,0,0,0,0,0,0
surface_unit_catalog,,687,B-L,"GBR=29.2X1, CRANKS=3644-B",C,40,67,30,45,36,36,62.71,53.25,30,,,,,,,,15,10,0,0,0,0,0,0,150,0,0,0,0,0,0
surface_unit_catalog,,688,B-L,"GBR=29.2X1, CRANKS=3644-B",C,40,67,36,48,48,48,80.6,61.25,36,,,,,,,,18,14,10,0,0,0,0,0,275,0,0,0,0,0,0
surface_unit_catalog,,689,B-L,"GBR=29.2X1, CRANKS=3644-B",C,40,76,42,48,48,48,80.6,61.25,42,,,,,,,,21,16.5,11.5,0,0,0,0,0,150,0,0,0,0,0,0
surface_unit_catalog,,690,B-L,"GBR=29.2X1, CRANKS=3644-B",C,40,89,36,48,48,48,80.6,61.25,36,,,,,,,,18,14,10,0,0,0,0,0,275,0,0,0,0,0,0
surface_unit_catalog,,691,B-L,"GBR=29.2X1, CRANKS=3644-B",C,40,89,42,54,48,48,80.6,61.25,42,,,,,,,,21,16.5,11.5,0,0,0,0,0,150,0,0,0,0,0,0
surface_unit_catalog,,692,B-L,"GBR=29.32X1, CRANKS=3644-B",C,57,76,42,54,48,48,80.6,61.25,42,,,,,,,,21,16.5,11.5,0,0,0,0,0,150,0,0,0,0,0,0
surface_unit_catalog,,693,B-L,"GBR=29.32X1, CRANKS=3644-B",C,57,89,36,48,48,48,80.6,61.25,36,,,,,,,,18,14,10,0,0,0,0,0,275,0,0,0,0,0,0
surface_unit_catalog,,694,B-L,"GBR=29.32X1, CRANKS=3644-B",C,57,89,42,54,48,48,80.6,61.25,42,,,,,,,,21,16.5,11.5,0,0,0,0,0,150,0,0,0,0,0,0
surface_unit_catalog,,695,B-L,"GBR=29.32X1, CRANKS=3644-B",C,57,95,48,64,56,56,91.21,68.5,48,,,,,,,,24,18.5,12.5,0,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,696,B-L,"GBR=29.32X1, CRANKS=3644-B",C,57,109,42,56,56,56,91.21,68.5,42,,,,,,,,21,15,11,0,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,697,B-L,"GBR=29.32X1, CRANKS=3644-B",C,57,109,48,64,56,56,91.21,68.5,48,,,,,,,,24,18.5,12.5,0,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,698,B-L,"GBR=29.15X1, CRANKS=4246-B",C,80,95,48,64,56,56,91.21,68.5,48,,,,,,,,24,18.5,12.5,0,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,699,B-L,"GBR=29.15X1, CRANKS=4246-B",C,80,109,42,56,56,56,91.21,68.5,42,,,,,,,,21,16,11,0,0,0,0,0,600,0,0,0,0,0,0
surface_unit_catalog,,700,B-L,"GBR=29.15X1, CRANKS=4246-B",C,80,109,48,64,56,56,91.21,68.5,48,,,,,,,,24,18.5,12.5,0,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,701,B-L,"GBR=29.15X1, CRANKS=4850-B",C,80,119,54,72,64,64,102.84,76.5,54,,,,,,,,27,22.5,18,13.5,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,702,B-L,"GBR=29.15X1, CRANKS=4850-B",C,80,133,48,64,64,64,102.84,76.5,48,,,,,,,,24,20,16,12,0,0,0,0,500,0,0,0,0,0,0
surface_unit_catalog,,703,B-L,"GBR=29.15X1, CRANKS=4850-B",C,80,133,54,72,64,64,102.84,76.5,54,,,,,,,,27,22.5,18,13.5,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,704,B-L,"GBR=29.4X1, CRANKS=4850-B",C,114,119,54,72,64,64,102.84,60,54,,,,,,,,27,22,17,12,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,705,B-L,"GBR=29.4X1, CRANKS=4850-B",C,114,133,48,64,64,64,102.84,60,48,,,,,,,,24,20,16,12,0,0,0,0,500,0,0,0,0,0,0
surface_unit_catalog,,706,B-L,"GBR=29.4X1, CRANKS=4850-B",C,114,133,54,72,64,64,102.84,60,54,,,,,,,,27,22,17,12,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,707,B-L,"GBR=29.4X1, CRANKS=5456-B",C,114,143,64,84,72,72,113.89,84,64,,,,,,,,32,26,29,14,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,708,B-L,"GBR=29.4X1, CRANKS=6468-B",C,114,169,54,72,72,72,113.89,67.75,54,,,,,,,,27,22,17,12,0,0,0,0,550,0,0,0,0,0,0
surface_unit_catalog,,709,B-L,"GBR=29.4X1, CRANKS=5456-B",C,114,169,64,84,84,84,132.14,81.5,64,,,,,,,,32,26,20,14,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,710,B-L,"GBR=28.67X1, CRANKS=5456-B",C,160,143,64,84,72,72,113.89,67.75,64,,,,,,,,32,26,20,14,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,711,B-L,"GBR=28.67X1, CRANKS=5456-B",C,160,169,54,72,72,72,113.89,67.75,54,,,,,,,,27,22,17,12,0,0,0,0,550,0,0,0,0,0,0
surface_unit_catalog,,712,B-L,"GBR=28.67X1, CRANKS=6468-B",C,160,169,64,84,84,84,132.14,81.5,64,,,,,,,,32,27,22,17,0,0,0,0,600,0,0,0,0,0,0
surface_unit_catalog,,713,B-L,"GBR=28.67X1, CRANKS=6468-B",C,160,173,74,96,84,84,132.14,81.5,74,,,,,,,,37,31,25.5,19.5,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,714,B-L,"GBR=28.67X1, CRANKS=7478-B",C,160,200,64,84,84,84,132.14,81.5,64,,,,,,,,32,27,22,17,0,0,0,0,700,0,0,0,0,0,0
surface_unit_catalog,,715,B-L,"GBR=28.45X1, CRANKS=6468-B",C,228,173,74,96,96,96,141.53,69.5,74,,,,,,,,37,31,25.5,19.5,0,0,0,0,400,0,0,0,0,0,0
surface_unit_catalog,,716,B-L,"GBR=28.45X1, CRANKS=6468-B",C,228,200,64,84,84,84,133.67,81.5,64,,,,,,,,32,27,22,17,0,0,0,0,700,0,0,0,0,0,0
surface_unit_catalog,,717,B-L,"GBR=28.45X1, CRANKS=7478-B",C,228,200,74,96,96,96,151.93,97.25,74,,,,,,,,37,32,27,22,0,0,0,0,700,0,0,0,0,0,0
surface_unit_catalog,,718,B-L,"GBR=29.45X1, CRANKS=7478-B",C,228,212,86,111,96,96,151.93,97.25,86,,,,,,,,43,37,31,25.5,0,0,0,0,500,0,0,0,0,0,0
surface_unit_catalog,,719,B-L,"GBR=28.45X1, CRANKS=7478-B",C,228,246,74,96,96,96,151.93,97.25,74,,,,,,,,37,32,27,22,0,0,0,0,900,0,0,0,0,0,0
surface_unit_catalog,,720,B-L,"GBR=28.45X1, CRANKS=8495-B",C,228,246,86,111,111,111,175.94,118,86,,,,,,,,43,37,30.5,24,0,0,0,0,950,0,0,0,0,0,0
surface_unit_catalog,,721,B-L,"GBR=30.12X1, CRANKS=7478-B",C,320,212,86,96,96,96,151.93,97.25,86,,,,,,,,43,37,31,25.5,0,0,0,0,500,0,0,0,0,0,0
surface_unit_catalog,,722,B-L,"GBR=30,12X1, CRANKS=8495-B",C,320,213,120,143,112,111,175.94,112,120,,,,,,,,42,36,30,24,0,0,0,0,200,0,0,0,0,0,0
surface_unit_catalog,,723,B-L,"GBR=30.12X1, CRANKS=7478-B",C,320,246,74,96,96,96,151.93,97.25,74,,,,,,,,37,32,27,22,0,0,0,0,900,0,0,0,0,0,0
surface_unit_catalog,,724,B-L,"GBR=30.12X1, CRANKS=8495-B",C,320,246,86,111,111,111,175.94,118,86,,,,,,,,43,37,30.5,24,0,0,0,0,950,0,0,0,0,0,0
surface_unit_catalog,,725,B-L,"GBR=30.12X1, CRANKS=8495-B",C,320,256,100,129,111,111,188.62,149.5,100,,,,,,,,43.1,36.6,30.2,24.1,0,0,0,0,700,0,0,0,0,0,0
surface_unit_catalog,,726,B-L,"GBR=30.12X1, CRANKS=8495-B",C,320,256,120,143,112,111,175.94,112,120,,,,,,,,42,36,30,24,0,0,0,0,200,0,0,0,0,0,0
surface_unit_catalog,,727,B-L,"GBR=30.12X1, CRANKS=8495-B",C,320,298,86,111,111,111,175.94,118,86,,,,,,,,43,37,30.5,24,0,0,0,0,1000,0,0,0,0,0,0
surface_unit_catalog,,728,B-L,"GBR=30.12X1, CRANKS=8495-B",C,320,298,100,129,111,111,188.62,149.5,100,,,,,,,,41.8,36.6,30.2,24.1,0,0,0,0,700,0,0,0,0,0,0
surface_unit_catalog,,729,B-L,CRANKS=8495-B,C,456,213,120,143,112,111,175.94,112,120,,,,,,,,42,36,30,24,0,0,0,0,200,0,0,0,0,0,0
surface_unit_catalog,,730,B-L,CRANKS=8495-B,C,456,256,100,129,111,111,188.62,149.5,100,,,,,,,,43.1,36.6,30.2,24.1,0,0,0,0,700,0,0,0,0,0,0
surface_unit_catalog,,731,B-L,"GBR=29.04X1, CRANKS=8495-B",C,456,256,120,155,111,111,177.49,118,120,,,,,,,,60,51,42.5,63.5,0,0,0,0,200,0,0,0,0,0,0
surface_unit_catalog,,732,B-L,CRANKS=8495-B,C,456,298,86,111,111,111,175.94,118,86,,,,,,,,43,37,30.5,24,0,0,0,0,1000,0,0,0,0,0,0
surface_unit_catalog,,733,B-L,CRANKS=8495-B,C,456,298,100,129,111,111,188.62,149.5,100,,,,,,,,41.8,36.6,30.2,24.1,0,0,0,0,700,0,0,0,0,0,0
surface_unit_catalog,,734,B-L,"GBR=29.04X1, CRANKS=8495-B",C,456,304,120,155,111,111,177.49,118,120,,,,,,,,60,51,42.5,63.5,0,0,0,0,200,0,0,0,0,0,0
surface_unit_catalog,,735,B-L,"GBR=29.04X1, CRANKS=94110-B",C,456,365,120,152,120,120,196.42,141,120,,,,,,,,60,52.5,45,37,0,0,0,0,750,0,0,0,0,0,0
surface_unit_catalog,,736,B-L,"GBR=29.04X1, CRANKS=8495-B",C,640,304,120,152,120,120,196.42,141,120,,,,,,,,60,45,45,37,0,0,0,0,750,0,0,0,0,0,0
surface_unit_catalog,,737,B-L,"GBR=28.6X1, CRANKS=94110-B",C,640,304,144,180,120,120,196.42,141,144,,,,,,,,72,62,53,44,0,0,0,0,500,0,0,0,0,0,0
surface_unit_catalog,,738,B-L,"GBR=28.6X1, CRANKS=94110-B",C,640,356,144,180,120,120,196.42,141,144,,,,,,,,72,62,53,44,0,0,0,0,0,0,0,0,0,0,0
surface_unit_catalog,,739,B-L,"GBR=28.6X1, CRANKS=94110-B",C,640,365,120,152,120,120,196.42,141,120,,,,,,,,60,45,45,37,0,0,0,0,750,0,0,0,0,0,0
surface_unit_catalog,,740,B-L,"GBR=28.7X1, CRANKS=94110-B",C,912,365,144,180,148.5,120,192.88,148.5,144,,,,,,,,47,41,35,0,0,0,0,0,-650,0,0,0,0,0,0
surface_unit_catalog,,741,B80,Beth C114-143-74 (Series 80),C,114,143,74,84,84,103.88,146.9,108,74,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,670,-5.5,0,0,0,0,0
surface_unit_catalog,,742,B80,Beth C114-173-74 (Series 80),C,114,173,74,84,84,103.88,146.9,108,74,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,670,-5.5,0,0,0,0,0
surface_unit_catalog,,743,B80,Beth C160-133-100 (Series 80),C,160,133,100,110,84,103.88,146.9,108,100,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,137,-5.5,0,0,0,0,0
surface_unit_catalog,,744,B80,Beth C160-143-86 (Series 80),C,160,143,86,92.63,84,103.88,146.9,108,86,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,410,-5.5,0,0,0,0,0
surface_unit_catalog,,745,B80,Beth C160-173-74 (Series 80),C,160,173,74,84,84,103.88,146.9,108,74,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,670,-5.5,0,0,0,0,0
surface_unit_catalog,,746,B80,Beth C160-200-74 (Series 80),C,160,200,74,84,84,103.88,146.9,108,74,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,670,-5.5,0,0,0,0,0
surface_unit_catalog,,747,B80,Beth C228-173-100 (Series 80),C,228,173,100,110,84,103.88,146.9,108,100,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,137,-5.5,0,0,0,0,0
surface_unit_catalog,,748,B80,Beth C228-185-144 (Series 80),C,228,185,144,153.6,84,103.88,146.9,108,144,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,0,-5.5,0,0,0,0,0
surface_unit_catalog,,749,B80,Beth C228-200-74 (Series 80),C,228,200,74,84,84,103.88,146.9,108,74,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,670,-5.5,0,0,0,0,0
surface_unit_catalog,,750,B80,Beth C228-213-120 (Series 80),C,228,213,120,128,84,103.88,146.9,108,120,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,0,-5.5,0,0,0,0,0
surface_unit_catalog,,751,B80,Beth C228-246-86 (Series 80),C,228,246,86,84,84,103.88,146.9,108,74,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,670,-5.5,0,0,0,0,0
surface_unit_catalog,,752,B80,Beth C320-174-144 (Series 80),C,320,173,144,153.6,84,103.88,146.9,108,144,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,-968,-5.5,0,0,0,0,0
surface_unit_catalog,,753,B80,Beth C320-200-74 (Series 80),C,320,200,74,84,84,103.88,146.9,108,74,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,670,-5.5,0,0,0,0,0
surface_unit_catalog,,754,B80,Beth C320-213-120 (Series 80),C,320,213,120,128,84,103.88,146.9,108,120,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,0,-5.5,0,0,0,0,0
surface_unit_catalog,,755,B80,Beth C320-246-86 (Series 80),C,320,246,86,84,84,103.88,146.9,108,74,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,670,-5.5,0,0,0,0,0
surface_unit_catalog,,756,B80,Beth C320-256-100 (Series 80),C,320,256,100,110,84,103.88,146.9,108,100,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,137,-5.5,0,0,0,0,0
surface_unit_catalog,,757,B80,Beth C320-256-120 (Series 80),C,320,256,120,128,84,103.88,146.9,108,120,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,0,-5.5,0,0,0,0,0
surface_unit_catalog,,758,B80,Beth C320-256-144 (Series 80),C,320,256,144,153.6,84,103.88,146.9,108,144,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,-968,-5.5,0,0,0,0,0
surface_unit_catalog,,759,B80,Beth C320-305-100 (Series 80),C,320,305,100,110,84,103.88,146.9,108,100,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,137,-5.5,0,0,0,0,0
surface_unit_catalog,,760,B80,Beth C114-143-74 (Series 80),CPA,114,143,74,84,84,103.88,146.9,108,74,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,670,-5.5,0,0,0,0,0
surface_unit_catalog,,761,B80,Beth C114-173-74 (Series 80),CPA,114,173,74,84,84,103.88,146.9,108,74,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,670,-5.5,0,0,0,0,0
surface_unit_catalog,,762,B80,Beth C160-133-100 (Series 80),CPA,160,133,100,110,84,103.88,146.9,108,100,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,137,-5.5,0,0,0,0,0
surface_unit_catalog,,763,B80,Beth C160-143-86 (Series 80),CPA,160,143,86,92.63,84,103.88,146.9,108,86,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,410,-5.5,0,0,0,0,0
surface_unit_catalog,,764,B80,Beth C160-173-74 (Series 80),CPA,160,173,74,84,84,103.88,146.9,108,74,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,670,-5.5,0,0,0,0,0
surface_unit_catalog,,765,B80,Beth C160-200-74 (Series 80),CPA,160,200,74,84,84,103.88,146.9,108,74,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,670,-5.5,0,0,0,0,0
surface_unit_catalog,,766,B80,Beth C228-173-100 (Series 80),CPA,228,173,100,110,84,103.88,146.9,108,100,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,137,-5.5,0,0,0,0,0
surface_unit_catalog,,767,B80,Beth C228-185-144 (Series 80),CPA,228,185,144,153.6,84,103.88,146.9,108,144,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,0,-5.5,0,0,0,0,0
surface_unit_catalog,,768,B80,Beth C228-200-74 (Series 80),CPA,228,200,74,84,84,103.88,146.9,108,74,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,670,-5.5,0,0,0,0,0
surface_unit_catalog,,769,B80,Beth C228-213-120 (Series 80),CPA,228,213,120,128,84,103.88,146.9,108,120,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,0,-5.5,0,0,0,0,0
surface_unit_catalog,,770,B80,Beth C228-246-86 (Series 80),CPA,228,246,86,84,84,103.88,146.9,108,74,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,670,-5.5,0,0,0,0,0
surface_unit_catalog,,771,B80,Beth C320-174-144 (Series 80),CPA,320,173,144,153.6,84,103.88,146.9,108,144,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,-968,-5.5,0,0,0,0,0
surface_unit_catalog,,772,B80,Beth C320-200-74 (Series 80),CPA,320,200,74,84,84,103.88,146.9,108,74,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,670,-5.5,0,0,0,0,0
surface_unit_catalog,,773,B80,Beth C320-213-120 (Series 80),CPA,320,213,120,128,84,103.88,146.9,108,120,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,0,-5.5,0,0,0,0,0
surface_unit_catalog,,774,B80,Beth C320-246-86 (Series 80),CPA,320,246,86,84,84,103.88,146.9,108,74,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,670,-5.5,0,0,0,0,0
surface_unit_catalog,,775,B80,Beth C320-256-100 (Series 80),CPA,320,256,100,110,84,103.88,146.9,108,100,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,137,-5.5,0,0,0,0,0
surface_unit_catalog,,776,B80,Beth C320-256-120 (Series 80),CPA,320,256,120,128,84,103.88,146.9,108,120,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,0,-5.5,0,0,0,0,0
surface_unit_catalog,,777,B80,Beth C320-256-144 (Series 80),CPA,320,256,144,153.6,84,103.88,146.9,108,144,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,-968,-5.5,0,0,0,0,0
surface_unit_catalog,,778,B80,Beth C320-305-100 (Series 80),CPA,320,305,100,110,84,103.88,146.9,108,100,,,,,,,,36.25,31.25,26.25,0,0,0,0,0,137,-5.5,0,0,0,0,0
surface_unit_catalog,,779,BA,Bardella C-320-256-100,C,320,256,100,129.92,130.71,126.38,185.04,125.59,100,,,,,,,,50.3,43.3,36.2,29.2,0,0,0,0,937,0,0,0,0,0,0
surface_unit_catalog,,780,BM,C-114-143-64 (TF = 31.03),C,114,143,64,86,75,71.5,112.4,83.5,64,,,,,,,,32,26,20,0,0,0,0,0,531,0,0,0,0,0,0
