[1] http://www.matbase.com/material-categories/natural-and-synthetic-polymers/polymer-fibers/synthetic-fibers/material-properties-of-dyneema.html,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
Polypropylene-Polyester,Survitec Nuflex,8,1.1,48,1.2,464832.83999999997,0.001090909090909091,1349633917,1472327.9094545455,,,1.8897637795275593,0.8063634279264185,104498.57947843682,0.011742447727319697,330992.4812206826
Polypropylene-Polyester,Survitec Nuflex,8,1.1,56,1.57,619777.12,0.0014272727272727273,1349633917,1926295.6815363637,,,2.204724409448819,1.0549921515370642,139331.43930458243,0.015363035776576604,433048.4962637264
Polypropylene-Polyester,Survitec Nuflex,8,1.1,60,1.83,709997.84,0.0016636363636363637,1349633917,2245300.061918182,,,2.3622047244094486,1.229704227587788,159613.86401347734,0.017907232784162536,504763.53386154096
Polypropylene-Polyester,Survitec Nuflex,8,1.1,68,2.32,900245.88,0.002109090909090909,1349633917,2846500.6249454543,,,2.677165354330709,1.5589692939910755,202383.32481266878,0.022702065606151414,639918.797026653
Polypropylene-Polyester,Survitec Nuflex,8,1.1,72,2.58,1000273.2,0.0023454545454545455,1349633917,3165505.0053272727,,,2.8346456692913384,1.7336813700417997,224870.36090296533,0.02524626261373735,711633.8346244677
Polypropylene-Polyester,Survitec Nuflex,8,1.1,80,3.19,1225825,0.0029,1349633917,3913938.3592999997,,,3.1496062992125986,2.143582779237729,275576.4226752026,0.031215340208458196,879888.3459116478
Polypropylene-Polyester,Survitec Nuflex,8,1.1,96,4.47,1706348.4,0.004063636363636363,1349633917,5484421.462718181,,,3.7795275590551185,3.0037037690259085,383602.380363882,0.04374061778426586,1232946.9925470424
Polypropylene-Polyester,Survitec Megaflex,8,1.14,36,0.795,345192.32,0.0006973684210526316,1349633917,941192.0736973685,,,1.4173228346456692,0.5342157710012523,77602.32062533704,0.007506411211652833,211588.3953417302
Polypropylene-Polyester,Survitec Megaflex,8,1.14,44,1.12,481504.06,0.0009824561403508772,1349633917,1325956.1289824562,,,1.7322834645669292,0.7526058660646573,108246.41882681959,0.010575069883083236,298086.79595312936
Polypropylene-Polyester,Survitec Megaflex,8,1.14,48,1.28,546227.62,0.0011228070175438596,1349633917,1515378.433122807,,,1.8897637795275593,0.8601209897881796,122796.85394407027,0.012085794152095125,340670.62394643354
Polypropylene-Polyester,Survitec Megaflex,8,1.14,56,1.69,712939.82,0.0014824561403508772,1349633917,2000773.0874824561,,,2.204724409448819,1.135628494329706,160275.24742789782,0.015957025091438096,449791.68317927554
Polypropylene-Polyester,Survitec Megaflex,8,1.14,60,1.9,795315.26,0.0016666666666666666,1349633917,2249389.8616666663,,,2.3622047244094486,1.276742094216829,178793.98303167144,0.0179398506945162,505682.9574204872
Polypropylene-Polyester,Survitec Megaflex,8,1.14,68,2.4600000000000004,1019886.3999999999,0.0021578947368421056,1349633917,2912367.926157895,,,2.677165354330709,1.6530450272491581,229279.58366576853,0.023227385636057824,654726.355397052
Polypropylene-Polyester,Survitec Megaflex,8,1.14,72,2.67,1108145.8,0.0023421052631578945,1349633917,3160984.700342105,,,2.8346456692913384,1.794158627136281,249121.08609838315,0.025210211239135926,710617.6296382635
Polypropylene-Polyester,Survitec Megaflex,8,1.14,80,3.48,1451376.8,0.0030526315789473684,1349633917,4119935.1150526316,,,3.1496062992125986,2.3384539409866134,326282.4844474399,0.03285825285100862,926198.2588543663
Polypropylene-Polyester,Survitec Megaflex,8,1.14,96,4.89,2010353,0.004289473684210526,1349633917,5789219.170289474,,,3.7795275590551185,3.285930968800155,451945.33318733226,0.04617151047167591,1301468.2430453594
Nylon,Survitec Atlas,6,1.14,18,0.22,68646.2,0.00019298245614035088,150242000,28994.070175438595,,,0.7086614173228346,0.1478332951198434,15432.279669811345,0.00207724586989135,6518.126272299188
Nylon,Survitec Atlas,6,1.14,24,0.4,107872.59999999999,0.00035087719298245617,150242000,52716.49122807018,,,0.9448818897637796,0.26878780930880614,24250.72519541783,0.0037768106725297275,11851.138676907616
Nylon,Survitec Atlas,6,1.14,36,0.832,254971.59999999998,0.0007298245614035088,150242000,109650.30175438596,,,1.4173228346456692,0.5590786433623167,57319.89591644213,0.007855766198861833,24650.368447967838
Nylon,Survitec Atlas,6,1.14,44,1.25,411877.19999999995,0.0010964912280701754,150242000,164739.0350877193,,,1.7322834645669292,0.8399619040900193,92593.67801886806,0.011802533351655396,37034.8083653363
Nylon,Survitec Atlas,6,1.14,48,1.4800000000000002,490330,0.001298245614035088,150242000,195051.0175438597,,,1.8897637795275593,0.9945148944425829,110230.56907008104,0.013974199488359993,43849.213104558185
Nylon,Survitec Atlas,6,1.14,56,2,652138.9,0.0017543859649122807,150242000,263582.4561403509,,,2.204724409448819,1.3439390465440306,146606.65686320778,0.018884053362648635,59255.693384538085
Nylon,Survitec Atlas,6,1.14,60,2.17,686462,0.0019035087719298245,150242000,285986.9649122807,,,2.3622047244094486,1.4581738655002732,154322.79669811347,0.02048919789847377,64292.4273222238
Nylon,Survitec Atlas,6,1.14,68,2.8,921820.3999999999,0.0024561403508771926,150242000,369015.4385964912,,,2.677165354330709,1.881514665161643,207233.4698517523,0.026437674707708088,82957.9707383533
Nylon,Survitec Atlas,6,1.14,72,3.35,1059112.8,0.0029385964912280703,150242000,441500.61403508775,,,2.8346456692913384,2.2510979029612517,238098.02919137504,0.031630789382436464,99253.28641910128
Nylon,Survitec Atlas,,,,,,,,,,,,,,,
Nylon,Survitec Atlas,6,1.14,96,5.85,1863254,0.005131578947368421,150242000,770978.6842105263,,,3.7795275590551185,3.9310217111412897,418876.1624663079,0.05523585608574726,173322.90314977386
Dyneema,Turbo-75,12,0.98,18,0.208,236336.65,0.00021224489795918368,55000000000,11673469.387755102,,,0.7086614173228346,0.13976966084057918,53130.59250222619,0.002284585068036349,2624300.315368049
Dyneema,Turbo-75,12,0.98,22,0.296,328517.75,0.00030204081632653057,55000000000,16612244.897959182,,,0.8661417322834646,0.19890297888851655,73853.72816699492,0.0032511402891286503,3734581.2180237616
Dyneema,Turbo-75,12,0.98,24,0.379,388337.39999999997,0.000386734693877551,55000000001,21270408.16365204,,,0.9448818897637796,0.2546764493200938,87301.7204600895,0.004162777599931618,4781777.978570069
Dyneema,Turbo-75,12,0.98,26,0.423,452079.64999999997,0.0004316326530612245,55000000002,23739795.919230614,,,1.0236220472440944,0.28424310834406247,101631.54831338703,0.004646055210477768,5336918.430005054
Dyneema,Turbo-75,12,0.98,28,0.478,500131.5,0.0004877551020408163,55000000003,26826530.61370816,,,1.1023622047244095,0.32120143212402336,112434.03392587285,0.005250152223660457,6030843.994299759
Dyneema,Turbo-75,12,0.98,30,0.595,600157.7999999999,0.0006071428571428571,55000000004,33392857.14528571,,,1.1811023622047243,0.39982186634684913,134920.8407110474,0.006535231324430903,7507012.921911296
Dyneema,Turbo-75,12,0.98,32,0.644,660958.1,0.0006571428571428571,55000000005,36142857.146142855,,,1.2598425196850394,0.4327483729871779,148589.29189419275,0.007073426845266389,8125237.5156281935
Dyneema,Turbo-75,12,0.98,34,0.737,740390.75,0.0007520408163265306,55000000006,41362244.90247143,,,1.3385826771653544,0.49524153865147535,166446.46198830198,0.008094899976648025,9298602.56075599
Dyneema,Turbo-75,12,0.98,36,0.885,840417.0499999999,0.0009030612244897959,55000000007,49668367.353260204,,,1.4173228346456692,0.5946930280957335,188933.26877347653,0.009720470121212353,11165893.170174591
Dyneema,Turbo-75,12,0.98,40,0.997,100026.3,0.0010173469387755102,55000000008,55954081.64079183,,,1.5748031496062993,0.6699536147021994,22486.80678517457,0.010950631311693462,12578977.955781326
Dyneema,Turbo-75,12,0.98,42,1.09,1117941,0.0011122448979591837,55000000009,61173469.39776531,123.03115009381895,,1.6535433070866143,0.7324467803664969,251323.13465783343,0.0119721044430751,13752343.001054103
Dyneema,Turbo-75,12,0.98,44,1.27,1225812.5,0.0012959183673469387,55000000010,71275510.21704082,,,1.7322834645669292,0.8534012945554595,275573.61256341386,0.01394914921349117,16023372.120785562
Dyneema,Turbo-75,12,0.98,46,1.33,1304264.5,0.0013571428571428571,55000000011,74642857.15778571,,,1.8110236220472442,0.8937194659517804,293210.32376747235,0.014608164136963194,16780381.827584464
Dyneema,Turbo-75,12,0.98,48,1.47,1461168.5,0.0015,55000000012,82500000.018,,,1.8897637795275593,0.9877951992098626,328483.74617558933,0.016145865625064582,18546737.809772678
Dyneema,Turbo-75,12,0.98,52,1.64,1559233.5,0.001673469387755102,55000000013,92040816.34828572,,,2.047244094488189,1.1020300181661051,350529.63518066244,0.018013074574901984,20691598.645292666
Dyneema,Turbo-75,12,0.98,56,1.87,1804396,0.0019081632653061226,55000000014,104948979.61855103,,,2.204724409448819,1.2565830085186689,405644.35769334517,0.02053929844821141,23593469.187439512
Dyneema,Turbo-75,12,0.98,60,2.08,2284914.5,0.0021224489795918368,55000000015,116734693.90938775,,,2.3622047244094486,1.3976966084057918,513669.2138182034,0.022845850680363492,26243003.16083767
Dyneema,Turbo-75,12,0.98,64,2.32,2402592.5,0.0023673469387755102,55000000016,130204081.67053062,,,2.5196850393700787,1.5589692939910755,540124.2806242912,0.025481910374251585,29271041.987620376
Dyneema,Turbo-75,12,0.98,68,2.75,2539883.5,0.0028061224489795917,55000000017,154336734.74158162,,,2.677165354330709,1.8479161889980422,570988.5252313935,0.030204850659134422,34696278.21871533
Dyneema,Turbo-75,12,0.98,70,2.93,2726207,0.002989795918367347,55000000018,164438775.5640204,,,2.7559055118110236,1.968870703187005,612875.7143410324,0.0321818954295505,36967307.339157924
Dyneema,Turbo-75,12,0.98,72,3.21,3000789,0.003275510204081633,55000000019,180153061.2867245,306.0,3000834.9,2.8346456692913384,2.1570221697031693,674604.2035552372,0.03525729840575327,40500019.3040459
Dyneema,Turbo-75,12,0.98,80,3.08,3461694.5,0.003142857142857143,55000000020,172857142.92000002,,,3.1496062992125986,2.069666131677807,778219.8818790807,0.03382943273823056,38859831.60708081
Dyneema,Turbo-75,12,0.98,82,3.47,3804922,0.0035408163265306125,55000000021,194744898.03354082,,,3.2283464566929134,2.3317342457538937,855380.4933968366,0.038113029740798714,43780394.7009812
Dyneema,Turbo-75,12,0.98,86,3.73,4099117,0.0038061224489795917,55000000022,209336734.77761224,,,3.3858267716535435,2.506446321804617,921518.1604120559,0.04096876107584414,47060770.09729941
Dyneema,Turbo-75,12,0.98,88,4.15,4412925,0.004234693877551021,55000000023,232908163.3627041,,,3.4645669291338583,2.788673521578864,992065.0052282899,0.04558186554014832,52359838.04486422
Dyneema,Turbo-75,12,0.98,96,4.52,4903250,0.004612244897959183,55000000024,253673469.49844897,,,3.7795275590551185,3.0373022451895095,1102294.4502536554,0.04964579090155912,57028064.57038296
Dyneema,Turbo-75,12,0.98,104,5.67,5609318,0.0057857142857142855,55000000025,318214285.85892856,,,4.094488188976378,3.810067196952327,1261024.8510901819,0.06227691026810626,71537417.28317487
Dyneema,Turbo-75,12,0.98,106,5.89,5805448,0.006010204081632653,55000000026,330561224.6460612,,,4.173228346456693,3.9579004920721705,1305116.629100328,0.064693298320837,74313119.54242697
Dyneema,Turbo-75,12,0.98,110,6.29,6207514.5,0.006418367346938776,55000000027,353010204.2549286,,,4.330708661417323,4.226688301380976,1395504.7740211277,0.06908673114398384,79359850.92196341
Dyneema,Turbo-75,12,0.98,112,6.73,6589968,0.00686734693877551,55000000028,377704081.8249388,,,4.409448818897638,4.5223548916206635,1481483.7411409128,0.07391950724944533,84911255.43951105
Dyneema,Turbo-75,12,0.98,114,6.77,6619387.5,0.006908163265306122,55000000029,379948979.79217345,,,4.488188976377953,4.549233672551543,1488097.5078424348,0.07435885053176002,85415928.57889177
Dyneema,Turbo-75,12,0.98,120,7.89,7786361,0.008051020408163264,55000000030,442806122.69051015,,,4.724409448818897,5.301839538616201,1750443.5870028047,0.08666046243657112,99546776.44013432
Dyneema,Turbo-75,12,0.98,128,8.41,8129588.5,0.008581632653061225,55000000031,471989796.184398,,,5.039370078740157,5.6512636907176494,1827604.1985205607,0.092371925106662,106107527.23406227
Dyneema,Turbo-75,12,0.98,134,8.91,8727785,0.009091836734693878,55000000032,500051020.69910204,,,5.275590551181103,5.987248452353657,1962084.1214515066,0.09786371613559554,112415941.45929657
Polyester-Nikasteel,Katradis Double Braid,24,0.99,24,0.332,125523.2,0.00033535353535353536,1349633917,452604.5054989899,,,0.9448818897637796,0.22309388172630912,28218.737926493577,0.0036097154124723513,101749.54052339502
Polyester-Nikasteel,Katradis Double Braid,24,0.99,28,0.512,160826.6,0.0005171717171717172,1349633917,697992.4904080807,,,1.1023622047244095,0.34404839591527187,36155.2579683199,0.005566790033692301,156914.95406017543
Polyester-Nikasteel,Katradis Double Braid,24,0.99,32,0.66,215743,0.0006666666666666666,1349633917,899755.9446666667,,,1.2598425196850394,0.4434998853595301,48500.955811160835,0.007175940277806481,202273.18296819492
Polyester-Nikasteel,Katradis Double Braid,24,0.99,36,0.75,264775.5,0.0007575757575757576,1349633917,1022449.9371212121,,,1.4173228346456692,0.5039771424540115,59523.90031369739,0.008154477588416456,229855.88973658514
Polyester-Nikasteel,Katradis Double Braid,24,0.99,40,0.94,323614.5,0.0009494949494949494,1349633917,1281470.5878585856,,,1.5748031496062993,0.6316513518756944,72751.43371674126,0.010220278577481957,288086.0484698533
Polyester-Nikasteel,Katradis Double Braid,24,0.99,44,1.13,372647,0.0011414141414141413,1349633917,1540491.2385959595,,,1.7322834645669292,0.7593255612973774,83774.37821927782,0.01228607956654746,346316.20720312156
Polyester-Nikasteel,Katradis Double Braid,24,0.99,48,1.65,451099,0.0016666666666666666,1349633917,2249389.8616666663,,,1.8897637795275593,1.1087497133988253,101411.08942333629,0.0179398506945162,505682.9574204872
Polyester-Nikasteel,Katradis Double Braid,24,0.99,52,1.58,519744.5,0.001595959595959596,1349633917,2153961.200868687,,,2.047244094488189,1.0617118467697844,116843.21172688747,0.017178766119597337,484229.74104507273
Polyester-Nikasteel,Katradis Double Braid,24,0.99,56,1.8,608003,0.0018181818181818182,1349633917,2453879.849090909,,,2.204724409448819,1.2095451418896277,136684.51183145327,0.019570746212199494,551654.1353678043
Polyester-Nikasteel,Katradis Double Braid,24,0.99,60,2.12,676648.5,0.0021414141414141416,1349633917,2890125.1555959596,,,2.3622047244094486,1.4245753893366726,152116.63413500445,0.023049989983257184,649725.981655414
Polyester-Nikasteel,Katradis Double Braid,24,0.99,64,2.44,784520,0.0024646464646464646,1349633917,3326370.46210101,,,2.5196850393700787,1.6396056367837175,176367.11204058488,0.02652923375431487,747797.8279430236
Polyester-Nikasteel,Katradis Double Braid,24,0.99,68,2.75,892391.5,0.002777777777777778,1349633917,3748983.1027777777,,,2.677165354330709,1.8479161889980422,200617.58994616527,0.029899751157527008,842804.9290341454
Polyester-Nikasteel,Katradis Double Braid,24,0.99,72,3.04,990456.5,0.0030707070707070706,1349633917,4144330.41179798,,,2.8346456692913384,2.0427873507469267,222663.4789512384,0.033052815825048036,931682.5397322917
Polyester-Nikasteel,Katradis Double Braid,24,0.99,76,3.4,1098328,0.0034343434343434343,1349633917,4635106.381616161,,,2.9921259842519685,2.2846963791248522,246913.9568568188,0.036966965067487936,1042013.3668058526
Polyester-Nikasteel,Katradis Double Braid,24,0.99,80,3.76,1206199.5,0.0037979797979797976,1349633917,5125882.351434343,,,3.1496062992125986,2.5266054075027777,271164.43476239924,0.04088111430992783,1152344.1938794132
Polyester-Nikasteel,Katradis Double Braid,24,0.99,84,4.16,1353297,0.0042020202020202025,1349633917,5671188.984565658,,,3.3070866141732287,2.7953932168115836,304233.2682700089,0.04523016902374995,1274934.001738926
Polyester-Nikasteel,Katradis Double Braid,24,0.99,88,4.54,1480781.5,0.0045858585858585856,1349633917,6189230.286040404,,,3.4645669291338583,3.0507416356549495,332892.92397660395,0.049361771001880946,1391394.319205462
Polyester-Nikasteel,Katradis Double Braid,24,0.99,96,5.33,1686718,0.005383838383838384,1349633917,7266210.886474747,,,3.7795275590551185,3.581597559039842,379189.29088725743,0.05795115406167962,1633509.1897279983
Polyester-Nikasteel,Katradis Double Braid,24,0.99,104,6.34,2059365,0.006404040404040404,1349633917,8643110.135131313,,,4.094488188976378,4.260286777544577,462963.66910653526,0.06893251721408045,1943048.4545732662
Nylon,Marlow-12,12,1.14,8,0.04,14023.295,3.508771929824561e-05,150242000,5271.649122807017,,,0.31496062992125984,0.026878780930880614,3152.5621277254545,0.00037768106725297266,1185.1138676907613
Nylon,Marlow-12,12,1.14,12,0.09,31478.864999999998,7.894736842105263e-05,150242000,11861.21052631579,,,0.4724409448818898,0.06047725709448138,7076.730370628467,0.0008497824013191886,2666.5062023042133
Nylon,Marlow-12,12,1.14,16,0.16,55995.115,0.00014035087719298245,150242000,21086.59649122807,,,0.6299212598425197,0.10751512372352245,12588.202621896744,0.0015107242690118906,4740.455470763045
Nylon,Marlow-12,12,1.14,20,0.25,85022.355,0.0002192982456140351,150242000,32947.80701754386,,,0.7874015748031497,0.16799238081800383,19113.785767398385,0.0023605066703310793,7406.961673067261
Nylon,Marlow-12,12,1.14,24,0.36,117678,0.00031578947368421053,150242000,47444.84210526316,,,0.9448818897637796,0.24190902837792552,26455.06680608773,0.0033991296052767544,10666.024809216853
Nylon,Marlow-12,12,1.14,28,0.49,159845.94999999998,0.0004298245614035088,150242000,64577.70175438597,,,1.1023622047244095,0.3292650664032875,35934.79907826916,0.004626593073848916,14517.644879211828
Nylon,Marlow-12,12,1.14,32,0.64,211820.4,0.0005614035087719298,150242000,84346.38596491228,,,1.2598425196850394,0.4300604948940898,47619.120250957916,0.0060428970760475625,18961.82188305218
Nylon,Marlow-12,12,1.14,36,0.81,264775.5,0.0007105263157894737,150242000,106750.8947368421,,,1.4173228346456692,0.5442953138503325,59523.90031369739,0.007648041611872698,23998.555820737918
Nylon,Marlow-12,12,1.14,40,1,314788.64999999997,0.0008771929824561404,150242000,131791.22807017545,,,1.5748031496062993,0.6719695232720153,70767.30370628467,0.009442026681324317,29627.846692269042
Nylon,Marlow-12,12,1.14,44,1.21,374608.3,0.0010614035087719298,150242000,159467.38596491228,,,1.7322834645669292,0.8130831231591386,84215.29599937928,0.011424852284402424,35849.694497645534
Nylon,Marlow-12,12,1.14,48,1.44,450118.35,0.0012631578947368421,150242000,189779.36842105264,,,1.8897637795275593,0.9676361135117021,101190.63053328557,0.013596518421107017,42664.09923686741
Nylon,Marlow-12,12,1.14,52,1.7,5295510,0.0014912280701754386,150242000,224045.08771929826,,,2.047244094488189,1.1423481895624261,1190478.006273948,0.016051445358251343,50367.339376857366
Nylon,Marlow-12,12,1.14,56,1.97,600157.7999999999,0.0017280701754385965,150242000,259628.71929824562,,,2.204724409448819,1.3237799608458702,134920.8407110474,0.018600792562208906,58366.85798377
Nylon,Marlow-12,12,1.14,60,2.26,669783.95,0.001982456140350877,150242000,297848.17543859646,,,2.3622047244094486,1.5186511225947548,150573.42190464932,0.021338980299792955,66958.93352452801
Nylon,Marlow-12,12,1.14,64,2.57,750197.25,0.0022543859649122805,150242000,338703.45614035084,,,2.5196850393700787,1.7269616748090793,168651.0508888093,0.024266008571003497,76143.56599913142
Nylon,Marlow-12,12,1.14,68,2.9,847281.6,0.002543859649122807,150242000,382194.56140350876,,,2.677165354330709,1.9487116174888446,190476.48100383166,0.02738187737584052,85920.7554075802
Nylon,Marlow-12,12,1.14,72,3.25,950249.85,0.0028508771929824563,150242000,428321.4912280702,,,2.8346456692913384,2.1839009506340497,213624.6644591584,0.030686586714304034,96290.50174987438
Nylon,Marlow-12,12,1.14,76,3.62,1157167,0.003175438596491228,150242000,477084.24561403506,,,2.9921259842519685,2.432529674244696,260141.49025986268,0.03418013658639403,107252.8050260139
Nylon,Marlow-12,12,1.14,80,4.01,1176780,0.0035175438596491224,150242000,528482.8245614035,,,3.1496062992125986,2.6945977883207815,264550.6680608773,0.03786252699211051,118807.66523599884
Nylon,Marlow-12,12,1.14,88,4.86,1402329.5,0.004263157894736842,150242000,640505.3684210526,,,3.4645669291338583,3.265771883101995,315256.21277254546,0.045888249671236184,143991.3349244275
Nylon,Marlow-12,12,1.14,96,5.78,1696524.5,0.005070175438596491,150242000,761753.298245614,,,3.7795275590551185,3.883983844512249,381393.87978776474,0.05457491421805456,171248.953881315
Nylon,Marlow-12,12,1.14,104,6.78,1902461,0.005947368421052632,150242000,893544.5263157896,,,4.094488188976378,4.555953367784264,427690.2466984183,0.06401694089937889,200876.80057358407
Nylon,Marlow-12,12,1.14,112,7.87,2235882,0.006903508771929825,150242000,1037196.9649122808,,,4.409448818897638,5.288400148150761,502646.26931566687,0.07430874998202239,233171.1534681573
Nylon,Marlow-12,12,1.14,120,9.03,2500657.5,0.007921052631578947,150242000,1190074.789473684,,,4.724409448818897,6.067884795146298,562170.1696293643,0.08526150093235858,267539.4556311894
Nylon,Marlow-12,12,1.14,78,3.815,1166973.5,0.003346491228070175,150242000,502783.53508771927,,,,,,,
