grade,fy,thickness_mm,spacing_mm,profile,web_height_mm,web_thickness_mm,flange_width_mm,flange_thickness_mm,web_slenderness,plate_length_mm,sigma_x,tau,utilization,governing_mode,plate_util,column_util,torsional_util,critical_stress_mpa,status
Grade A,235.0,16.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.1008,plate_induced,1.1008,0.9787,0.9787,208.93,FAIL
Grade A,235.0,16.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.7057,plate_induced,0.7057,0.5872,0.5872,208.93,PASS
Grade A,235.0,16.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.5764,plate_induced,0.5764,0.5165,0.5621,199.52,PASS
Grade A,235.0,16.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.8646,plate_induced,0.8646,0.7748,0.851,199.52,PASS
Grade A,235.0,16.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.2591,torsional,1.1528,1.033,1.2591,182.67,FAIL
Grade A,235.0,16.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.7396,plate_induced,0.7396,0.6198,0.6783,199.52,PASS
Grade A,235.0,16.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.5764,plate_induced,0.5764,0.4894,0.5599,199.52,PASS
Grade A,235.0,16.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.8646,plate_induced,0.8646,0.734,0.8447,199.52,PASS
Grade A,235.0,16.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.1904,torsional,1.1528,0.9787,1.1904,193.21,FAIL
Grade A,235.0,16.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.7396,plate_induced,0.7396,0.5872,0.6742,199.52,PASS
Grade A,235.0,16.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.5764,plate_induced,0.5764,0.4894,0.4894,199.52,PASS
Grade A,235.0,16.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.8646,plate_induced,0.8646,0.734,0.734,199.52,PASS
Grade A,235.0,16.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.1528,plate_induced,1.1528,0.9787,0.9787,199.52,FAIL
Grade A,235.0,16.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.7396,plate_induced,0.7396,0.5872,0.5872,199.52,PASS
Grade A,235.0,16.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.6096,plate_induced,0.6096,0.5199,0.5647,188.65,PASS
Grade A,235.0,16.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.9144,plate_induced,0.9144,0.7799,0.8595,188.65,PASS
Grade A,235.0,16.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.4646,torsional,1.2192,1.0399,1.4646,157.04,FAIL
Grade A,235.0,16.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.7829,plate_induced,0.7829,0.6239,0.683,188.65,PASS
Grade A,235.0,16.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.6096,plate_induced,0.6096,0.4894,0.5615,188.65,PASS
Grade A,235.0,16.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.9144,plate_induced,0.9144,0.734,0.8498,188.65,PASS
Grade A,235.0,16.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.2652,torsional,1.2192,0.9787,1.2652,181.79,FAIL
Grade A,235.0,16.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.7829,plate_induced,0.7829,0.5872,0.6771,188.65,PASS
Grade A,235.0,16.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.6096,plate_induced,0.6096,0.4894,0.4894,188.65,PASS
Grade A,235.0,16.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.9144,plate_induced,0.9144,0.734,0.734,188.65,PASS
Grade A,235.0,16.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.2192,plate_induced,1.2192,0.9787,0.9787,188.65,FAIL
Grade A,235.0,16.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.7829,plate_induced,0.7829,0.5872,0.5872,188.65,PASS
Grade A,235.0,18.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.5563,torsional,0.5364,0.5153,0.5563,206.74,PASS
Grade A,235.0,18.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.838,torsional,0.8046,0.7729,0.838,205.84,PASS
Grade A,235.0,18.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.1336,torsional,1.0728,1.0305,1.1336,202.9,FAIL
Grade A,235.0,18.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.6873,plate_induced,0.6873,0.6183,0.6695,214.4,PASS
Grade A,235.0,18.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.5561,torsional,0.5364,0.4894,0.5561,206.79,PASS
Grade A,235.0,18.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.8366,torsional,0.8046,0.734,0.8366,206.2,PASS
Grade A,235.0,18.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.1256,torsional,1.0728,0.9787,1.1256,204.34,FAIL
Grade A,235.0,18.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.6873,plate_induced,0.6873,0.5872,0.6686,214.4,PASS
Grade A,235.0,18.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.5364,plate_induced,0.5364,0.4894,0.4894,214.4,PASS
Grade A,235.0,18.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.8046,plate_induced,0.8046,0.734,0.734,214.4,PASS
Grade A,235.0,18.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.0728,plate_induced,1.0728,0.9787,0.9787,214.4,FAIL
Grade A,235.0,18.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.6873,plate_induced,0.6873,0.5872,0.5872,214.4,PASS
Grade A,235.0,18.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.5578,torsional,0.5557,0.5191,0.5578,206.17,PASS
Grade A,235.0,18.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.8415,torsional,0.8335,0.7786,0.8415,204.99,PASS
Grade A,235.0,18.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.151,torsional,1.1113,1.0382,1.151,199.83,FAIL
Grade A,235.0,18.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.7125,plate_induced,0.7125,0.6229,0.6718,206.96,PASS
Grade A,235.0,18.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.5571,torsional,0.5557,0.4894,0.5571,206.42,PASS
Grade A,235.0,18.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.8388,torsional,0.8335,0.734,0.8388,205.65,PASS
Grade A,235.0,18.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.136,torsional,1.1113,0.9787,1.136,202.47,FAIL
Grade A,235.0,18.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.7125,plate_induced,0.7125,0.5872,0.6701,206.96,PASS
Grade A,235.0,18.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.5557,plate_induced,0.5557,0.4894,0.4894,206.96,PASS
Grade A,235.0,18.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.8335,plate_induced,0.8335,0.734,0.734,206.96,PASS
Grade A,235.0,18.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.1113,plate_induced,1.1113,0.9787,0.9787,206.96,FAIL
Grade A,235.0,18.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.7125,plate_induced,0.7125,0.5872,0.5872,206.96,PASS
Grade A,235.0,18.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.5797,plate_induced,0.5797,0.5229,0.5595,198.38,PASS
Grade A,235.0,18.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.8695,plate_induced,0.8695,0.7843,0.8459,198.38,PASS
Grade A,235.0,18.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.4646,torsional,1.1594,1.0458,1.4646,157.04,FAIL
Grade A,235.0,18.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.7438,plate_induced,0.7438,0.6275,0.6746,198.38,PASS
Grade A,235.0,18.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.5797,plate_induced,0.5797,0.4894,0.5582,198.38,PASS
Grade A,235.0,18.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.8695,plate_induced,0.8695,0.734,0.8416,198.38,PASS
Grade A,235.0,18.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.2652,torsional,1.1594,0.9787,1.2652,181.79,FAIL
Grade A,235.0,18.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.7438,plate_induced,0.7438,0.5872,0.6719,198.38,PASS
Grade A,235.0,18.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.5797,plate_induced,0.5797,0.4894,0.4894,198.38,PASS
Grade A,235.0,18.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.8695,plate_induced,0.8695,0.734,0.734,198.38,PASS
Grade A,235.0,18.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.1594,plate_induced,1.1594,0.9787,0.9787,198.38,FAIL
Grade A,235.0,18.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.7438,plate_induced,0.7438,0.5872,0.5872,198.38,PASS
Grade A,235.0,20.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.554,torsional,0.5268,0.5174,0.554,207.59,PASS
Grade A,235.0,20.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.8336,torsional,0.7901,0.7761,0.8336,206.94,PASS
Grade A,235.0,20.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.1219,torsional,1.0535,1.0348,1.1219,205.01,FAIL
Grade A,235.0,20.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.6746,plate_induced,0.6746,0.6209,0.6662,218.32,PASS
Grade A,235.0,20.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.5546,torsional,0.5268,0.4894,0.5546,207.35,PASS
Grade A,235.0,20.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.8336,torsional,0.7901,0.734,0.8336,206.93,PASS
Grade A,235.0,20.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.1183,torsional,1.0535,0.9787,1.1183,205.67,FAIL
Grade A,235.0,20.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.6746,plate_induced,0.6746,0.5872,0.6665,218.32,PASS
Grade A,235.0,20.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.5268,plate_induced,0.5268,0.4894,0.4894,218.32,PASS
Grade A,235.0,20.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.7901,plate_induced,0.7901,0.734,0.734,218.32,PASS
Grade A,235.0,20.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.0535,plate_induced,1.0535,0.9787,0.9787,218.32,FAIL
Grade A,235.0,20.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.6746,plate_induced,0.6746,0.5872,0.5872,218.32,PASS
Grade A,235.0,20.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.5551,torsional,0.5417,0.5216,0.5551,207.18,PASS
Grade A,235.0,20.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.8359,torsional,0.8126,0.7824,0.8359,206.37,PASS
Grade A,235.0,20.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.1301,torsional,1.0834,1.0432,1.1301,203.52,FAIL
Grade A,235.0,20.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.6942,plate_induced,0.6942,0.6259,0.6678,212.29,PASS
Grade A,235.0,20.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.5553,torsional,0.5417,0.4894,0.5553,207.08,PASS
Grade A,235.0,20.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.8352,torsional,0.8126,0.734,0.8352,206.55,PASS
Grade A,235.0,20.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.1235,torsional,1.0834,0.9787,1.1235,204.73,FAIL
Grade A,235.0,20.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.6942,plate_induced,0.6942,0.5872,0.6675,212.29,PASS
Grade A,235.0,20.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.5417,plate_induced,0.5417,0.4894,0.4894,212.29,PASS
Grade A,235.0,20.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.8126,plate_induced,0.8126,0.734,0.734,212.29,PASS
Grade A,235.0,20.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.0834,plate_induced,1.0834,0.9787,0.9787,212.29,FAIL
Grade A,235.0,20.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.6942,plate_induced,0.6942,0.5872,0.5872,212.29,PASS
Grade A,235.0,20.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.5601,plate_induced,0.5601,0.5257,0.5562,205.34,PASS
Grade A,235.0,20.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.8401,plate_induced,0.8401,0.7886,0.8386,205.34,PASS
Grade A,235.0,20.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.1471,torsional,1.1201,1.0515,1.1471,200.5,FAIL
Grade A,235.0,20.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.7181,plate_induced,0.7181,0.6309,0.6696,205.34,PASS
Grade A,235.0,20.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.5601,plate_induced,0.5601,0.4894,0.5561,205.34,PASS
Grade A,235.0,20.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.8401,plate_induced,0.8401,0.734,0.8369,205.34,PASS
Grade A,235.0,20.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.1337,torsional,1.1201,0.9787,1.1337,202.87,FAIL
Grade A,235.0,20.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.7181,plate_induced,0.7181,0.5872,0.6687,205.34,PASS
Grade A,235.0,20.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.5601,plate_induced,0.5601,0.4894,0.4894,205.34,PASS
Grade A,235.0,20.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.8401,plate_induced,0.8401,0.734,0.734,205.34,PASS
Grade A,235.0,20.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.1201,plate_induced,1.1201,0.9787,0.9787,205.34,FAIL
Grade A,235.0,20.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.7181,plate_induced,0.7181,0.5872,0.5872,205.34,PASS
AH36,355.0,8.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.8686,plate_induced,0.8686,0.3443,0.5522,132.4,PASS
AH36,355.0,8.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,1.3029,plate_induced,1.3029,0.5165,0.99,132.4,FAIL
AH36,355.0,8.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.7372,plate_induced,1.7372,0.6886,1.32,132.4,FAIL
AH36,355.0,8.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,1.1043,plate_induced,1.1043,0.4132,0.792,132.4,FAIL
AH36,355.0,8.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.8686,plate_induced,0.8686,0.3239,0.5033,132.4,PASS
AH36,355.0,8.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,1.3029,plate_induced,1.3029,0.4859,0.8173,132.4,FAIL
AH36,355.0,8.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.7372,plate_induced,1.7372,0.6479,1.0898,132.4,FAIL
AH36,355.0,8.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,1.1043,plate_induced,1.1043,0.3887,0.6539,132.4,FAIL
AH36,355.0,8.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.8686,plate_induced,0.8686,0.3239,0.3336,132.4,PASS
AH36,355.0,8.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,1.3029,plate_induced,1.3029,0.4859,0.504,132.4,FAIL
AH36,355.0,8.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.7372,plate_induced,1.7372,0.6479,0.672,132.4,FAIL
AH36,355.0,8.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,1.1043,plate_induced,1.1043,0.3887,0.4032,132.4,FAIL
AH36,355.0,8.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,1.1823,plate_induced,1.1823,0.3457,0.66,97.27,FAIL
AH36,355.0,8.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,1.7734,plate_induced,1.7734,0.5186,0.99,97.27,FAIL
AH36,355.0,8.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,2.3645,plate_induced,2.3645,0.6915,1.32,97.27,FAIL
AH36,355.0,8.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,1.5296,plate_induced,1.5296,0.4149,0.792,97.27,FAIL
AH36,355.0,8.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,1.1823,plate_induced,1.1823,0.3239,0.5449,97.27,FAIL
AH36,355.0,8.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,1.7734,plate_induced,1.7734,0.4859,0.8173,97.27,FAIL
AH36,355.0,8.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,2.3645,plate_induced,2.3645,0.6479,1.0898,97.27,FAIL
AH36,355.0,8.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,1.5296,plate_induced,1.5296,0.3887,0.6539,97.27,FAIL
AH36,355.0,8.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,1.1823,plate_induced,1.1823,0.3239,0.336,97.27,FAIL
AH36,355.0,8.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,1.7734,plate_induced,1.7734,0.4859,0.504,97.27,FAIL
AH36,355.0,8.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,2.3645,plate_induced,2.3645,0.6479,0.672,97.27,FAIL
AH36,355.0,8.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,1.5296,plate_induced,1.5296,0.3887,0.4032,97.27,FAIL
AH36,355.0,8.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,1.5442,plate_induced,1.5442,0.3472,0.66,74.47,FAIL
AH36,355.0,8.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,2.3162,plate_induced,2.3162,0.5209,0.99,74.47,FAIL
AH36,355.0,8.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,3.0883,plate_induced,3.0883,0.6945,1.32,74.47,FAIL
AH36,355.0,8.0,800.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,2.0354,plate_induced,2.0354,0.4167,0.792,74.47,FAIL
AH36,355.0,8.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,1.5442,plate_induced,1.5442,0.3239,0.5449,74.47,FAIL
AH36,355.0,8.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,2.3162,plate_induced,2.3162,0.4859,0.8173,74.47,FAIL
AH36,355.0,8.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,3.0883,plate_induced,3.0883,0.6479,1.0898,74.47,FAIL
AH36,355.0,8.0,800.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,2.0354,plate_induced,2.0354,0.3887,0.6539,74.47,FAIL
AH36,355.0,8.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,1.5442,plate_induced,1.5442,0.3239,0.336,74.47,FAIL
AH36,355.0,8.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,2.3162,plate_induced,2.3162,0.4859,0.504,74.47,FAIL
AH36,355.0,8.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,3.0883,plate_induced,3.0883,0.6479,0.672,74.47,FAIL
AH36,355.0,8.0,800.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,2.0354,plate_induced,2.0354,0.3887,0.4032,74.47,FAIL
AH36,355.0,10.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.5673,plate_induced,0.5673,0.3462,0.495,202.7,PASS
AH36,355.0,10.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,0.851,plate_induced,0.851,0.5193,0.7798,202.7,PASS
AH36,355.0,10.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.32,torsional,1.1347,0.6924,1.32,174.25,FAIL
AH36,355.0,10.0,600.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.7158,plate_induced,0.7158,0.4155,0.607,202.7,PASS
AH36,355.0,10.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.5673,plate_induced,0.5673,0.3239,0.4753,202.7,PASS
AH36,355.0,10.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,0.851,plate_induced,0.851,0.4859,0.7322,202.7,PASS
AH36,355.0,10.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.1347,plate_induced,1.1347,0.6479,1.0898,202.7,FAIL
AH36,355.0,10.0,600.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.7158,plate_induced,0.7158,0.3887,0.5772,202.7,PASS
AH36,355.0,10.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.5673,plate_induced,0.5673,0.3239,0.3326,202.7,PASS
AH36,355.0,10.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,0.851,plate_induced,0.851,0.4859,0.4995,202.7,PASS
AH36,355.0,10.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.1347,plate_induced,1.1347,0.6479,0.672,202.7,FAIL
AH36,355.0,10.0,600.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,120.0,40.0,0.7158,plate_induced,0.7158,0.3887,0.3993,202.7,PASS
AH36,355.0,10.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,100.0,0.0,0.7566,plate_induced,0.7566,0.3481,0.513,151.99,PASS
AH36,355.0,10.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,150.0,0.0,1.135,plate_induced,1.135,0.5222,0.99,151.99,FAIL
AH36,355.0,10.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,200.0,0.0,1.5133,plate_induced,1.5133,0.6962,1.32,151.99,FAIL
AH36,355.0,10.0,700.0,T250x90,250.0,10.0,90.0,12.0,25.0,2400.0,120.0,40.0,0.9564,plate_induced,0.9564,0.4177,0.6561,151.99,PASS
AH36,355.0,10.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,100.0,0.0,0.7566,plate_induced,0.7566,0.3239,0.4847,151.99,PASS
AH36,355.0,10.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,150.0,0.0,1.135,plate_induced,1.135,0.4859,0.8173,151.99,FAIL
AH36,355.0,10.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,200.0,0.0,1.5133,plate_induced,1.5133,0.6479,1.0898,151.99,FAIL
AH36,355.0,10.0,700.0,T400x120,400.0,12.0,120.0,16.0,33.333,2400.0,120.0,40.0,0.9564,plate_induced,0.9564,0.3887,0.601,151.99,PASS
AH36,355.0,10.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,100.0,0.0,0.7566,plate_induced,0.7566,0.3239,0.3329,151.99,PASS
AH36,355.0,10.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,150.0,0.0,1.135,plate_induced,1.135,0.4859,0.504,151.99,FAIL
AH36,355.0,10.0,700.0,T600x200,600.0,10.0,200.0,20.0,60.0,2400.0,200.0,0.0,1.5133,plate_induced,1.5133,0.6479,0.672,151.99,FAIL
