pipe_type,nominal_size,od_m,wt_m,span_m,v_current_ms,e_over_d,content_density_kg_m3,boundary_condition,wt_selection,schedule,case_id,f_n_hz,v_r,a_over_d,status,max_allowable_span_m,m_eff_kg_per_m
pipeline,12in,0.3239,0.0095,10,0.4,5.0,800.0,pinned,thinnest,Sch 40,PL-0168,1.8701,0.66,0.0,PASS,21.3,220.44
pipeline,12in,0.3239,0.0095,10,0.6,0.5,800.0,pinned,thinnest,Sch 40,PL-0169,1.8701,0.991,0.0,PASS,19.5,220.44
pipeline,12in,0.3239,0.0095,10,0.6,1.0,800.0,pinned,thinnest,Sch 40,PL-0170,1.8701,0.991,0.0,PASS,17.4,220.44
pipeline,12in,0.3239,0.0095,10,0.6,2.0,800.0,pinned,thinnest,Sch 40,PL-0171,1.8701,0.991,0.0,PASS,17.4,220.44
pipeline,12in,0.3239,0.0095,10,0.6,5.0,800.0,pinned,thinnest,Sch 40,PL-0172,1.8701,0.991,0.0,PASS,17.4,220.44
pipeline,12in,0.3239,0.0095,10,0.8,0.5,800.0,pinned,thinnest,Sch 40,PL-0173,1.8701,1.321,0.0528,INLINE_ONLY,16.9,220.44
pipeline,12in,0.3239,0.0095,10,0.8,1.0,800.0,pinned,thinnest,Sch 40,PL-0174,1.8701,1.321,0.066,INLINE_ONLY,15.1,220.44
pipeline,12in,0.3239,0.0095,10,0.8,2.0,800.0,pinned,thinnest,Sch 40,PL-0175,1.8701,1.321,0.066,INLINE_ONLY,15.1,220.44
pipeline,12in,0.3239,0.0095,10,0.8,5.0,800.0,pinned,thinnest,Sch 40,PL-0176,1.8701,1.321,0.066,INLINE_ONLY,15.1,220.44
pipeline,12in,0.3239,0.0095,10,1.0,0.5,800.0,pinned,thinnest,Sch 40,PL-0177,1.8701,1.651,0.066,INLINE_ONLY,15.1,220.44
pipeline,12in,0.3239,0.0095,10,1.0,1.0,800.0,pinned,thinnest,Sch 40,PL-0178,1.8701,1.651,0.0825,INLINE_ONLY,13.5,220.44
pipeline,12in,0.3239,0.0095,10,1.0,2.0,800.0,pinned,thinnest,Sch 40,PL-0179,1.8701,1.651,0.0825,INLINE_ONLY,13.5,220.44
pipeline,12in,0.3239,0.0095,10,1.0,5.0,800.0,pinned,thinnest,Sch 40,PL-0180,1.8701,1.651,0.0825,INLINE_ONLY,13.5,220.44
pipeline,12in,0.3239,0.0095,20,0.2,0.5,800.0,pinned,thinnest,Sch 40,PL-0181,0.4675,1.321,0.0528,INLINE_ONLY,33.7,220.44
pipeline,12in,0.3239,0.0095,20,0.2,1.0,800.0,pinned,thinnest,Sch 40,PL-0182,0.4675,1.321,0.066,INLINE_ONLY,30.1,220.44
pipeline,12in,0.3239,0.0095,20,0.2,2.0,800.0,pinned,thinnest,Sch 40,PL-0183,0.4675,1.321,0.066,INLINE_ONLY,30.1,220.44
pipeline,12in,0.3239,0.0095,20,0.2,5.0,800.0,pinned,thinnest,Sch 40,PL-0184,0.4675,1.321,0.066,INLINE_ONLY,30.1,220.44
pipeline,12in,0.3239,0.0095,20,0.4,0.5,800.0,pinned,thinnest,Sch 40,PL-0185,0.4675,2.641,0.1057,INLINE_ONLY,23.8,220.44
pipeline,12in,0.3239,0.0095,20,0.4,1.0,800.0,pinned,thinnest,Sch 40,PL-0186,0.4675,2.641,0.1321,INLINE_ONLY,21.3,220.44
pipeline,12in,0.3239,0.0095,20,0.4,2.0,800.0,pinned,thinnest,Sch 40,PL-0187,0.4675,2.641,0.1321,INLINE_ONLY,21.3,220.44
pipeline,12in,0.3239,0.0095,20,0.4,5.0,800.0,pinned,thinnest,Sch 40,PL-0188,0.4675,2.641,0.1321,INLINE_ONLY,21.3,220.44
pipeline,12in,0.3239,0.0095,20,0.6,0.5,800.0,pinned,thinnest,Sch 40,PL-0189,0.4675,3.962,0.5003,FAIL_CF,19.5,220.44
pipeline,12in,0.3239,0.0095,20,0.6,1.0,800.0,pinned,thinnest,Sch 40,PL-0190,0.4675,3.962,0.5003,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,20,0.6,2.0,800.0,pinned,thinnest,Sch 40,PL-0191,0.4675,3.962,0.5003,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,20,0.6,5.0,800.0,pinned,thinnest,Sch 40,PL-0192,0.4675,3.962,0.5003,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,20,0.8,0.5,800.0,pinned,thinnest,Sch 40,PL-0193,0.4675,5.283,0.9,FAIL_LOCKIN,16.9,220.44
pipeline,12in,0.3239,0.0095,20,0.8,1.0,800.0,pinned,thinnest,Sch 40,PL-0194,0.4675,5.283,0.9,FAIL_LOCKIN,15.1,220.44
pipeline,12in,0.3239,0.0095,20,0.8,2.0,800.0,pinned,thinnest,Sch 40,PL-0195,0.4675,5.283,0.9,FAIL_LOCKIN,15.1,220.44
pipeline,12in,0.3239,0.0095,20,0.8,5.0,800.0,pinned,thinnest,Sch 40,PL-0196,0.4675,5.283,0.9,FAIL_LOCKIN,15.1,220.44
pipeline,12in,0.3239,0.0095,20,1.0,0.5,800.0,pinned,thinnest,Sch 40,PL-0197,0.4675,6.604,0.9,FAIL_LOCKIN,15.1,220.44
pipeline,12in,0.3239,0.0095,20,1.0,1.0,800.0,pinned,thinnest,Sch 40,PL-0198,0.4675,6.604,0.9,FAIL_LOCKIN,13.5,220.44
pipeline,12in,0.3239,0.0095,20,1.0,2.0,800.0,pinned,thinnest,Sch 40,PL-0199,0.4675,6.604,0.9,FAIL_LOCKIN,13.5,220.44
pipeline,12in,0.3239,0.0095,20,1.0,5.0,800.0,pinned,thinnest,Sch 40,PL-0200,0.4675,6.604,0.9,FAIL_LOCKIN,13.5,220.44
pipeline,12in,0.3239,0.0095,30,0.2,0.5,800.0,pinned,thinnest,Sch 40,PL-0201,0.2078,2.972,0.1189,INLINE_ONLY,33.7,220.44
pipeline,12in,0.3239,0.0095,30,0.2,1.0,800.0,pinned,thinnest,Sch 40,PL-0202,0.2078,2.972,0.1486,INLINE_ONLY,30.1,220.44
pipeline,12in,0.3239,0.0095,30,0.2,2.0,800.0,pinned,thinnest,Sch 40,PL-0203,0.2078,2.972,0.1486,INLINE_ONLY,30.1,220.44
pipeline,12in,0.3239,0.0095,30,0.2,5.0,800.0,pinned,thinnest,Sch 40,PL-0204,0.2078,2.972,0.1486,INLINE_ONLY,30.1,220.44
pipeline,12in,0.3239,0.0095,30,0.4,0.5,800.0,pinned,thinnest,Sch 40,PL-0205,0.2078,5.943,0.9,FAIL_LOCKIN,23.8,220.44
pipeline,12in,0.3239,0.0095,30,0.4,1.0,800.0,pinned,thinnest,Sch 40,PL-0206,0.2078,5.943,0.9,FAIL_LOCKIN,21.3,220.44
pipeline,12in,0.3239,0.0095,30,0.4,2.0,800.0,pinned,thinnest,Sch 40,PL-0207,0.2078,5.943,0.9,FAIL_LOCKIN,21.3,220.44
pipeline,12in,0.3239,0.0095,30,0.4,5.0,800.0,pinned,thinnest,Sch 40,PL-0208,0.2078,5.943,0.9,FAIL_LOCKIN,21.3,220.44
pipeline,12in,0.3239,0.0095,30,0.6,0.5,800.0,pinned,thinnest,Sch 40,PL-0209,0.2078,8.915,0.9,FAIL_CF,19.5,220.44
pipeline,12in,0.3239,0.0095,30,0.6,1.0,800.0,pinned,thinnest,Sch 40,PL-0210,0.2078,8.915,0.9,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,30,0.6,2.0,800.0,pinned,thinnest,Sch 40,PL-0211,0.2078,8.915,0.9,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,30,0.6,5.0,800.0,pinned,thinnest,Sch 40,PL-0212,0.2078,8.915,0.9,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,30,0.8,0.5,800.0,pinned,thinnest,Sch 40,PL-0213,0.2078,11.886,0.9,FAIL_CF,16.9,220.44
pipeline,12in,0.3239,0.0095,30,0.8,1.0,800.0,pinned,thinnest,Sch 40,PL-0214,0.2078,11.886,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,30,0.8,2.0,800.0,pinned,thinnest,Sch 40,PL-0215,0.2078,11.886,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,30,0.8,5.0,800.0,pinned,thinnest,Sch 40,PL-0216,0.2078,11.886,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,30,1.0,0.5,800.0,pinned,thinnest,Sch 40,PL-0217,0.2078,14.858,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,30,1.0,1.0,800.0,pinned,thinnest,Sch 40,PL-0218,0.2078,14.858,0.9,FAIL_CF,13.5,220.44
pipeline,12in,0.3239,0.0095,30,1.0,2.0,800.0,pinned,thinnest,Sch 40,PL-0219,0.2078,14.858,0.9,FAIL_CF,13.5,220.44
pipeline,12in,0.3239,0.0095,30,1.0,5.0,800.0,pinned,thinnest,Sch 40,PL-0220,0.2078,14.858,0.9,FAIL_CF,13.5,220.44
pipeline,12in,0.3239,0.0095,40,0.2,0.5,800.0,pinned,thinnest,Sch 40,PL-0221,0.1169,5.283,0.9,FAIL_LOCKIN,33.7,220.44
pipeline,12in,0.3239,0.0095,40,0.2,1.0,800.0,pinned,thinnest,Sch 40,PL-0222,0.1169,5.283,0.9,FAIL_LOCKIN,30.1,220.44
pipeline,12in,0.3239,0.0095,40,0.2,2.0,800.0,pinned,thinnest,Sch 40,PL-0223,0.1169,5.283,0.9,FAIL_LOCKIN,30.1,220.44
pipeline,12in,0.3239,0.0095,40,0.2,5.0,800.0,pinned,thinnest,Sch 40,PL-0224,0.1169,5.283,0.9,FAIL_LOCKIN,30.1,220.44
pipeline,12in,0.3239,0.0095,40,0.4,0.5,800.0,pinned,thinnest,Sch 40,PL-0225,0.1169,10.566,0.9,FAIL_CF,23.8,220.44
pipeline,12in,0.3239,0.0095,40,0.4,1.0,800.0,pinned,thinnest,Sch 40,PL-0226,0.1169,10.566,0.9,FAIL_CF,21.3,220.44
pipeline,12in,0.3239,0.0095,40,0.4,2.0,800.0,pinned,thinnest,Sch 40,PL-0227,0.1169,10.566,0.9,FAIL_CF,21.3,220.44
pipeline,12in,0.3239,0.0095,40,0.4,5.0,800.0,pinned,thinnest,Sch 40,PL-0228,0.1169,10.566,0.9,FAIL_CF,21.3,220.44
pipeline,12in,0.3239,0.0095,40,0.6,0.5,800.0,pinned,thinnest,Sch 40,PL-0229,0.1169,15.848,0.9,FAIL_CF,19.5,220.44
pipeline,12in,0.3239,0.0095,40,0.6,1.0,800.0,pinned,thinnest,Sch 40,PL-0230,0.1169,15.848,0.9,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,40,0.6,2.0,800.0,pinned,thinnest,Sch 40,PL-0231,0.1169,15.848,0.9,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,40,0.6,5.0,800.0,pinned,thinnest,Sch 40,PL-0232,0.1169,15.848,0.9,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,40,0.8,0.5,800.0,pinned,thinnest,Sch 40,PL-0233,0.1169,21.131,0.9,FAIL_CF,16.9,220.44
pipeline,12in,0.3239,0.0095,40,0.8,1.0,800.0,pinned,thinnest,Sch 40,PL-0234,0.1169,21.131,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,40,0.8,2.0,800.0,pinned,thinnest,Sch 40,PL-0235,0.1169,21.131,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,40,0.8,5.0,800.0,pinned,thinnest,Sch 40,PL-0236,0.1169,21.131,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,40,1.0,0.5,800.0,pinned,thinnest,Sch 40,PL-0237,0.1169,26.414,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,40,1.0,1.0,800.0,pinned,thinnest,Sch 40,PL-0238,0.1169,26.414,0.9,FAIL_CF,13.5,220.44
pipeline,12in,0.3239,0.0095,40,1.0,2.0,800.0,pinned,thinnest,Sch 40,PL-0239,0.1169,26.414,0.9,FAIL_CF,13.5,220.44
pipeline,12in,0.3239,0.0095,40,1.0,5.0,800.0,pinned,thinnest,Sch 40,PL-0240,0.1169,26.414,0.9,FAIL_CF,13.5,220.44
pipeline,12in,0.3239,0.0095,50,0.2,0.5,800.0,pinned,thinnest,Sch 40,PL-0241,0.0748,8.254,0.9,FAIL_CF,33.7,220.44
pipeline,12in,0.3239,0.0095,50,0.2,1.0,800.0,pinned,thinnest,Sch 40,PL-0242,0.0748,8.254,0.9,FAIL_CF,30.1,220.44
pipeline,12in,0.3239,0.0095,50,0.2,2.0,800.0,pinned,thinnest,Sch 40,PL-0243,0.0748,8.254,0.9,FAIL_CF,30.1,220.44
pipeline,12in,0.3239,0.0095,50,0.2,5.0,800.0,pinned,thinnest,Sch 40,PL-0244,0.0748,8.254,0.9,FAIL_CF,30.1,220.44
pipeline,12in,0.3239,0.0095,50,0.4,0.5,800.0,pinned,thinnest,Sch 40,PL-0245,0.0748,16.509,0.9,FAIL_CF,23.8,220.44
pipeline,12in,0.3239,0.0095,50,0.4,1.0,800.0,pinned,thinnest,Sch 40,PL-0246,0.0748,16.509,0.9,FAIL_CF,21.3,220.44
pipeline,12in,0.3239,0.0095,50,0.4,2.0,800.0,pinned,thinnest,Sch 40,PL-0247,0.0748,16.509,0.9,FAIL_CF,21.3,220.44
pipeline,12in,0.3239,0.0095,50,0.4,5.0,800.0,pinned,thinnest,Sch 40,PL-0248,0.0748,16.509,0.9,FAIL_CF,21.3,220.44
pipeline,12in,0.3239,0.0095,50,0.6,0.5,800.0,pinned,thinnest,Sch 40,PL-0249,0.0748,24.763,0.9,FAIL_CF,19.5,220.44
pipeline,12in,0.3239,0.0095,50,0.6,1.0,800.0,pinned,thinnest,Sch 40,PL-0250,0.0748,24.763,0.9,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,50,0.6,2.0,800.0,pinned,thinnest,Sch 40,PL-0251,0.0748,24.763,0.9,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,50,0.6,5.0,800.0,pinned,thinnest,Sch 40,PL-0252,0.0748,24.763,0.9,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,50,0.8,0.5,800.0,pinned,thinnest,Sch 40,PL-0253,0.0748,33.018,0.9,FAIL_CF,16.9,220.44
pipeline,12in,0.3239,0.0095,50,0.8,1.0,800.0,pinned,thinnest,Sch 40,PL-0254,0.0748,33.018,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,50,0.8,2.0,800.0,pinned,thinnest,Sch 40,PL-0255,0.0748,33.018,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,50,0.8,5.0,800.0,pinned,thinnest,Sch 40,PL-0256,0.0748,33.018,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,50,1.0,0.5,800.0,pinned,thinnest,Sch 40,PL-0257,0.0748,41.272,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,50,1.0,1.0,800.0,pinned,thinnest,Sch 40,PL-0258,0.0748,41.272,0.9,FAIL_CF,13.5,220.44
pipeline,12in,0.3239,0.0095,50,1.0,2.0,800.0,pinned,thinnest,Sch 40,PL-0259,0.0748,41.272,0.9,FAIL_CF,13.5,220.44
pipeline,12in,0.3239,0.0095,50,1.0,5.0,800.0,pinned,thinnest,Sch 40,PL-0260,0.0748,41.272,0.9,FAIL_CF,13.5,220.44
pipeline,12in,0.3239,0.0095,60,0.2,0.5,800.0,pinned,thinnest,Sch 40,PL-0261,0.0519,11.886,0.9,FAIL_CF,33.7,220.44
pipeline,12in,0.3239,0.0095,60,0.2,1.0,800.0,pinned,thinnest,Sch 40,PL-0262,0.0519,11.886,0.9,FAIL_CF,30.1,220.44
pipeline,12in,0.3239,0.0095,60,0.2,2.0,800.0,pinned,thinnest,Sch 40,PL-0263,0.0519,11.886,0.9,FAIL_CF,30.1,220.44
pipeline,12in,0.3239,0.0095,60,0.2,5.0,800.0,pinned,thinnest,Sch 40,PL-0264,0.0519,11.886,0.9,FAIL_CF,30.1,220.44
pipeline,12in,0.3239,0.0095,60,0.4,0.5,800.0,pinned,thinnest,Sch 40,PL-0265,0.0519,23.773,0.9,FAIL_CF,23.8,220.44
pipeline,12in,0.3239,0.0095,60,0.4,1.0,800.0,pinned,thinnest,Sch 40,PL-0266,0.0519,23.773,0.9,FAIL_CF,21.3,220.44
pipeline,12in,0.3239,0.0095,60,0.4,2.0,800.0,pinned,thinnest,Sch 40,PL-0267,0.0519,23.773,0.9,FAIL_CF,21.3,220.44
pipeline,12in,0.3239,0.0095,60,0.4,5.0,800.0,pinned,thinnest,Sch 40,PL-0268,0.0519,23.773,0.9,FAIL_CF,21.3,220.44
pipeline,12in,0.3239,0.0095,60,0.6,0.5,800.0,pinned,thinnest,Sch 40,PL-0269,0.0519,35.659,0.9,FAIL_CF,19.5,220.44
pipeline,12in,0.3239,0.0095,60,0.6,1.0,800.0,pinned,thinnest,Sch 40,PL-0270,0.0519,35.659,0.9,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,60,0.6,2.0,800.0,pinned,thinnest,Sch 40,PL-0271,0.0519,35.659,0.9,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,60,0.6,5.0,800.0,pinned,thinnest,Sch 40,PL-0272,0.0519,35.659,0.9,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,60,0.8,0.5,800.0,pinned,thinnest,Sch 40,PL-0273,0.0519,47.545,0.9,FAIL_CF,16.9,220.44
pipeline,12in,0.3239,0.0095,60,0.8,1.0,800.0,pinned,thinnest,Sch 40,PL-0274,0.0519,47.545,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,60,0.8,2.0,800.0,pinned,thinnest,Sch 40,PL-0275,0.0519,47.545,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,60,0.8,5.0,800.0,pinned,thinnest,Sch 40,PL-0276,0.0519,47.545,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,60,1.0,0.5,800.0,pinned,thinnest,Sch 40,PL-0277,0.0519,59.432,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,60,1.0,1.0,800.0,pinned,thinnest,Sch 40,PL-0278,0.0519,59.432,0.9,FAIL_CF,13.5,220.44
pipeline,12in,0.3239,0.0095,60,1.0,2.0,800.0,pinned,thinnest,Sch 40,PL-0279,0.0519,59.432,0.9,FAIL_CF,13.5,220.44
pipeline,12in,0.3239,0.0095,60,1.0,5.0,800.0,pinned,thinnest,Sch 40,PL-0280,0.0519,59.432,0.9,FAIL_CF,13.5,220.44
pipeline,12in,0.3239,0.0095,70,0.2,0.5,800.0,pinned,thinnest,Sch 40,PL-0281,0.0382,16.179,0.9,FAIL_CF,33.7,220.44
pipeline,12in,0.3239,0.0095,70,0.2,1.0,800.0,pinned,thinnest,Sch 40,PL-0282,0.0382,16.179,0.9,FAIL_CF,30.1,220.44
pipeline,12in,0.3239,0.0095,70,0.2,2.0,800.0,pinned,thinnest,Sch 40,PL-0283,0.0382,16.179,0.9,FAIL_CF,30.1,220.44
pipeline,12in,0.3239,0.0095,70,0.2,5.0,800.0,pinned,thinnest,Sch 40,PL-0284,0.0382,16.179,0.9,FAIL_CF,30.1,220.44
pipeline,12in,0.3239,0.0095,70,0.4,0.5,800.0,pinned,thinnest,Sch 40,PL-0285,0.0382,32.357,0.9,FAIL_CF,23.8,220.44
pipeline,12in,0.3239,0.0095,70,0.4,1.0,800.0,pinned,thinnest,Sch 40,PL-0286,0.0382,32.357,0.9,FAIL_CF,21.3,220.44
pipeline,12in,0.3239,0.0095,70,0.4,2.0,800.0,pinned,thinnest,Sch 40,PL-0287,0.0382,32.357,0.9,FAIL_CF,21.3,220.44
pipeline,12in,0.3239,0.0095,70,0.4,5.0,800.0,pinned,thinnest,Sch 40,PL-0288,0.0382,32.357,0.9,FAIL_CF,21.3,220.44
pipeline,12in,0.3239,0.0095,70,0.6,0.5,800.0,pinned,thinnest,Sch 40,PL-0289,0.0382,48.536,0.9,FAIL_CF,19.5,220.44
pipeline,12in,0.3239,0.0095,70,0.6,1.0,800.0,pinned,thinnest,Sch 40,PL-0290,0.0382,48.536,0.9,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,70,0.6,2.0,800.0,pinned,thinnest,Sch 40,PL-0291,0.0382,48.536,0.9,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,70,0.6,5.0,800.0,pinned,thinnest,Sch 40,PL-0292,0.0382,48.536,0.9,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,70,0.8,0.5,800.0,pinned,thinnest,Sch 40,PL-0293,0.0382,64.714,0.9,FAIL_CF,16.9,220.44
pipeline,12in,0.3239,0.0095,70,0.8,1.0,800.0,pinned,thinnest,Sch 40,PL-0294,0.0382,64.714,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,70,0.8,2.0,800.0,pinned,thinnest,Sch 40,PL-0295,0.0382,64.714,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,70,0.8,5.0,800.0,pinned,thinnest,Sch 40,PL-0296,0.0382,64.714,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,70,1.0,0.5,800.0,pinned,thinnest,Sch 40,PL-0297,0.0382,80.893,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,70,1.0,1.0,800.0,pinned,thinnest,Sch 40,PL-0298,0.0382,80.893,0.9,FAIL_CF,13.5,220.44
pipeline,12in,0.3239,0.0095,70,1.0,2.0,800.0,pinned,thinnest,Sch 40,PL-0299,0.0382,80.893,0.9,FAIL_CF,13.5,220.44
pipeline,12in,0.3239,0.0095,70,1.0,5.0,800.0,pinned,thinnest,Sch 40,PL-0300,0.0382,80.893,0.9,FAIL_CF,13.5,220.44
pipeline,12in,0.3239,0.0095,80,0.2,0.5,800.0,pinned,thinnest,Sch 40,PL-0301,0.0292,21.131,0.9,FAIL_CF,33.7,220.44
pipeline,12in,0.3239,0.0095,80,0.2,1.0,800.0,pinned,thinnest,Sch 40,PL-0302,0.0292,21.131,0.9,FAIL_CF,30.1,220.44
pipeline,12in,0.3239,0.0095,80,0.2,2.0,800.0,pinned,thinnest,Sch 40,PL-0303,0.0292,21.131,0.9,FAIL_CF,30.1,220.44
pipeline,12in,0.3239,0.0095,80,0.2,5.0,800.0,pinned,thinnest,Sch 40,PL-0304,0.0292,21.131,0.9,FAIL_CF,30.1,220.44
pipeline,12in,0.3239,0.0095,80,0.4,0.5,800.0,pinned,thinnest,Sch 40,PL-0305,0.0292,42.263,0.9,FAIL_CF,23.8,220.44
pipeline,12in,0.3239,0.0095,80,0.4,1.0,800.0,pinned,thinnest,Sch 40,PL-0306,0.0292,42.263,0.9,FAIL_CF,21.3,220.44
pipeline,12in,0.3239,0.0095,80,0.4,2.0,800.0,pinned,thinnest,Sch 40,PL-0307,0.0292,42.263,0.9,FAIL_CF,21.3,220.44
pipeline,12in,0.3239,0.0095,80,0.4,5.0,800.0,pinned,thinnest,Sch 40,PL-0308,0.0292,42.263,0.9,FAIL_CF,21.3,220.44
pipeline,12in,0.3239,0.0095,80,0.6,0.5,800.0,pinned,thinnest,Sch 40,PL-0309,0.0292,63.394,0.9,FAIL_CF,19.5,220.44
pipeline,12in,0.3239,0.0095,80,0.6,1.0,800.0,pinned,thinnest,Sch 40,PL-0310,0.0292,63.394,0.9,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,80,0.6,2.0,800.0,pinned,thinnest,Sch 40,PL-0311,0.0292,63.394,0.9,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,80,0.6,5.0,800.0,pinned,thinnest,Sch 40,PL-0312,0.0292,63.394,0.9,FAIL_CF,17.4,220.44
pipeline,12in,0.3239,0.0095,80,0.8,0.5,800.0,pinned,thinnest,Sch 40,PL-0313,0.0292,84.525,0.9,FAIL_CF,16.9,220.44
pipeline,12in,0.3239,0.0095,80,0.8,1.0,800.0,pinned,thinnest,Sch 40,PL-0314,0.0292,84.525,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,80,0.8,2.0,800.0,pinned,thinnest,Sch 40,PL-0315,0.0292,84.525,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,80,0.8,5.0,800.0,pinned,thinnest,Sch 40,PL-0316,0.0292,84.525,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,80,1.0,0.5,800.0,pinned,thinnest,Sch 40,PL-0317,0.0292,105.656,0.9,FAIL_CF,15.1,220.44
pipeline,12in,0.3239,0.0095,80,1.0,1.0,800.0,pinned,thinnest,Sch 40,PL-0318,0.0292,105.656,0.9,FAIL_CF,13.5,220.44
pipeline,12in,0.3239,0.0095,80,1.0,2.0,800.0,pinned,thinnest,Sch 40,PL-0319,0.0292,105.656,0.9,FAIL_CF,13.5,220.44
pipeline,12in,0.3239,0.0095,80,1.0,5.0,800.0,pinned,thinnest,Sch 40,PL-0320,0.0292,105.656,0.9,FAIL_CF,13.5,220.44
pipeline,16in,0.4064,0.0095,10,0.2,0.5,800.0,pinned,thinnest,Sch 30,PL-0321,2.1796,0.226,0.0,PASS,40.8,326.38
pipeline,16in,0.4064,0.0095,10,0.2,1.0,800.0,pinned,thinnest,Sch 30,PL-0322,2.1796,0.226,0.0,PASS,36.5,326.38
pipeline,16in,0.4064,0.0095,10,0.2,2.0,800.0,pinned,thinnest,Sch 30,PL-0323,2.1796,0.226,0.0,PASS,36.5,326.38
pipeline,16in,0.4064,0.0095,10,0.2,5.0,800.0,pinned,thinnest,Sch 30,PL-0324,2.1796,0.226,0.0,PASS,36.5,326.38
pipeline,16in,0.4064,0.0095,10,0.4,0.5,800.0,pinned,thinnest,Sch 30,PL-0325,2.1796,0.452,0.0,PASS,28.8,326.38
pipeline,16in,0.4064,0.0095,10,0.4,1.0,800.0,pinned,thinnest,Sch 30,PL-0326,2.1796,0.452,0.0,PASS,25.8,326.38
pipeline,16in,0.4064,0.0095,10,0.4,2.0,800.0,pinned,thinnest,Sch 30,PL-0327,2.1796,0.452,0.0,PASS,25.8,326.38
pipeline,16in,0.4064,0.0095,10,0.4,5.0,800.0,pinned,thinnest,Sch 30,PL-0328,2.1796,0.452,0.0,PASS,25.8,326.38
pipeline,16in,0.4064,0.0095,10,0.6,0.5,800.0,pinned,thinnest,Sch 30,PL-0329,2.1796,0.677,0.0,PASS,23.5,326.38
pipeline,16in,0.4064,0.0095,10,0.6,1.0,800.0,pinned,thinnest,Sch 30,PL-0330,2.1796,0.677,0.0,PASS,21.0,326.38
pipeline,16in,0.4064,0.0095,10,0.6,2.0,800.0,pinned,thinnest,Sch 30,PL-0331,2.1796,0.677,0.0,PASS,21.0,326.38
pipeline,16in,0.4064,0.0095,10,0.6,5.0,800.0,pinned,thinnest,Sch 30,PL-0332,2.1796,0.677,0.0,PASS,21.0,326.38
pipeline,16in,0.4064,0.0095,10,0.8,0.5,800.0,pinned,thinnest,Sch 30,PL-0333,2.1796,0.903,0.0,PASS,20.4,326.38
pipeline,16in,0.4064,0.0095,10,0.8,1.0,800.0,pinned,thinnest,Sch 30,PL-0334,2.1796,0.903,0.0,PASS,18.2,326.38
pipeline,16in,0.4064,0.0095,10,0.8,2.0,800.0,pinned,thinnest,Sch 30,PL-0335,2.1796,0.903,0.0,PASS,18.2,326.38
